"V1","estimates","estimate_lower","estimate_upper","pi_estimates","pi_lower","pi_upper","p_value","DIC_array","DIC_true_array","ID"
"2.5%",0.807631068263706,0.636421860094793,2.5093249674773,0.0756030391744283,0.0741837144751454,0.0765096916496972,0.0373448408058734,298.89760684188,82.5353084940921,77
"2.5%",0.77212747251285,0.534267713795038,3.26416849346248,0.238419329664823,0.236904776947188,0.243825762434159,0.0539168369138805,167.157381565279,57.8252990499967,78
"2.5%",1.22693868524916,0.336410951722724,1.98528174564846,0.128638809367474,0.127028429599851,0.129870578797384,0.312907652034645,186.864969476289,53.1656401596506,79
"2.5%",0.403802890080391,1.13021793373814,5.7455995292218,0.168809510288097,0.167197442111421,0.170012387848476,0,270.565718184468,97.5117635728919,80
"2.5%",0.686222605813641,0.450290823545802,4.82754977141047,0.683824263056603,0.682475745851029,0.686010113151912,0.0433253413869037,77.8689891669454,32.3514128775626,81
"2.5%",1.08443033353779,0.410814410607474,2.14974520573329,0.25853238743444,0.253607780959458,0.260024050740536,0.616244985964554,193.703897795564,58.2078993547439,82
"2.5%",1.7656135914337,0.253543167466533,1.23666009087808,0.27942038755157,0.27802473793023,0.281867954955303,0.0356644284178897,235.374223545575,77.1705682271882,83
"2.5%",0.900057022798988,0.537988650727591,2.13966884946932,0.185573672484954,0.184334695824829,0.186956394644422,0.361821914763357,302.635770170794,85.0555624709519,84
"2.5%",0.653496093855646,0.727776447661689,3.367424178823,0.16799450387998,0.166840004752239,0.169336233437618,1.88139662338216e-06,247.888471415784,74.9035043331434,85
"2.5%",0.692164774292176,0.596946463688342,3.44952492114285,0.242670603699031,0.238249529978118,0.244114677586611,0.00121252504772285,172.02263757505,54.8235690707461,86
"2.5%",1.64652831371393,0.271791444002619,1.46551165381262,0.381996701855304,0.379651851590501,0.383351280982137,0.0486365737536165,195.308375022616,54.8417301224489,87
"2.5%",0.861670667871045,0.519183105296818,2.6675902263546,0.267590340956041,0.26618013410141,0.270981874926112,0.259089856811406,200.806532749651,55.1646797534312,88
"2.5%",0.624714909223685,0.67932327418473,3.98137604141123,0.375658299206279,0.372687011167179,0.377038342068516,4.46712555413065e-06,182.10407844614,56.9655962683002,89
"2.5%",1.00227256045734,0.439772508510204,2.25274743254509,0.133255086538587,0.13204199421213,0.135910244652567,0.98849460657494,188.444132176338,57.0236714260761,90
"2.5%",1.25809561556723,0.348749778103063,1.8304749589419,0.138943522269504,0.137818641543242,0.142386516403468,0.251680857595476,195.066171963104,56.6738339926076,91
"2.5%",0.731640664016644,0.589784429482785,3.26870872723809,0.376230738426601,0.372967263382756,0.377639620564652,0.00636815097918353,184.205372513083,55.9159491198193,92
"2.5%",1.70242130792341,0.250622017427783,1.28601795466442,0.493185455697016,0.491339625970752,0.494978006989641,0.0535738737711848,197.185074878767,55.9855913526215,93
"2.5%",0.801691252000655,0.559964270018167,2.9726285869897,0.490387879145726,0.488270035879535,0.492109601891639,0.0654815800655664,181.977089376944,52.4655278446317,94
"2.5%",0.937304875508443,0.452136750304581,2.59008024092772,0.0212902363683418,0.0194294455153694,0.0274659301473922,0.688326664504472,183.737905374412,57.8626220686301,95
"2.5%",0.93144776234714,0.458396551456207,2.53407511698867,0.487411374764534,0.485392936675805,0.489370931476596,0.63092008645407,172.709916870367,52.8620104512595,96
"2.5%",1.35542678666069,0.336833265209368,1.59804377476015,0.162275673993212,0.160882457097377,0.163427510930551,0.115450944807572,232.263003036884,61.8839338908812,97
"2.5%",0.887164910905711,0.313444337981004,3.13842915262812,0.566792057125568,0.565165409276587,0.570765680539245,0.614315675148988,91.7100781901888,36.9417561141947,98
"2.5%",1.48261917076847,0.309544964437319,1.39951008749496,0.391742061154285,0.390006490231597,0.393261254354882,0.0557070007126748,238.954797098779,65.2369913901603,99
"2.5%",0.425224558581302,1.10735645742747,5.28380946557271,0.0670508885580594,0.06629091181809,0.068384648882795,0,274.10853311358,81.1976880193284,100
"2.5%",0.546509318430423,0.707842039019321,5.41522073932764,0.343578461903694,0.338775461860001,0.345257529039043,5.61505286711395e-09,139.677873514937,50.0694207119261,101
"2.5%",1.52456224030934,0.323202204575351,1.28647074753178,0.0746989352462367,0.0732988950658327,0.0755169276939953,0.0369857958108151,291.641946675345,77.3547438886442,102
"2.5%",1.02119637283647,0.370773763210577,2.55044057679631,0.343344738785008,0.340595247525355,0.346079221493843,0.910139223321309,137.268435309517,44.8065829549963,103
"2.5%",1.11366382938825,0.328697336065406,2.39566751941578,0.196913295407193,0.195260073962561,0.199545298490817,0.610129625319927,130.72888943837,46.0910830947055,104
"2.5%",0.856193982740418,0.573998804737934,2.53398636267006,0.283868033317477,0.282281272363668,0.285580825705068,0.158600618292466,249.138007247262,68.1267458544256,105
"2.5%",0.592337571565744,0.704843785445753,4.32252838421347,0.376731606985986,0.373422835402202,0.378090241858919,1.29691316352876e-07,197.306829510628,80.9151821394919,106
"2.5%",0.8562870412817,0.484610383292433,2.89116209938123,0.369088782669602,0.367238842102105,0.370737971133475,0.260603639227893,171.734428814203,55.9620600856539,107
"2.5%",0.848727917171656,0.563689927874922,2.62774090983884,0.390078387706006,0.388248520435706,0.391505079382905,0.167440986233195,236.363333645865,79.8843808685028,108
"2.5%",1.01398341704496,0.339887395192193,2.74684695496314,0.442808571961195,0.436198089276145,0.445225544767841,0.947697483798763,102.508267884903,41.3425995738079,109
"2.5%",0.690079364990396,0.611437955524874,3.35768233390097,0.495253236116857,0.493697015393753,0.49692086625239,0.000607569464184277,213.827321480826,64.9173519272162,110
"2.5%",0.541052855516971,0.806380173198021,4.2774619271808,0.491690607779101,0.489747087111922,0.493406992110825,5.93747273569534e-13,192.771105197457,62.6153766668066,111
"2.5%",1.32434508493406,0.301370738086696,1.8901321103944,0.235058976896204,0.230242807095846,0.236443024611219,0.212543544130614,161.996121023159,51.194398753956,112
"2.5%",0.936385506381631,0.509942336281987,2.1150533593628,0.18068815870277,0.179493512236224,0.18189489716711,0.583506461049266,280.962603798243,85.2480533039199,113
"2.5%",1.78757340060624,0.230842078506265,1.40533599554421,0.489495414933099,0.48660924615517,0.491191945267934,0.0502565133358537,184.219498557864,65.9380948092758,114
"2.5%",1.09105120632591,0.315350104848281,2.57939259666093,0.694987246806863,0.692962478782344,0.69638594667155,0.719272450010774,115.729888313678,38.5032186542774,115
"2.5%",0.793773810860355,0.524850826857004,2.98626565975659,0.491015574822904,0.489442899506762,0.492914973062346,0.0813824754922874,187.345512207678,54.9376111456905,116
"2.5%",1.36054106938031,0.327552589048897,1.53577286032885,0.169069087247733,0.16769851400626,0.170614002435806,0.113090739050735,242.318972879139,60.4102893801479,117
"2.5%",0.747578219981525,0.550472062548754,3.72990902185232,0.216268095141668,0.214087666954394,0.217944311320359,0.0231245640503932,150.64111931659,52.6340895175898,118
"2.5%",1.72121121544022,0.255959878521695,1.31554254049702,0.495365803590635,0.49383122894342,0.497060952938362,0.0396031382204192,216.38088037812,63.3022858806808,119
"2.5%",1.21843331064639,0.306947835028043,2.16225549181144,0.20296439587767,0.19807798893262,0.204622248466224,0.381916723730824,138.13226769205,50.8456234335823,120
"2.5%",0.504618733320034,0.722136808762962,5.10993260077551,0.593740659947694,0.592118851291269,0.59530041225188,5.47606404666112e-12,154.275102952519,50.9007613107064,121
"2.5%",0.798296838650637,0.597579321539716,2.68487136608683,0.392878308528405,0.390863490996031,0.39424399179558,0.0348161145146839,248.926048440192,67.1819484213774,122
"2.5%",1.00265008763124,0.465404519706549,2.09368908758049,0.277134200905537,0.273484625164401,0.27850632439971,0.984626535341479,227.897831644318,65.0587191170767,123
"2.5%",0.370312081221434,1.14724821050137,6.71443718507097,0.495017273179529,0.49305332515951,0.49653186062221,0,234.643899206217,90.1129726204027,124
"2.5%",1.14613760163382,0.365079493207939,1.98536671276768,0.381408504135432,0.379173249797301,0.382770298975065,0.46364074326628,197.461013930417,58.4640087841712,125
