"","estimates","estimate_lower","estimate_upper","pi_estimates","pi_lower","pi_upper","p_value","DIC_array","DIC_true_array"
"2.5%",2.59435401046668,0.152569705055637,0.895887521876217,0.143242921160404,0.142192533922307,0.144785313491514,0.0339197500465866,206.190309655896,70.0501442167369
"2.5%",1.88707102248137,0.260652566826191,1.05493797371402,0.191611202067203,0.189938792851439,0.192738587024934,0.00807697282358055,342.470390213726,92.6785075093045
"2.5%",1.74321546059191,0.255557981549874,1.22027047003745,0.162767757981342,0.16096402901089,0.163910339331672,0.0377269701190044,233.172473642594,62.8792844529234
"2.5%",1.94549210500076,0.236627992653071,1.06953034266885,0.182457001200333,0.180048141837513,0.183607001143722,0.0131250850114242,288.432166326268,76.9941343040834
"2.5%",2.07117431768061,0.232077728300166,0.958614826633992,0.189897110307725,0.188309331297126,0.19099388275161,0.0054483401749188,333.194016121771,98.6417274063533
"2.5%",1.55298941839774,0.315879797620701,1.35711050527157,0.395547302106869,0.393609019708341,0.396956901355982,0.023946075229504,275.31675528584,71.7334278115155
"2.5%",2.01284522527683,0.201986423891591,1.21039041666436,0.374037666804287,0.371451511774622,0.375395609165332,0.0449207124233975,182.413349812198,61.9212763947517
"2.5%",1.60644767630367,0.27615019034927,1.30048346162992,0.286339380605148,0.284944975422842,0.288207743258113,0.0366735346225042,258.577639116903,71.6222215587545
"2.5%",1.57754017435727,0.293136069829892,1.30112015412745,0.0560924784056945,0.0553707882906068,0.0590226530372575,0.0510782493665793,241.966178526004,63.806003347311
"2.5%",1.7379667391837,0.277014391186446,1.14722525043696,0.184129065535829,0.182769313014169,0.185406037310318,0.0166283431701553,298.065783418774,87.7745905672443
"2.5%",1.5118620463456,0.271091774854531,1.50856586436611,0.597641355190595,0.595819316926151,0.599110321626874,0.0898107739932446,195.25931998224,68.1062849901478
"2.5%",1.69152601501618,0.27337988927171,1.19935727649292,0.177763224458655,0.176644883701853,0.17923217455902,0.0247367680792254,269.763137686078,78.8551725173121
"2.5%",1.8424907951902,0.261042208474075,1.11592556025791,0.292379416517586,0.290281014698022,0.293698183196831,0.00996507034703065,297.783692639397,80.254961560006
