"","estimates","estimate_lower","estimate_upper","pi_estimates","pi_lower","pi_upper","p_value","DIC_array","DIC_true_array"
"2.5%",1.85600318925269,0.379103042253922,0.766842745042494,0.598484244847996,0.597834620464802,0.599200925134402,0,938.00357394972,290.619385878965
"2.5%",2.196498372338,0.295967552367985,0.654159714194425,0.576035502959582,0.57529500820696,0.576781702798788,0,877.287262905117,301.572006193367
"2.5%",1.04694114666837,0.613221292306426,1.47843254255664,0.493820240538526,0.492641798008698,0.495655353349615,0.202081006110769,713.109735642877,225.180260944046
"2.5%",1.61127081866966,0.398293438101046,0.959228507751083,0.525146410753548,0.523389579253392,0.526088760720531,0,759.386883333138,228.25258755497
"2.5%",1.79271915557292,0.367645680070157,0.782889445332777,0.51718332409722,0.516410391723874,0.517946710778193,0,1059.10251701153,318.793782976411
"2.5%",0.868999270450194,0.738033556147758,1.7536749529348,0.636997310182538,0.636357420546989,0.637846643130402,3.65092795950872e-06,746.809935412179,227.324168780145
"2.5%",1.10428619068576,0.625078834665622,1.24334935177306,0.472810029119503,0.472125844713458,0.474156769940679,0.000734775862182957,1000.40735938913,277.61126882028
"2.5%",1.21655933550506,0.515755775271,1.29264942834803,0.607266185009181,0.606416680323148,0.608552097931076,7.81825783180423e-06,623.690428586463,196.340819842804
"2.5%",1.14586630181741,0.527618185079493,1.40607123710782,0.612959658929637,0.612211414945569,0.613670224785615,0.00106762896331647,697.883100609683,211.418174832241
"2.5%",1.2532729374609,0.606538765535967,1.05559644699713,0.358355135305971,0.35775712938506,0.359117929477108,0,1521.98215962021,453.18910562848
"2.5%",1.29279007763947,0.559858118786252,1.08813648201986,0.557497453121292,0.556870065102143,0.558549953598923,3.99680288865056e-15,969.136174374124,278.809487185172
"2.5%",1.3379443043966,0.520404484855995,1.11710800252883,0.534183498981859,0.533300611494936,0.534920101359683,5.95079541199084e-14,895.076656025061,274.157791699751
"2.5%",1.0315677520412,0.667159175593232,1.38452855921647,0.536451453809061,0.535694610376876,0.53716045244863,0.26710122067008,961.254553879944,265.509270638113
"2.5%",1.32493623581255,0.54662334372518,1.05026204381161,0.394900170517314,0.394307370091178,0.395661634679342,0,1222.84098384182,348.30464217836
"2.5%",1.14730441229751,0.535376639757845,1.27265925650303,0.562552130232215,0.561475303593943,0.563919037251827,0.000304474884770922,658.483948149055,203.879232773846
"2.5%",2.59647952010391,0.285127530678869,0.548647480218767,0.4984424671637,0.4977331062979,0.499219520889586,0,1198.89315760709,415.766978797672
"2.5%",2.24187751358675,0.272840150307205,0.682996013221882,0.61486581038739,0.614250991995355,0.615903399472207,0,742.015416252215,250.073556484535
"2.5%",1.66514283006887,0.405197854387472,0.879300807147013,0.533408700819301,0.532170392329112,0.534094993260437,0,879.405947471921,255.770514323698
"2.5%",1.62491126883796,0.409340601586806,0.938977344604757,0.505295542815352,0.504436937856358,0.506905118438449,0,807.289282609728,236.851206905389
"2.5%",1.95154549619353,0.344355109064554,0.733049395965448,0.518156582168152,0.517474506109692,0.518932903945739,0,1118.11556925535,349.917296618721
"2.5%",1.49702347545654,0.417081629823993,0.992887579629764,0.356779299992478,0.355062195100512,0.359724517751945,2.22044604925031e-16,973.048317580959,275.08064380605
"2.5%",1.18427005689948,0.588917636474611,1.15267466297901,0.577989274879047,0.577118697377813,0.578652714637004,8.00382782273346e-09,944.207485766437,243.301119289476
"2.5%",1.59583762017075,0.411388641162651,0.904871586317967,0.574957885624714,0.574173476937892,0.575727558314474,0,828.015244190364,252.692915618779
"2.5%",1.4813217770803,0.433469034701167,1.01874992357265,0.567009379309368,0.566258938855159,0.568408382036065,4.44089209850063e-16,701.576795238325,205.202363409761
"2.5%",2.04418309717781,0.348394204811783,0.686617743109194,0.557778443070379,0.557141016405661,0.558745704814337,0,1000.93168401663,333.687211107821
"2.5%",1.24039902623876,0.489152830867458,1.30268413174914,0.604559498888143,0.603559459910344,0.606561958575484,5.96943189368204e-06,603.461137700882,192.140861698153
"2.5%",1.48025515712238,0.441131684183782,1.02180891119383,0.529739627919777,0.528807099078471,0.530626995653691,4.44089209850063e-16,812.262751466986,265.670067386523
