"","estimates","estimate_lower","estimate_upper","pi_estimates","pi_lower","pi_upper","p_value","DIC_array","DIC_true_array"
"2.5%",1.4960446865618,0.437086747719268,0.97625362885128,0.593674512218177,0.592963205497637,0.595145001406899,0,754.912011473808,232.392358254643
"2.5%",1.25560354436661,0.454340598990558,1.17615088229203,0.416118079309957,0.414405344874924,0.424563145955064,4.08547250452251e-06,722.021080960745,221.578337650381
"2.5%",1.01623595330343,0.641252953514651,1.55960967694199,0.541084689620871,0.539917977662914,0.545267259089095,0.618367992829511,686.104701501687,216.502815276376
"2.5%",0.710539763799432,0.910979275438196,2.28245520623121,0.498510215136888,0.497526923690821,0.500247503021823,0,744.195920203235,236.186566322984
"2.5%",1.00556964510303,0.643345213387736,1.55939017251381,0.542905139970585,0.54202117920428,0.546628455436069,0.864119367024487,700.057207172743,218.76639827327
"2.5%",1.11351956799748,0.570925488841582,1.3988269072643,0.613418560430893,0.612755452174229,0.6146456430896,0.0044915622489059,704.125177414452,210.199074903705
"2.5%",0.98271526290251,0.680202699028038,1.55565232374555,0.548751304624835,0.547958181790808,0.550647396011449,0.567729089354654,762.103581610907,245.16038337339
"2.5%",1.50180198598779,0.384165688189376,1.11755333086748,0.557797774092281,0.556470802460138,0.56157060573159,7.44115880024765e-12,506.416933582756,172.789628636098
"2.5%",1.11402806608708,0.598171310080351,1.41508104024426,0.58350322588211,0.582534196622042,0.586683372502464,0.00376433339033921,631.863152304675,193.805297635264
"2.5%",1.04351760644754,0.560222568460424,1.73155996889923,0.588267890050354,0.586911112381396,0.59025178735863,0.347448644924148,509.405405004419,172.855064493047
"2.5%",1.02816578073227,0.611012565979301,1.63004979076912,0.484838226311332,0.483242120804276,0.488555822596705,0.45683474934857,662.307958792289,218.17612734274
"2.5%",0.577903686072712,1.09657712548571,2.85476069253742,0.631371311194314,0.630572195154537,0.632472917480209,0,650.439169478339,266.057512781821
"2.5%",0.857770656848417,0.799006700468909,1.7408544122641,0.47641413868239,0.475425577638796,0.478262362447388,6.78303191392615e-10,754.79618392669,233.735793353349
"2.5%",0.884018376930469,0.687673708984989,1.91111238485782,0.507629457160321,0.505972091786079,0.509780483050975,0.000200221472828943,644.404304149796,201.520658390065
"2.5%",1.12222022320377,0.502348603936573,1.68088363943562,0.572593418257039,0.571205312062325,0.575020658507884,0.0332439081355043,462.542951204776,159.198039852382
"2.5%",0.854596554706061,0.66734728454712,1.74327742706395,0.674092279203035,0.673374813086111,0.676022020093229,2.49374131300328e-06,587.376119386564,193.385327404805
"2.5%",1.25287910139716,0.539847885967968,1.19801107030775,0.547805337209163,0.547067888427157,0.549670575777978,1.08046416258389e-09,748.286096767274,248.315446115196
"2.5%",0.844689799137892,0.713220072769639,1.92995208986213,0.597790123264481,0.596318543424282,0.600872958055167,6.2160954117374e-07,562.646163462122,222.302512036319
"2.5%",0.811079875790536,0.78835984468898,1.88918218878948,0.585477644610988,0.583954533769646,0.588137325994692,3.41948691584548e-14,655.386927196403,209.343058959993
"2.5%",0.817768679867359,0.779685862039485,1.96437581003104,0.655089606051416,0.654205746301897,0.655861800110467,5.16919840265473e-13,651.630970986839,201.127971071413
"2.5%",1.20472553525739,0.495302838369946,1.39066324179313,0.60318971006173,0.602182268668992,0.605008826997679,5.92610075940136e-05,589.237815368534,178.268473099796
"2.5%",1.31581163449114,0.532671555347684,1.08564207092776,0.473348026992032,0.472706395245754,0.474532053352584,1.4210854715202e-14,1014.34489522338,293.757356346623
"2.5%",0.654275423923654,1.02219453098272,2.36077880974276,0.482461883507476,0.480658273409459,0.48391575859682,0,801.600453730763,249.865312579261
"2.5%",1.00939247664877,0.640519808439931,1.39414705621911,0.44457465511676,0.443683359065268,0.446357815231558,0.756884507648148,905.549135880453,261.542773405377
"2.5%",0.968795443303413,0.687730709597248,1.52165837901289,0.480575796287369,0.479183130723209,0.482126597892801,0.272677219680184,788.725782220341,243.867968709842
"2.5%",1.3120961313078,0.439475863957436,1.20083583061469,0.565278465207665,0.563841676809115,0.566061497597733,7.41771928325363e-08,688.088259838861,220.828654888214
"2.5%",0.993132998994359,0.645261496127619,1.48293006967132,0.475797162121619,0.474958080611265,0.478963592401696,0.819892930765276,746.566799242467,231.635608191023
"2.5%",1.52121934805396,0.445748262253055,0.93959604690622,0.467248619167797,0.466401710933239,0.468994196846095,0,906.762276862192,266.068580155396
"2.5%",0.957184129247932,0.709821171797406,1.51995726366657,0.533408543350187,0.5323483241145,0.534090315632552,0.100579316782087,874.885236556643,255.794832054697
"2.5%",1.16455961938708,0.594252056445442,1.2167853379067,0.555651154000048,0.555021436658842,0.556664601312978,1.12631023441168e-06,896.072305235269,269.951781685233
"2.5%",1.03953098841805,0.634683574046188,1.49986228554301,0.535685673450441,0.534588114359906,0.540306640511409,0.240299801688782,650.843680348211,201.278598961284
