"","estimates","estimate_lower","estimate_upper","pi_estimates","pi_lower","pi_upper","p_value","DIC_array","DIC_true_array"
"2.5%",1.61348045266318,0.425360193208423,0.900075414226795,0.515887986200595,0.515255396802839,0.517078029249819,0,996.139424887873,344.603476323349
"2.5%",1.42825921271525,0.449493335399197,0.991629415420226,0.445816030586288,0.445062278160329,0.447264826249823,1.11022302462516e-15,920.36271511485,284.072525695605
"2.5%",1.26242461025502,0.489900192286653,1.23723428687921,0.496449497245424,0.494872583901553,0.498725357610393,1.51088273891986e-07,728.486227212001,221.923649334141
"2.5%",1.40439498109009,0.492976883461387,0.974430871629667,0.45420561971585,0.453547864742096,0.455000635810681,0,1066.48497123144,309.618363488898
"2.5%",1.43587316909014,0.510982713863842,0.991176737132561,0.497688385220975,0.497022340827136,0.498519841564274,0,1120.25714757787,395.446534848174
"2.5%",1.01959863606983,0.650668543821546,1.38114399089608,0.447854392164444,0.447056073447983,0.449559787057839,0.512858990879608,945.069605294127,288.964254095293
"2.5%",1.48509345337625,0.472191770650403,0.902511808656271,0.494214553826346,0.493443006272991,0.494920821675148,0,982.326299603977,284.381821709285
"2.5%",1.11402898426268,0.594786391041221,1.28481355763499,0.515348875896548,0.514630500680427,0.51616635002469,0.00109685340258947,976.886474781406,310.165971378791
"2.5%",1.52601192358308,0.442113641608773,0.946580374516962,0.554051078737911,0.553257674461322,0.554777613196154,0,848.517283663068,260.694411977356
"2.5%",1.59428784746408,0.437572736371311,0.87442797675972,0.476001163010665,0.475374245119924,0.476925121843071,0,1092.75647201181,314.528977378248
"2.5%",1.72922279022705,0.388002802225072,0.877312062962456,0.487265475983155,0.486389207920523,0.48840352117415,0,861.599153584079,257.568580333213
"2.5%",1.27297140682419,0.533154328013715,1.16688480090426,0.547293390537455,0.546292070361087,0.548259044475826,1.43488776416234e-10,734.56175713422,225.442975471161
"2.5%",1.5119048311715,0.440609250142149,0.906181232979345,0.453724107268449,0.45306675833429,0.454588953944005,0,1057.58860793022,310.50229254246
"2.5%",1.55817930762586,0.380873754046789,0.996279488286026,0.564261268347436,0.562750558374906,0.565093583794511,1.0458300891969e-13,675.316679799313,214.821598760886
"2.5%",1.50967818874158,0.470017499382115,0.966591350996667,0.491185014523415,0.490324992547995,0.492263633615512,0,916.802424491476,288.577126507891
"2.5%",1.54453064014758,0.401841154161485,0.971965400187691,0.563058011849918,0.561667997207512,0.563968937422492,8.43769498715119e-15,667.554180086781,213.366336540129
"2.5%",0.863354846889621,0.824624042443423,1.56389719824189,0.494441959720858,0.493684960194635,0.495118223653096,1.64250835155144e-11,985.915455712293,279.872483175857
"2.5%",1.99082563005978,0.325262750902957,0.75883167191007,0.464328129793225,0.463337274720486,0.466237229124269,0,880.195656196638,280.116092413092
"2.5%",1.7435628280267,0.392548833616217,0.843777965323031,0.466154848898757,0.46525035124941,0.468181825549883,0,897.163291059514,268.196124643406
"2.5%",1.58208141875121,0.426749888215748,0.926158169368983,0.537128534680448,0.536311697338948,0.53777724850612,0,997.697465027908,273.749856325237
"2.5%",1.98746320687636,0.355735900292592,0.709988173525399,0.495593925035108,0.494911602040759,0.496425401571621,0,1032.69167474045,295.78748430158
"2.5%",1.13478855705664,0.573264199552271,1.28412038740374,0.576321912518576,0.575332265844812,0.576951159264744,0.000239480367207889,868.006103821706,264.510536525838
"2.5%",1.26806200000799,0.576751704233747,1.10366386101182,0.557749896460107,0.557128137560361,0.558702005490594,1.37667655053519e-14,980.329945946035,306.691096081774
"2.5%",1.2880663559443,0.488352876559791,1.08518047950365,0.441989275963271,0.441058429504594,0.444587761435547,1.25447829901759e-09,878.437007008954,258.437891413032
"2.5%",1.83144223445489,0.378863560853138,0.7718302607787,0.492285530515042,0.491653174544197,0.493355269304899,0,943.83881791499,328.997515016193
"2.5%",1.58218654171642,0.409026624393807,0.919667632138529,0.512643627763732,0.511851400543583,0.513542792116152,0,913.22678495184,317.959732615871
"2.5%",1.54234293520153,0.437559255887736,0.950396472415756,0.408552902818938,0.40791043257701,0.410003336147374,0,1027.36646533576,274.319462618766
"2.5%",1.14342241830159,0.599813676562271,1.22069840212287,0.487391947823492,0.486567812540014,0.488284059893653,1.29811100220145e-05,856.554876527109,252.073116246345
"2.5%",1.62999888723497,0.425624196517939,0.854278115228721,0.557196809634444,0.55655710836186,0.558255854985094,0,956.180824952257,310.444330122146
"2.5%",1.25048226137889,0.507147098992514,1.16368466650684,0.508622733552255,0.507484144862354,0.509548472983735,1.63064437508353e-08,850.687331077776,246.333742247241
"2.5%",1.34584084011143,0.538080698021448,1.02353177256044,0.430433952807663,0.42973201690747,0.431581992443161,0,1023.18657118003,297.505874097929
