"","estimates","estimate_lower","estimate_upper","pi_estimates","pi_lower","pi_upper","p_value","DIC_array","DIC_true_array"
"2.5%",1.51629978827304,0.319125366222601,1.37810434351189,0.29238978604521,0.290979710922389,0.294073281292732,0.0354551553455333,306.262204777892,101.086873938378
"2.5%",1.18669699859851,0.395934126055056,1.79449871683995,0.283592097735861,0.280558849218671,0.284895520148073,0.28079728605087,248.34036131385,65.4175414680933
"2.5%",0.671177294913957,0.701335111925619,3.58369678244999,0.273028885863268,0.271389673427804,0.274644481796123,4.87441902370378e-05,219.456929398192,65.6210610426895
"2.5%",1.08660597664781,0.397556004836134,2.05749162697533,0.261694139576687,0.2603628651433,0.265578630627996,0.623970455858275,195.809358758524,56.5648519974059
"2.5%",1.24223049265845,0.285765073537605,2.07154865745587,0.588064187443213,0.5859586028956,0.589566472261386,0.365110678589787,130.146513318056,41.9647602908005
"2.5%",0.671875999337263,0.688028475974329,3.51466668274169,0.385594745178055,0.383365260887313,0.3869633589562,6.91020411331955e-05,217.566054948114,71.4818049189548
"2.5%",0.462168610016671,0.875834827566477,4.87991099033831,0.598677424597033,0.597148574418115,0.600116108252767,0,221.675973509883,69.8743939956475
"2.5%",0.9284097303636,0.504635560452771,2.43845135676137,0.169430601514272,0.168020768332044,0.170615547976469,0.559371217919057,247.202310328427,72.1007448222189
"2.5%",1.35236980313233,0.334864722232597,1.54854119916821,0.0427951546607495,0.042151976752529,0.0463473918360816,0.1308480721402,219.459615925613,54.464102565549
"2.5%",0.85354187863436,0.507350269986054,2.78528746676981,0.263721657333433,0.258624941316351,0.265220885341417,0.214052662914568,204.345223870052,59.5555396644545
"2.5%",0.833539132114846,0.546002639664034,2.91118028070471,0.383604179818419,0.380605653143791,0.38495170382318,0.135688220143661,203.183844846471,60.0683620315009
"2.5%",0.90993587964889,0.452277323965913,2.76693041334907,0.349820887904251,0.346993239627912,0.351621037086751,0.545882151773628,146.325470407477,51.171840159987
"2.5%",1.13832491154181,0.428649844628438,1.91072145079424,0.392786731932068,0.390839278666543,0.394211632651753,0.411210591120893,248.129752758298,75.0823402710828
"2.5%",0.694197387398125,0.545471631026205,3.66495137297671,0.479804109473408,0.478173449544854,0.482151473414514,0.00314964621964675,156.883187398836,60.1874897129117
"2.5%",1.01344405580847,0.468477412293851,1.98647449892437,0.0712171320436382,0.0702597244006453,0.0721525736280187,0.924949285958556,277.666694708215,72.1239056205113
"2.5%",0.535164423130779,0.879266955818088,4.00942355551183,0.289268761853611,0.286855397870389,0.290531228575661,0,293.830447599051,100.280938018429
"2.5%",1.39271365223799,0.31852517785566,1.59976947932534,0.390670096204341,0.388774059885835,0.392157665352572,0.106619840892012,232.254663770777,67.2560128418023
"2.5%",0.95328079062768,0.512164590092009,2.2405469440858,0.394087352389026,0.392363922899934,0.395607741067558,0.708058920485968,260.476892945067,70.4210965669234
"2.5%",1.54976286101669,0.193977695192487,1.68265557794574,0.577298297045876,0.575953276976366,0.580522175738336,0.247265976543195,105.459188570109,37.8961740239126
"2.5%",0.952399605847039,0.371540685540182,2.60580757272135,0.589579699725599,0.588257722833081,0.591419594252811,0.804821247365284,137.881571743648,45.0068100625345
"2.5%",0.766426665499199,0.515301565974527,3.34024901765968,0.363285100600379,0.361048650851917,0.365004265199628,0.0465200490826696,163.737000916551,52.0831098567266
"2.5%",0.769575031247088,0.600998923968506,2.81845153110852,0.163182323314602,0.161881997064205,0.164297720278372,0.0170165729084399,237.828635549988,68.5793730000957
"2.5%",1.85545111618277,0.22791789371804,1.15124562880645,0.275541275807704,0.274252234711061,0.278911610444945,0.0354582050434908,222.058297912157,69.0479023122372
"2.5%",0.599119557722544,0.662403173610408,4.70990897276983,0.58887493137587,0.586811477013178,0.590296725370542,3.17800142024538e-06,135.305354815409,48.7125717067174
"2.5%",0.662038001414307,0.585610738630885,4.18567294391585,0.58734901583536,0.585600522185693,0.589006725252762,0.00050678784071545,134.153748059452,51.9993719188705
"2.5%",0.807564163201179,0.481619599195931,3.21741955862367,0.207794177104865,0.206133003031478,0.209750012550209,0.139985292889397,141.815875176275,50.7807225975096
"2.5%",1.11768047023831,0.394432549875856,2.11156225832706,0.493335705112429,0.491890169571511,0.495289674032824,0.503671271141351,194.406016938722,52.397304600121
"2.5%",1.19401123486728,0.2871951026762,2.16778881155344,0.585342677781808,0.583987787466834,0.587460303479779,0.487891902932453,121.981840998288,40.1974342061334
