"","estimates","estimate_lower","estimate_upper","pi_estimates","pi_lower","pi_upper","p_value","DIC_array","DIC_true_array"
"2.5%",1.97048969886574,0.337298662039689,0.716640933378204,0.470468572649648,0.469759701083623,0.471847095428507,0,960.873530817192,281.382516741467
"2.5%",1.77432201495861,0.382510918950663,0.79212758014206,0.473389676868846,0.472741372607016,0.474531188801998,0,1016.27357373539,297.042035016592
"2.5%",1.90225343196624,0.383685091378346,0.739757618417725,0.436815885071084,0.436097778375036,0.437518360974107,0,1228.359479926,330.428040598745
"2.5%",2.29692954134798,0.303445106618357,0.627102029207105,0.599132904646512,0.598519636862422,0.599946415681324,0,1011.04594797797,307.998436288491
"2.5%",2.00487883108789,0.318467882969493,0.790960800970906,0.61560165638805,0.614917122753963,0.616317711156832,0,757.019143266425,226.748037053139
"2.5%",1.96826422006684,0.340526446505868,0.697534954739085,0.455400105505824,0.454773716905251,0.456285080833629,0,1119.12996238046,371.043350630255
"2.5%",1.60104718403189,0.447052873714146,0.855965186198581,0.375597151513295,0.374955942386643,0.376622579488333,0,1298.09976060353,378.027820429054
"2.5%",2.23063122267307,0.3173578205655,0.610035323479589,0.478751321166225,0.478056847861121,0.479484477047942,0,1288.74928199272,424.803453112254
"2.5%",2.03794245564686,0.267063008457967,0.781429755119824,0.561017108066315,0.55921116197941,0.561810218221593,4.44089209850063e-16,651.397445405893,204.643472076578
"2.5%",1.76941020227067,0.35678260484362,0.862621927743513,0.593728569158523,0.592939419569851,0.595227547514791,0,765.393288927917,223.913365905019
"2.5%",2.65485914220531,0.233322215973032,0.602629707601935,0.525531117433722,0.524141901903811,0.526566770025414,0,774.975259327777,253.483338933733
"2.5%",1.81922937049719,0.367758676843387,0.822788319544474,0.574268677361233,0.573058729051008,0.574954100485178,0,819.060027134734,245.830999689403
"2.5%",1.72110994993239,0.392732991961894,0.816174379929296,0.578316667192651,0.577462751696394,0.578980328241794,0,970.272361589842,277.721774066986
"2.5%",2.48005311188541,0.286197961325798,0.561015253629717,0.558838650332256,0.558204191022673,0.559732874534642,0,1097.07939164712,383.319124380528
"2.5%",2.40945870545889,0.286895525603087,0.586181491353159,0.496999441162819,0.496302515296737,0.49785128737839,0,1101.68933662834,387.47161513091
"2.5%",1.81719761627297,0.383412004396536,0.793423062108412,0.434889223545875,0.434120533405957,0.435629673493808,0,1146.83697831375,337.608785742082
"2.5%",2.57020300918656,0.264841756040351,0.532199599273126,0.496397454404506,0.495615772647018,0.497051184205412,0,1081.03531896339,355.191490486533
"2.5%",2.03654204964923,0.323388845982247,0.740156887409882,0.594527082582374,0.593883698595614,0.595287405053035,0,781.118773755204,253.515738254324
"2.5%",2.36991368229934,0.303442297516661,0.584474097299359,0.336253125061709,0.335523194719691,0.33695254613363,0,1427.40881220952,426.436383784763
"2.5%",2.01702626754481,0.325962914468734,0.716633243926522,0.516509766679603,0.515737146298371,0.517282060448893,0,1036.60642471898,302.508848421946
"2.5%",2.47577970679371,0.259613625456355,0.594755698450388,0.61747600476007,0.616460224140381,0.618117192477978,0,842.314944125125,254.396652324984
"2.5%",2.27049888139338,0.301482572966414,0.654087616605611,0.42936103574382,0.428562558120265,0.430554850048576,0,1026.21113864594,311.615025727274
"2.5%",1.8336180131275,0.374373457027074,0.76609701806663,0.373684697807945,0.372975059176241,0.374921282778052,0,1233.50368832819,321.705193224833
"2.5%",2.04149412320992,0.301888405841976,0.740310597024211,0.738871811005256,0.73833523811699,0.739604604962826,0,605.532298644607,205.853022598371
"2.5%",2.17996777391022,0.308762182109376,0.653612250277645,0.517759981629375,0.517092957863888,0.518599374783697,0,1095.40854295135,369.653677788686
"2.5%",2.06574078372085,0.324182700043115,0.719110633374055,0.551912887105613,0.551215379682509,0.553464739561069,0,819.461873431319,254.787104828015
"2.5%",1.07751439967912,0.644655472695387,1.39261182423672,0.424521831513848,0.42382535129471,0.426709110124935,0.0198822705843598,938.851174691437,265.153671884298
"2.5%",1.77920343483999,0.403224169630544,0.776384766077254,0.498036972561911,0.497348116643305,0.498852805509358,0,1151.87224976578,308.042266977126
"2.5%",1.83608381827282,0.344901183532541,0.781154096933083,0.578231960228425,0.577376381935323,0.578901027718185,0,967.136948671427,303.048726783048
"2.5%",2.36657348971987,0.239396858067785,0.665588775401906,0.659149258979176,0.658536493254621,0.659942472725493,0,841.39890683839,267.198069069988
"2.5%",2.26048736398162,0.281271400681609,0.633537745239258,0.516441919798052,0.515639883099195,0.517184553856269,0,1042.07851247658,339.930536538273
"2.5%",1.84873816557391,0.373011355994262,0.792817513105861,0.537282914952129,0.536459943114224,0.5379475376406,0,1008.5112633412,291.111131401656
