"","estimates","estimate_lower","estimate_upper","pi_estimates","pi_lower","pi_upper","p_value","DIC_array","DIC_true_array"
"2.5%",1.14533422151376,0.404977866827189,1.86726176256617,0.393089893159441,0.39126444912897,0.394549801026527,0.391015267730384,247.72693962616,67.4982110107398
"2.5%",1.43214695761291,0.338961079735895,1.34499574286032,0.0795668950035809,0.0785799484811013,0.0804758947802789,0.0520844972619967,312.432026322283,92.2459206858037
"2.5%",1.5668478656968,0.274155866362757,1.45726036471664,0.385155051141593,0.382880294317767,0.386521221126415,0.0635877490840668,210.510075079127,64.4258250499674
"2.5%",0.924561270928633,0.450108898743502,2.44797037036841,0.596402194106838,0.594123204211766,0.597708369435449,0.602950475653751,179.304345449395,56.1634341171454
"2.5%",0.642587234628177,0.7417975137792,3.64018360905212,0.166195664471358,0.164433907129291,0.167267236896063,2.25088716598876e-06,265.284262028626,103.162923536859
"2.5%",1.49902086139806,0.30733536076652,1.53559236824692,0.277210597257905,0.274078531531094,0.278594213057534,0.0552700544265863,228.349034976664,64.0402826955014
"2.5%",1.408193462816,0.37205857865013,1.24027140531986,0.0941901063189864,0.0933852351219222,0.0954900585354336,0.0259583692057603,400.798872640372,92.7091741285124
"2.5%",0.711618430015564,0.748392020499839,2.59415505208147,0.194215065807483,0.192901460823512,0.195368615193025,2.40532287580919e-05,505.522082207399,251.031922211259
"2.5%",1.51957755698167,0.271870298434226,1.62802854683179,0.490570425554957,0.488786606531266,0.492436734236162,0.100871048791968,181.891966651095,55.0025469985478
"2.5%",1.15596533468591,0.374571953683994,1.87718944518302,0.145114398990604,0.144019657146699,0.147237203157591,0.421129008434395,203.008567075972,59.6885226242955
"2.5%",0.836440887966481,0.375218223450152,3.38769213959283,0.695126826822309,0.693698132310171,0.69647728225477,0.349790804225603,116.800609272957,41.0435793674775
"2.5%",1.81302442860128,0.251963880290409,1.14341543905154,0.175852120463928,0.174247410268724,0.177015499760288,0.023900876707758,264.414825388684,73.0476968974642
"2.5%",1.57933138663095,0.24841366754628,1.43681595946678,0.487785745676002,0.486351926551561,0.489989304031865,0.0942078780330264,170.335444461468,56.1520456514829
"2.5%",1.15268494721106,0.465794398207051,1.53160986072102,1.36011739315045e-06,6.3944457093333e-08,1.16812302484386e-05,0.244659215293596,385.675771527859,84.4673191465204
"2.5%",1.52208391090447,0.275375456527356,1.51030632541736,0.37986781383662,0.378089525370646,0.381438708571709,0.0907273168535516,190.890122398743,55.3511839797567
"2.5%",1.25123268606195,0.342829193694673,1.77408162615,0.269639557614833,0.268073866663788,0.271613048489338,0.248775955988898,207.763335902353,57.428474252276
"2.5%",0.80425195138546,0.433100303219215,3.2815927542674,0.460974028492963,0.458968724094915,0.463964635050513,0.190775732070668,121.162187886226,46.6272961197947
"2.5%",0.788202786315108,0.665636134088552,2.46766085323625,0.192743144597614,0.191451804859885,0.193884670043905,0.00898851954027213,355.876352312965,104.404874908616
"2.5%",1.62865789552432,0.319261922545777,1.19425205988591,0.29720534405896,0.295223571120381,0.298596775774852,0.00929065158510856,357.892416813756,97.6726544467627
"2.5%",1.52328183008064,0.338223589676954,1.21338118491159,0.297567400481503,0.295791918467139,0.299014952765888,0.0145414487104674,356.852733157377,87.8642376073313
"2.5%",1.47164490759178,0.320350291731755,1.41306685286422,0.181634480015703,0.18038989351434,0.182884638219152,0.0489863700197537,281.586556530819,79.0594371374351
"2.5%",1.27637545649974,0.380369924844864,1.66131969780324,0.393005517915688,0.391037186161501,0.394409149812819,0.147400172385862,248.299224078839,67.174244187921
"2.5%",0.632632628969402,0.781426200149129,3.3345550716267,0.291852132710378,0.290390059832317,0.293339512987409,2.52311325166232e-08,335.160197915247,129.668164655044
"2.5%",1.2172334651859,0.408201296477689,1.59195370598059,0.191782580531803,0.19050318505378,0.193020190070211,0.187235584813896,357.836787918932,121.517801318334
"2.5%",1.21320591202262,0.299298907175249,2.62998452785855,0.565930771572376,0.56412825616132,0.568269063119184,0.463920118028252,88.6563768859863,35.3147545857472
"2.5%",1.02947010034782,0.378810830001952,2.48835606143651,0.479009524177665,0.476503496970768,0.481028726575244,0.877344922415392,146.363949685635,47.09184176942
"2.5%",1.83464651196156,0.253631421634844,1.19126114516735,0.393088739748091,0.3908647560495,0.394439485593962,0.0182033448374148,248.487783635519,70.7149129664631
"2.5%",0.666954078277859,0.650993813737277,3.48945951209369,0.493753175324401,0.491924549215166,0.495366805999619,5.36891261155859e-05,202.372776735027,57.5854058667959
"2.5%",1.02221455655774,0.441712779107409,2.27999875236963,0.380222198723556,0.37751754327076,0.381569542441329,0.886933674020631,195.759377540295,64.474490897804
"2.5%",2.08776773503596,0.230008753328717,0.971983118346698,0.19093543822946,0.189670703853523,0.19222496412962,0.00769514105672364,379.069379280633,163.019677254616
"2.5%",1.16672292209212,0.442393095488608,1.54736553745159,0.19629000126362,0.194948703309953,0.197460819130074,0.222773203353888,396.541931775034,108.075763179738
"2.5%",1.84099832698954,0.249904557581208,1.1412164407982,0.285944086136201,0.283099108284698,0.287249619938254,0.0210039574567611,263.182901827722,81.5814740590209
"2.5%",1.14989923787613,0.420325200249856,1.82385347109718,0.177672972349418,0.175721676611418,0.178763317375293,0.344148075946617,275.314019165107,84.6612245537851
"2.5%",1.169387178779,0.364433458818348,1.91748356137209,0.13255394057448,0.13136144831629,0.136633083450906,0.392451540356274,189.296520233817,58.7282282741766
"2.5%",1.12369931501187,0.382868141417965,1.90741871203283,0.155139430386134,0.153460547804412,0.15647417567756,0.491618704078668,218.966293187221,61.4248564895862
"2.5%",1.6439794164965,0.284536433993925,1.36026317153007,0.27443540771055,0.270972606025387,0.275733995250074,0.0327202278429128,221.653215832826,65.6578090755897
"2.5%",1.57265043558362,0.276532596379638,1.40449046086389,0.0329433485053013,0.0322028819263358,0.0367540138985258,0.0710969937831831,203.943734120037,59.771520877738
"2.5%",1.98969686433477,0.198218467886668,1.25464484724775,0.362309013531078,0.359558151309337,0.36394475845152,0.0564166155863579,159.992479520118,55.4727358233378
"2.5%",1.43962912041544,0.356339158755276,1.33771661132881,1.36011739315045e-06,6.3944457093333e-08,1.16812302484386e-05,0.0312084393553689,321.151972256512,73.9614561150679
"2.5%",1.67922102694951,0.338482347505509,1.02236476642574,0.0987854995873115,0.0977921890549938,0.0998619527943528,0.00145134512250134,544.511204160129,160.470529163046
"2.5%",1.81909158112142,0.263829447823107,1.05215021449782,0.190819164085701,0.189573812127601,0.192057477787931,0.0109763297302612,336.94388960338,90.5509280631956
"2.5%",2.63250643125968,0.175482316581904,0.748855971059606,0.0856160114576608,0.0845639387420886,0.0864977244212222,0.00630962080810349,386.282572995134,161.495744179632
"2.5%",1.01700409298285,0.418057405666869,2.35425220140922,0.376407730735984,0.373613742199868,0.377752064824843,0.915303901152005,185.424856135126,55.4310951606194
"2.5%",1.36914065672051,0.279396404798593,1.92608973251793,0.104799488288296,0.103464123520862,0.107892430868151,0.205495587780234,162.932280138009,49.8516893024298
"2.5%",1.60950003993611,0.299716623219756,1.18046475765654,0.189910377669207,0.188276636757471,0.190974183162756,0.0191815427845932,326.864420230027,90.3860555734963
"2.5%",1.03732213985008,0.378507862614872,2.50810741940306,0.473308443892044,0.471290770095418,0.475749637541138,0.846257418206047,135.322759948083,47.9931757114489
"2.5%",1.28056353252569,0.277979788994345,2.01187707377805,0.459408874813172,0.454199977206084,0.461889872138812,0.331676841822363,115.39237865378,40.8574868873491
"2.5%",1.24779812924396,0.38375785994895,1.75691219578329,0.276398252109277,0.275062019829419,0.27938302633429,0.223479848625735,224.409130915166,64.2188563027285
"2.5%",1.54184871231827,0.304916220711398,1.33771489076368,0.0605067342269943,0.059766758385053,0.0625446846230387,0.0612619873278779,257.265826109139,71.9315254108716
"2.5%",1.46184847871514,0.316049248088673,1.34165972937774,0.396277018579099,0.39436442885153,0.397663260267741,0.0468194408988725,317.550173224138,133.560820582158
"2.5%",1.11102317113041,0.391808809995504,2.13822620137046,0.262683940029448,0.261106381926764,0.265744742603757,0.545015453187208,192.803474729392,58.7341760643262
"2.5%",1.37135660086643,0.329318645559886,1.6444785800869,0.389775893860862,0.387899061846901,0.391247421488349,0.117423953030104,228.330965025441,61.0562372013976
"2.5%",0.702588004810164,0.681473700995934,3.04801504102256,0.284858501449241,0.281751039045278,0.286100376136611,0.000206256805396432,256.639288401375,72.537270394736
"2.5%",2.28028402728335,0.196152293571766,1.00357430267226,0.391713962265996,0.38995129448565,0.393193065578978,0.0174926540517726,243.749980468554,78.4590802672528
"2.5%",1.07553822593527,0.447792286551533,1.75362725476729,0.290221748984863,0.288915354039567,0.292127989706132,0.603639598632713,274.404490341221,70.3603503798441
"2.5%",2.08790375440286,0.22095940481827,1.06836030742943,0.285195771514844,0.28223560806841,0.286465141438186,0.0109690506511784,259.458598893524,74.9479799598594
"2.5%",1.74771439097711,0.301500718962101,1.07948781435201,0.194635881238931,0.193363026873225,0.195840713478124,0.00594164850826751,386.732541320988,123.797387658217
"2.5%",1.07474407082716,0.408682985833864,2.04375859881935,0.383057465317002,0.380863113536222,0.384545091931341,0.656879402276925,204.749135662523,61.6336528475521
"2.5%",1.12610426668675,0.418790612388411,1.79808722980305,0.285384972668334,0.284016425987048,0.287330515331749,0.44655585802248,255.284384777786,75.0556561623658
"2.5%",1.42301894634276,0.331807546683945,1.54336626842821,0.0478473381029824,0.046788207882301,0.0514771887941212,0.0917010341707136,228.784934949715,62.5672834506021
"2.5%",1.09015287967098,0.482504564384159,1.71251144750934,0.296597345807123,0.29470697589313,0.298005518862843,0.482607837510383,345.364074170852,93.4078835637733
"2.5%",1.76925578581313,0.300380979191821,1.01795422618143,0.198476380235501,0.197146227363082,0.199680431882595,0.00300318280691547,477.917255575767,148.759780643891
"2.5%",1.60365594485511,0.253790016795844,1.49003420355807,0.492231371380016,0.490523815377001,0.493896223433693,0.081915529940499,190.380097099541,53.2990912421208
"2.5%",1.75731688976925,0.247525279851882,1.31055295004749,0.271807216310231,0.268018761639618,0.273127405448567,0.0405852830253606,215.194828485259,62.5086705842922
"2.5%",1.71762317172634,0.260868176473282,1.35621984978793,0.383536963341133,0.381229688708232,0.384880963117541,0.0428255999276335,202.420203796257,59.8826921219974
"2.5%",2.84738834798481,0.159188207404061,0.761502367495733,0.498417007633967,0.496706559042932,0.499843874825397,0.00940120370561037,274.12714811067,92.867523167322
"2.5%",0.94893811363861,0.51329628296512,2.19618924767549,0.287379573757539,0.285779102546153,0.288745979121642,0.672041608601732,266.852368112132,76.2677723983288
"2.5%",0.837716801726624,0.464515961979431,3.15574995276221,0.480241121689422,0.478415525013755,0.482826973412534,0.24797150237597,152.117785308033,52.8886173699838
"2.5%",0.835421925195108,0.560255361168576,2.66936888691618,0.273846150969624,0.270242214709548,0.275185797503306,0.125424561714893,221.967534922127,66.6325391063569
"2.5%",1.54115527850725,0.322400272897666,1.29807426157923,0.0747841236311122,0.0739645163608162,0.0763733830081628,0.0342157383446458,295.273242545983,76.1265321756216
"2.5%",1.66177141568852,0.279089870163682,1.27262365223929,0.170243254501809,0.169061396805293,0.171494060223584,0.0353602146571612,247.526707212006,68.144393894264
"2.5%",1.75183254865415,0.215916212785063,1.38135746732545,0.369013694650307,0.365909098694014,0.370376319034026,0.0735506124401641,166.812483981639,52.509755007011
"2.5%",1.48230924650199,0.299801699806729,1.45820138937264,0.391059426211996,0.389144267062063,0.392496266324918,0.0735700634818703,238.070813068444,77.3290055872719
"2.5%",2.09358464375916,0.148512965698143,1.44010673889388,0.430632258476859,0.424376594661874,0.432547866270825,0.152881575130435,90.3256955440486,36.9840732438095
"2.5%",1.59639937347938,0.291556632480306,1.29005664491101,0.174580625450291,0.173257252063006,0.175710152503435,0.0344005046271882,262.641853962948,78.2199066569235
