"","estimates","estimate_lower","estimate_upper","pi_estimates","pi_lower","pi_upper","p_value","DIC_array","DIC_true_array"
"2.5%",1.02110421909058,0.619821620201383,1.66532134804497,0.178889951144818,0.178114756985991,0.180233792254381,0.689250284154303,660.82948292963,177.601644064696
"2.5%",1.17706097846714,0.487703894302942,1.49068112062385,0.276601079911334,0.275129304508134,0.279955169483683,0.0211316332776548,459.029041484705,128.298076067724
"2.5%",1.17221347968742,0.492237131387433,1.35347887159648,0.33202278911554,0.330808227615456,0.33331144469835,0.0217662495090123,490.487715830231,132.370696348663
"2.5%",0.706928097673282,0.822826907711132,2.5631165946003,0.223160196526424,0.220686752533926,0.224665661626461,4.44089209850063e-16,471.399620527197,149.539895548216
"2.5%",0.986745451519465,0.666080431485825,1.57711996984541,0.123774079840953,0.121783569206162,0.124463442243638,0.772140668061214,621.937945133512,153.184265196858
"2.5%",1.50201204785526,0.437405666648556,1.04050744009597,0.275701883814701,0.274712980595749,0.276600760137606,9.69920588289597e-10,779.402409409754,219.143200127368
"2.5%",0.898702270113655,0.727864363979708,1.66641451309182,0.137694169330675,0.136969170532549,0.138672452727742,0.00963657563149556,691.713124419572,180.982880379628
"2.5%",0.491197851026772,1.16300150024524,3.73259014679171,0.36730620797284,0.366322264205069,0.369102500085453,0,434.875124986159,141.08303245795
"2.5%",0.870150372304143,0.646098840988041,2.04407849743736,0.180619526487329,0.179448788841163,0.182239346047502,0.0084901670382389,496.995637191936,150.533661618546
"2.5%",0.843448546181527,0.616665979849719,2.52864839077224,0.516305531763848,0.514717638993003,0.518441056413964,0.00745854205448904,277.676910884022,91.5310680359317
"2.5%",0.787617255668421,0.753801703823348,2.13957020369766,0.385322901525451,0.384132413961938,0.386233950904624,2.84619707802136e-08,513.419667763473,135.744080383751
"2.5%",1.07923184130625,0.611519215039786,1.43284345874718,0.188795067408666,0.187900477705855,0.189606376165053,0.108010136265974,739.214451516203,212.922889954781
"2.5%",0.691279492884913,0.923838968802724,2.32637653176613,0.313475269990783,0.312560629842393,0.314376007242669,0,681.593638734929,173.278838049461
"2.5%",0.745820701257577,0.737634269861522,2.39709398456313,0.437020926769308,0.435885226618307,0.439514145243499,3.9564804765746e-09,341.726829165307,110.225031686375
"2.5%",0.643600201177843,0.971592049215668,2.59387053527611,0.262513977777452,0.26097692014166,0.263522856947424,0,623.753493780268,191.60264370833
"2.5%",0.787187928714736,0.858022006270636,1.83151459760143,0.148892381606308,0.14806725083257,0.149724962350725,9.26814180957081e-13,794.157173767335,218.564687731845
"2.5%",1.11155242297759,0.56772125800389,1.46686279084605,0.258901210743397,0.257494966240976,0.260000201389004,0.0619149093364093,589.651439994719,161.049461620322
"2.5%",1.3598685795399,0.484692895052749,1.17277693127819,0.271291207481619,0.270177869604038,0.272189342002359,9.55534833479987e-07,700.019216029229,199.789385405006
"2.5%",1.05292552544032,0.596925999493436,1.47106716173427,0.396329116787928,0.39528826112253,0.397315905837443,0.282941733063463,650.080160646466,183.750500698756
"2.5%",1.58840175083662,0.36673941865972,1.08337394164211,0.382293710696585,0.381326250154025,0.383870993713991,2.32593097670986e-07,494.066779093694,166.128610420317
"2.5%",1.39907642167558,0.447920894830781,1.16189022933599,0.386940574520267,0.38598718799012,0.38824207826552,3.39800947646296e-06,526.321582449658,190.048045608738
"2.5%",0.758151087025025,0.890980017686253,1.98726679799848,0.191766006417081,0.190940877492001,0.192583848118896,0,781.055414997683,217.572988124391
"2.5%",1.22316506974307,0.492622003102037,1.34118211050153,0.210613782917962,0.20943170306108,0.211741627010196,0.00202136031732714,589.018962044564,175.905767370706
"2.5%",0.585264850392094,0.933367410156649,3.05871534339233,0.269037509729753,0.267623991666758,0.271850286310849,0,451.767119271474,135.214606122284
"2.5%",0.815828701914192,0.72360926947304,2.2312752366179,0.367718220391676,0.36674695155446,0.369405659322774,2.42053992147717e-05,430.272005870865,126.973348514332
"2.5%",0.663933110257853,0.998407051535116,2.33772707988694,0.235863042897832,0.234885454897356,0.236682097846416,0,839.613110611882,229.379344875232
