metaanalysisid,Descr,Value
2586,-2 Log Likelihood,303.1
2586,AIC (smaller is better),315.1
2586,AICC (smaller is better),343.1
2586,BIC (smaller is better),316.9
2587,-2 Log Likelihood,213.4
2587,AIC (smaller is better),225.4
2587,AICC (smaller is better),253.4
2587,BIC (smaller is better),227.2
2588,-2 Log Likelihood,190.2
2588,AIC (smaller is better),202.2
2588,AICC (smaller is better),230.2
2588,BIC (smaller is better),204.0
2589,-2 Log Likelihood,207.7
2589,AIC (smaller is better),219.7
2589,AICC (smaller is better),247.7
2589,BIC (smaller is better),221.5
2590,-2 Log Likelihood,389.4
2590,AIC (smaller is better),401.4
2590,AICC (smaller is better),429.4
2590,BIC (smaller is better),403.2
2591,-2 Log Likelihood,276.9
2591,AIC (smaller is better),288.9
2591,AICC (smaller is better),316.9
2591,BIC (smaller is better),290.7
2593,-2 Log Likelihood,293.4
2593,AIC (smaller is better),305.4
2593,AICC (smaller is better),333.4
2593,BIC (smaller is better),307.2
2594,-2 Log Likelihood,191.5
2594,AIC (smaller is better),203.5
2594,AICC (smaller is better),231.5
2594,BIC (smaller is better),205.3
2595,-2 Log Likelihood,219.4
2595,AIC (smaller is better),231.4
2595,AICC (smaller is better),259.4
2595,BIC (smaller is better),233.2
2597,-2 Log Likelihood,420.8
2597,AIC (smaller is better),432.8
2597,AICC (smaller is better),460.8
2597,BIC (smaller is better),434.6
2598,-2 Log Likelihood,232E75
2598,AIC (smaller is better),232E75
2598,AICC (smaller is better),232E75
2598,BIC (smaller is better),232E75
2599,-2 Log Likelihood,170.6
2599,AIC (smaller is better),182.6
2599,AICC (smaller is better),210.6
2599,BIC (smaller is better),184.4
2600,-2 Log Likelihood,349.6
2600,AIC (smaller is better),361.6
2600,AICC (smaller is better),389.6
2600,BIC (smaller is better),363.4
2601,-2 Log Likelihood,181.5
2601,AIC (smaller is better),193.5
2601,AICC (smaller is better),221.5
2601,BIC (smaller is better),195.4
2602,-2 Log Likelihood,316.6
2602,AIC (smaller is better),328.6
2602,AICC (smaller is better),356.6
2602,BIC (smaller is better),330.4
2603,-2 Log Likelihood,221.9
2603,AIC (smaller is better),233.9
2603,AICC (smaller is better),261.9
2603,BIC (smaller is better),235.8
2604,-2 Log Likelihood,273.1
2604,AIC (smaller is better),285.1
2604,AICC (smaller is better),313.1
2604,BIC (smaller is better),286.9
2605,-2 Log Likelihood,298.1
2605,AIC (smaller is better),310.1
2605,AICC (smaller is better),338.1
2605,BIC (smaller is better),311.9
2606,-2 Log Likelihood,260.3
2606,AIC (smaller is better),272.3
2606,AICC (smaller is better),300.3
2606,BIC (smaller is better),274.1
2607,-2 Log Likelihood,166.7
2607,AIC (smaller is better),178.7
2607,AICC (smaller is better),206.7
2607,BIC (smaller is better),180.5
2608,-2 Log Likelihood,243.2
2608,AIC (smaller is better),255.2
2608,AICC (smaller is better),283.2
2608,BIC (smaller is better),257.0
2609,-2 Log Likelihood,231.7
2609,AIC (smaller is better),243.7
2609,AICC (smaller is better),271.7
2609,BIC (smaller is better),245.5
2610,-2 Log Likelihood,276.7
2610,AIC (smaller is better),288.7
2610,AICC (smaller is better),316.7
2610,BIC (smaller is better),290.5
2612,-2 Log Likelihood,251.8
2612,AIC (smaller is better),263.8
2612,AICC (smaller is better),291.8
2612,BIC (smaller is better),265.6
2614,-2 Log Likelihood,269.3
2614,AIC (smaller is better),281.3
2614,AICC (smaller is better),309.3
2614,BIC (smaller is better),283.1
2615,-2 Log Likelihood,259.2
2615,AIC (smaller is better),271.2
2615,AICC (smaller is better),299.2
2615,BIC (smaller is better),273.0
2616,-2 Log Likelihood,199.3
2616,AIC (smaller is better),211.3
2616,AICC (smaller is better),239.3
2616,BIC (smaller is better),213.1
2617,-2 Log Likelihood,296.4
2617,AIC (smaller is better),308.4
2617,AICC (smaller is better),336.4
2617,BIC (smaller is better),310.2
2618,-2 Log Likelihood,324.5
2618,AIC (smaller is better),336.5
2618,AICC (smaller is better),364.5
2618,BIC (smaller is better),338.4
2620,-2 Log Likelihood,265.7
2620,AIC (smaller is better),277.7
2620,AICC (smaller is better),305.7
2620,BIC (smaller is better),279.5
2621,-2 Log Likelihood,262.5
2621,AIC (smaller is better),274.5
2621,AICC (smaller is better),302.5
2621,BIC (smaller is better),276.4
2622,-2 Log Likelihood,261.1
2622,AIC (smaller is better),273.1
2622,AICC (smaller is better),301.1
2622,BIC (smaller is better),275.0
2623,-2 Log Likelihood,259.1
2623,AIC (smaller is better),271.1
2623,AICC (smaller is better),299.1
2623,BIC (smaller is better),272.9
2624,-2 Log Likelihood,380.7
2624,AIC (smaller is better),392.7
2624,AICC (smaller is better),420.7
2624,BIC (smaller is better),394.5
2625,-2 Log Likelihood,296.6
2625,AIC (smaller is better),308.6
2625,AICC (smaller is better),336.6
2625,BIC (smaller is better),310.4
2627,-2 Log Likelihood,320.9
2627,AIC (smaller is better),332.9
2627,AICC (smaller is better),360.9
2627,BIC (smaller is better),334.7
2628,-2 Log Likelihood,233.5
2628,AIC (smaller is better),245.5
2628,AICC (smaller is better),273.5
2628,BIC (smaller is better),247.3
2629,-2 Log Likelihood,204.4
2629,AIC (smaller is better),216.4
2629,AICC (smaller is better),244.4
2629,BIC (smaller is better),218.2
2630,-2 Log Likelihood,306.6
2630,AIC (smaller is better),318.6
2630,AICC (smaller is better),346.6
2630,BIC (smaller is better),320.4
2631,-2 Log Likelihood,311.4
2631,AIC (smaller is better),323.4
2631,AICC (smaller is better),351.4
2631,BIC (smaller is better),325.3
2632,-2 Log Likelihood,215.2
2632,AIC (smaller is better),227.2
2632,AICC (smaller is better),255.2
2632,BIC (smaller is better),229.0
2633,-2 Log Likelihood,108.5
2633,AIC (smaller is better),120.5
2633,AICC (smaller is better),148.5
2633,BIC (smaller is better),122.3
2634,-2 Log Likelihood,259.1
2634,AIC (smaller is better),271.1
2634,AICC (smaller is better),299.1
2634,BIC (smaller is better),272.9
2635,-2 Log Likelihood,331.3
2635,AIC (smaller is better),343.3
2635,AICC (smaller is better),371.3
2635,BIC (smaller is better),345.1
2636,-2 Log Likelihood,89.7
2636,AIC (smaller is better),101.7
2636,AICC (smaller is better),129.7
2636,BIC (smaller is better),103.5
2637,-2 Log Likelihood,333.9
2637,AIC (smaller is better),345.9
2637,AICC (smaller is better),373.9
2637,BIC (smaller is better),347.7
2638,-2 Log Likelihood,209.9
2638,AIC (smaller is better),221.9
2638,AICC (smaller is better),249.9
2638,BIC (smaller is better),223.7
2639,-2 Log Likelihood,336.5
2639,AIC (smaller is better),348.5
2639,AICC (smaller is better),376.5
2639,BIC (smaller is better),350.3
2640,-2 Log Likelihood,283.0
2640,AIC (smaller is better),295.0
2640,AICC (smaller is better),323.0
2640,BIC (smaller is better),296.8
2641,-2 Log Likelihood,247.5
2641,AIC (smaller is better),259.5
2641,AICC (smaller is better),287.5
2641,BIC (smaller is better),261.3
2642,-2 Log Likelihood,248.0
2642,AIC (smaller is better),260.0
2642,AICC (smaller is better),288.0
2642,BIC (smaller is better),261.8
2643,-2 Log Likelihood,181.4
2643,AIC (smaller is better),193.4
2643,AICC (smaller is better),221.4
2643,BIC (smaller is better),195.2
2644,-2 Log Likelihood,232E75
2644,AIC (smaller is better),232E75
2644,AICC (smaller is better),232E75
2644,BIC (smaller is better),232E75
2645,-2 Log Likelihood,288.2
2645,AIC (smaller is better),300.2
2645,AICC (smaller is better),328.2
2645,BIC (smaller is better),302.0
2646,-2 Log Likelihood,248.3
2646,AIC (smaller is better),260.3
2646,AICC (smaller is better),288.3
2646,BIC (smaller is better),262.1
2647,-2 Log Likelihood,164.3
2647,AIC (smaller is better),176.3
2647,AICC (smaller is better),204.3
2647,BIC (smaller is better),178.1
2648,-2 Log Likelihood,355.9
2648,AIC (smaller is better),367.9
2648,AICC (smaller is better),395.9
2648,BIC (smaller is better),369.7
2650,-2 Log Likelihood,189.2
2650,AIC (smaller is better),201.2
2650,AICC (smaller is better),229.2
2650,BIC (smaller is better),203.0
2651,-2 Log Likelihood,333.1
2651,AIC (smaller is better),345.1
2651,AICC (smaller is better),373.1
2651,BIC (smaller is better),346.9
2652,-2 Log Likelihood,230.1
2652,AIC (smaller is better),242.1
2652,AICC (smaller is better),270.1
2652,BIC (smaller is better),243.9
2653,-2 Log Likelihood,246.6
2653,AIC (smaller is better),258.6
2653,AICC (smaller is better),286.6
2653,BIC (smaller is better),260.4
2654,-2 Log Likelihood,232.5
2654,AIC (smaller is better),244.5
2654,AICC (smaller is better),272.5
2654,BIC (smaller is better),246.3
2655,-2 Log Likelihood,232E75
2655,AIC (smaller is better),232E75
2655,AICC (smaller is better),232E75
2655,BIC (smaller is better),232E75
2656,-2 Log Likelihood,158.8
2656,AIC (smaller is better),170.8
2656,AICC (smaller is better),198.8
2656,BIC (smaller is better),172.6
2657,-2 Log Likelihood,338.8
2657,AIC (smaller is better),350.8
2657,AICC (smaller is better),378.8
2657,BIC (smaller is better),352.6
2658,-2 Log Likelihood,262.7
2658,AIC (smaller is better),274.7
2658,AICC (smaller is better),302.7
2658,BIC (smaller is better),276.5
2659,-2 Log Likelihood,111.4
2659,AIC (smaller is better),123.4
2659,AICC (smaller is better),151.4
2659,BIC (smaller is better),125.2
2660,-2 Log Likelihood,165.5
2660,AIC (smaller is better),177.5
2660,AICC (smaller is better),205.5
2660,BIC (smaller is better),179.3
2661,-2 Log Likelihood,195.5
2661,AIC (smaller is better),207.5
2661,AICC (smaller is better),235.5
2661,BIC (smaller is better),209.3
2662,-2 Log Likelihood,278.1
2662,AIC (smaller is better),290.1
2662,AICC (smaller is better),318.1
2662,BIC (smaller is better),292.0
2663,-2 Log Likelihood,232.1
2663,AIC (smaller is better),244.1
2663,AICC (smaller is better),272.1
2663,BIC (smaller is better),245.9
2664,-2 Log Likelihood,188.9
2664,AIC (smaller is better),200.9
2664,AICC (smaller is better),228.9
2664,BIC (smaller is better),202.7
2665,-2 Log Likelihood,180.4
2665,AIC (smaller is better),192.4
2665,AICC (smaller is better),220.4
2665,BIC (smaller is better),194.3
2666,-2 Log Likelihood,246.3
2666,AIC (smaller is better),258.3
2666,AICC (smaller is better),286.3
2666,BIC (smaller is better),260.1
2667,-2 Log Likelihood,216.4
2667,AIC (smaller is better),228.4
2667,AICC (smaller is better),256.4
2667,BIC (smaller is better),230.3
2668,-2 Log Likelihood,195.4
2668,AIC (smaller is better),207.4
2668,AICC (smaller is better),235.4
2668,BIC (smaller is better),209.2
2669,-2 Log Likelihood,307.4
2669,AIC (smaller is better),319.4
2669,AICC (smaller is better),347.4
2669,BIC (smaller is better),321.2
2670,-2 Log Likelihood,296.4
2670,AIC (smaller is better),308.4
2670,AICC (smaller is better),336.4
2670,BIC (smaller is better),310.2
2671,-2 Log Likelihood,120.7
2671,AIC (smaller is better),132.7
2671,AICC (smaller is better),160.7
2671,BIC (smaller is better),134.5
2673,-2 Log Likelihood,368.7
2673,AIC (smaller is better),380.7
2673,AICC (smaller is better),408.7
2673,BIC (smaller is better),382.5
2674,-2 Log Likelihood,435.3
2674,AIC (smaller is better),447.3
2674,AICC (smaller is better),475.3
2674,BIC (smaller is better),449.1
2677,-2 Log Likelihood,409.7
2677,AIC (smaller is better),421.7
2677,AICC (smaller is better),449.7
2677,BIC (smaller is better),423.5
2678,-2 Log Likelihood,280.9
2678,AIC (smaller is better),292.9
2678,AICC (smaller is better),320.9
2678,BIC (smaller is better),294.7
2679,-2 Log Likelihood,235.8
2679,AIC (smaller is better),247.8
2679,AICC (smaller is better),275.8
2679,BIC (smaller is better),249.6
2681,-2 Log Likelihood,188.2
2681,AIC (smaller is better),200.2
2681,AICC (smaller is better),228.2
2681,BIC (smaller is better),202.0
2682,-2 Log Likelihood,279.4
2682,AIC (smaller is better),291.4
2682,AICC (smaller is better),319.4
2682,BIC (smaller is better),293.2
2683,-2 Log Likelihood,278.1
2683,AIC (smaller is better),290.1
2683,AICC (smaller is better),318.1
2683,BIC (smaller is better),291.9
2684,-2 Log Likelihood,158.8
2684,AIC (smaller is better),170.8
2684,AICC (smaller is better),198.8
2684,BIC (smaller is better),172.7
2685,-2 Log Likelihood,194.9
2685,AIC (smaller is better),206.9
2685,AICC (smaller is better),234.9
2685,BIC (smaller is better),208.7
2686,-2 Log Likelihood,336.8
2686,AIC (smaller is better),348.8
2686,AICC (smaller is better),376.8
2686,BIC (smaller is better),350.6
2687,-2 Log Likelihood,155.6
2687,AIC (smaller is better),167.6
2687,AICC (smaller is better),195.6
2687,BIC (smaller is better),169.4
2688,-2 Log Likelihood,322.1
2688,AIC (smaller is better),334.1
2688,AICC (smaller is better),362.1
2688,BIC (smaller is better),336.0
2689,-2 Log Likelihood,212.0
2689,AIC (smaller is better),224.0
2689,AICC (smaller is better),252.0
2689,BIC (smaller is better),225.8
2690,-2 Log Likelihood,232E75
2690,AIC (smaller is better),232E75
2690,AICC (smaller is better),232E75
2690,BIC (smaller is better),232E75
2691,-2 Log Likelihood,197.6
2691,AIC (smaller is better),209.6
2691,AICC (smaller is better),237.6
2691,BIC (smaller is better),211.4
2692,-2 Log Likelihood,319.4
2692,AIC (smaller is better),331.4
2692,AICC (smaller is better),359.4
2692,BIC (smaller is better),333.2
2693,-2 Log Likelihood,307.5
2693,AIC (smaller is better),319.5
2693,AICC (smaller is better),347.5
2693,BIC (smaller is better),321.3
2694,-2 Log Likelihood,216.4
2694,AIC (smaller is better),228.4
2694,AICC (smaller is better),256.4
2694,BIC (smaller is better),230.2
2695,-2 Log Likelihood,261.9
2695,AIC (smaller is better),273.9
2695,AICC (smaller is better),301.9
2695,BIC (smaller is better),275.7
2696,-2 Log Likelihood,255.4
2696,AIC (smaller is better),267.4
2696,AICC (smaller is better),295.4
2696,BIC (smaller is better),269.2
2697,-2 Log Likelihood,361.3
2697,AIC (smaller is better),373.3
2697,AICC (smaller is better),401.3
2697,BIC (smaller is better),375.2
2698,-2 Log Likelihood,234.5
2698,AIC (smaller is better),246.5
2698,AICC (smaller is better),274.5
2698,BIC (smaller is better),248.4
2699,-2 Log Likelihood,201.7
2699,AIC (smaller is better),213.7
2699,AICC (smaller is better),241.7
2699,BIC (smaller is better),215.5
2700,-2 Log Likelihood,167.1
2700,AIC (smaller is better),179.1
2700,AICC (smaller is better),207.1
2700,BIC (smaller is better),180.9
2701,-2 Log Likelihood,173.9
2701,AIC (smaller is better),185.9
2701,AICC (smaller is better),213.9
2701,BIC (smaller is better),187.7
2702,-2 Log Likelihood,295.4
2702,AIC (smaller is better),307.4
2702,AICC (smaller is better),335.4
2702,BIC (smaller is better),309.2
2703,-2 Log Likelihood,269.2
2703,AIC (smaller is better),281.2
2703,AICC (smaller is better),309.2
2703,BIC (smaller is better),283.0
2704,-2 Log Likelihood,224.7
2704,AIC (smaller is better),236.7
2704,AICC (smaller is better),264.7
2704,BIC (smaller is better),238.5
2705,-2 Log Likelihood,295.4
2705,AIC (smaller is better),307.4
2705,AICC (smaller is better),335.4
2705,BIC (smaller is better),309.2
2706,-2 Log Likelihood,284.4
2706,AIC (smaller is better),296.4
2706,AICC (smaller is better),324.4
2706,BIC (smaller is better),298.2
2707,-2 Log Likelihood,252.9
2707,AIC (smaller is better),264.9
2707,AICC (smaller is better),292.9
2707,BIC (smaller is better),266.7
2708,-2 Log Likelihood,326.7
2708,AIC (smaller is better),338.7
2708,AICC (smaller is better),366.7
2708,BIC (smaller is better),340.5
2710,-2 Log Likelihood,180.2
2710,AIC (smaller is better),192.2
2710,AICC (smaller is better),220.2
2710,BIC (smaller is better),194.0
2711,-2 Log Likelihood,355.4
2711,AIC (smaller is better),367.4
2711,AICC (smaller is better),395.4
2711,BIC (smaller is better),369.2
2712,-2 Log Likelihood,311.5
2712,AIC (smaller is better),323.5
2712,AICC (smaller is better),351.5
2712,BIC (smaller is better),325.3
2713,-2 Log Likelihood,231.5
2713,AIC (smaller is better),243.5
2713,AICC (smaller is better),271.5
2713,BIC (smaller is better),245.3
2714,-2 Log Likelihood,277.9
2714,AIC (smaller is better),289.9
2714,AICC (smaller is better),317.9
2714,BIC (smaller is better),291.7
2715,-2 Log Likelihood,223.3
2715,AIC (smaller is better),235.3
2715,AICC (smaller is better),263.3
2715,BIC (smaller is better),237.1
2716,-2 Log Likelihood,178.2
2716,AIC (smaller is better),190.2
2716,AICC (smaller is better),218.2
2716,BIC (smaller is better),192.0
2717,-2 Log Likelihood,236.7
2717,AIC (smaller is better),248.7
2717,AICC (smaller is better),276.7
2717,BIC (smaller is better),250.5
2718,-2 Log Likelihood,321.3
2718,AIC (smaller is better),333.3
2718,AICC (smaller is better),361.3
2718,BIC (smaller is better),335.1
2719,-2 Log Likelihood,367.7
2719,AIC (smaller is better),379.7
2719,AICC (smaller is better),407.7
2719,BIC (smaller is better),381.5
2720,-2 Log Likelihood,387.7
2720,AIC (smaller is better),399.7
2720,AICC (smaller is better),427.7
2720,BIC (smaller is better),401.6
2721,-2 Log Likelihood,274.8
2721,AIC (smaller is better),286.8
2721,AICC (smaller is better),314.8
2721,BIC (smaller is better),288.6
2723,-2 Log Likelihood,240.2
2723,AIC (smaller is better),252.2
2723,AICC (smaller is better),280.2
2723,BIC (smaller is better),254.1
2724,-2 Log Likelihood,348.9
2724,AIC (smaller is better),360.9
2724,AICC (smaller is better),388.9
2724,BIC (smaller is better),362.8
2725,-2 Log Likelihood,320.5
2725,AIC (smaller is better),332.5
2725,AICC (smaller is better),360.5
2725,BIC (smaller is better),334.3
2726,-2 Log Likelihood,189.1
2726,AIC (smaller is better),201.1
2726,AICC (smaller is better),229.1
2726,BIC (smaller is better),203.0
2728,-2 Log Likelihood,178.2
2728,AIC (smaller is better),190.2
2728,AICC (smaller is better),218.2
2728,BIC (smaller is better),192.0
2729,-2 Log Likelihood,248.1
2729,AIC (smaller is better),260.1
2729,AICC (smaller is better),288.1
2729,BIC (smaller is better),261.9
2730,-2 Log Likelihood,198.6
2730,AIC (smaller is better),210.6
2730,AICC (smaller is better),238.6
2730,BIC (smaller is better),212.4
2731,-2 Log Likelihood,249.6
2731,AIC (smaller is better),261.6
2731,AICC (smaller is better),289.6
2731,BIC (smaller is better),263.4
2732,-2 Log Likelihood,213.7
2732,AIC (smaller is better),225.7
2732,AICC (smaller is better),253.7
2732,BIC (smaller is better),227.6
2733,-2 Log Likelihood,369.4
2733,AIC (smaller is better),381.4
2733,AICC (smaller is better),409.4
2733,BIC (smaller is better),383.2
2734,-2 Log Likelihood,337.9
2734,AIC (smaller is better),349.9
2734,AICC (smaller is better),377.9
2734,BIC (smaller is better),351.7
2735,-2 Log Likelihood,312.4
2735,AIC (smaller is better),324.4
2735,AICC (smaller is better),352.4
2735,BIC (smaller is better),326.2
2737,-2 Log Likelihood,290.0
2737,AIC (smaller is better),302.0
2737,AICC (smaller is better),330.0
2737,BIC (smaller is better),303.8
2739,-2 Log Likelihood,293.2
2739,AIC (smaller is better),305.2
2739,AICC (smaller is better),333.2
2739,BIC (smaller is better),307.1
2740,-2 Log Likelihood,322.5
2740,AIC (smaller is better),334.5
2740,AICC (smaller is better),362.5
2740,BIC (smaller is better),336.3
2741,-2 Log Likelihood,191.4
2741,AIC (smaller is better),203.4
2741,AICC (smaller is better),231.4
2741,BIC (smaller is better),205.2
2743,-2 Log Likelihood,318.1
2743,AIC (smaller is better),330.1
2743,AICC (smaller is better),358.1
2743,BIC (smaller is better),331.9
2744,-2 Log Likelihood,339.6
2744,AIC (smaller is better),351.6
2744,AICC (smaller is better),379.6
2744,BIC (smaller is better),353.4
2745,-2 Log Likelihood,193.0
2745,AIC (smaller is better),205.0
2745,AICC (smaller is better),233.0
2745,BIC (smaller is better),206.8
2746,-2 Log Likelihood,304.4
2746,AIC (smaller is better),316.4
2746,AICC (smaller is better),344.4
2746,BIC (smaller is better),318.2
2747,-2 Log Likelihood,70.4
2747,AIC (smaller is better),82.4
2747,AICC (smaller is better),110.4
2747,BIC (smaller is better),84.2
2748,-2 Log Likelihood,295.8
2748,AIC (smaller is better),307.8
2748,AICC (smaller is better),335.8
2748,BIC (smaller is better),309.6
2749,-2 Log Likelihood,250.9
2749,AIC (smaller is better),262.9
2749,AICC (smaller is better),290.9
2749,BIC (smaller is better),264.7
2750,-2 Log Likelihood,251.7
2750,AIC (smaller is better),263.7
2750,AICC (smaller is better),291.7
2750,BIC (smaller is better),265.5
2751,-2 Log Likelihood,232.1
2751,AIC (smaller is better),244.1
2751,AICC (smaller is better),272.1
2751,BIC (smaller is better),245.9
2752,-2 Log Likelihood,240.1
2752,AIC (smaller is better),252.1
2752,AICC (smaller is better),280.1
2752,BIC (smaller is better),254.0
2755,-2 Log Likelihood,289.8
2755,AIC (smaller is better),301.8
2755,AICC (smaller is better),329.8
2755,BIC (smaller is better),303.6
2756,-2 Log Likelihood,224.2
2756,AIC (smaller is better),236.2
2756,AICC (smaller is better),264.2
2756,BIC (smaller is better),238.0
2757,-2 Log Likelihood,275.0
2757,AIC (smaller is better),287.0
2757,AICC (smaller is better),315.0
2757,BIC (smaller is better),288.8
2758,-2 Log Likelihood,213.8
2758,AIC (smaller is better),225.8
2758,AICC (smaller is better),253.8
2758,BIC (smaller is better),227.6
2759,-2 Log Likelihood,244.0
2759,AIC (smaller is better),256.0
2759,AICC (smaller is better),284.0
2759,BIC (smaller is better),257.8
2760,-2 Log Likelihood,332.8
2760,AIC (smaller is better),344.8
2760,AICC (smaller is better),372.8
2760,BIC (smaller is better),346.6
2761,-2 Log Likelihood,203.1
2761,AIC (smaller is better),215.1
2761,AICC (smaller is better),243.1
2761,BIC (smaller is better),216.9
2762,-2 Log Likelihood,202.7
2762,AIC (smaller is better),214.7
2762,AICC (smaller is better),242.7
2762,BIC (smaller is better),216.5
2763,-2 Log Likelihood,253.5
2763,AIC (smaller is better),265.5
2763,AICC (smaller is better),293.5
2763,BIC (smaller is better),267.3
2765,-2 Log Likelihood,302.9
2765,AIC (smaller is better),314.9
2765,AICC (smaller is better),342.9
2765,BIC (smaller is better),316.7
2766,-2 Log Likelihood,181.1
2766,AIC (smaller is better),193.1
2766,AICC (smaller is better),221.1
2766,BIC (smaller is better),195.0
2767,-2 Log Likelihood,169.6
2767,AIC (smaller is better),181.6
2767,AICC (smaller is better),209.6
2767,BIC (smaller is better),183.5
2768,-2 Log Likelihood,437.1
2768,AIC (smaller is better),449.1
2768,AICC (smaller is better),477.1
2768,BIC (smaller is better),450.9
2769,-2 Log Likelihood,366.4
2769,AIC (smaller is better),378.4
2769,AICC (smaller is better),406.4
2769,BIC (smaller is better),380.2
2772,-2 Log Likelihood,288.4
2772,AIC (smaller is better),300.4
2772,AICC (smaller is better),328.4
2772,BIC (smaller is better),302.2
2773,-2 Log Likelihood,278.5
2773,AIC (smaller is better),290.5
2773,AICC (smaller is better),318.5
2773,BIC (smaller is better),292.3
2774,-2 Log Likelihood,184.8
2774,AIC (smaller is better),196.8
2774,AICC (smaller is better),224.8
2774,BIC (smaller is better),198.6
2775,-2 Log Likelihood,160.6
2775,AIC (smaller is better),172.6
2775,AICC (smaller is better),200.6
2775,BIC (smaller is better),174.4
2776,-2 Log Likelihood,284.4
2776,AIC (smaller is better),296.4
2776,AICC (smaller is better),324.4
2776,BIC (smaller is better),298.2
2777,-2 Log Likelihood,112.6
2777,AIC (smaller is better),124.6
2777,AICC (smaller is better),152.6
2777,BIC (smaller is better),126.4
2778,-2 Log Likelihood,203.3
2778,AIC (smaller is better),215.3
2778,AICC (smaller is better),243.3
2778,BIC (smaller is better),217.1
2779,-2 Log Likelihood,348.0
2779,AIC (smaller is better),360.0
2779,AICC (smaller is better),388.0
2779,BIC (smaller is better),361.8
2780,-2 Log Likelihood,360.8
2780,AIC (smaller is better),372.8
2780,AICC (smaller is better),400.8
2780,BIC (smaller is better),374.6
2782,-2 Log Likelihood,232.5
2782,AIC (smaller is better),244.5
2782,AICC (smaller is better),272.5
2782,BIC (smaller is better),246.3
2783,-2 Log Likelihood,216.0
2783,AIC (smaller is better),228.0
2783,AICC (smaller is better),256.0
2783,BIC (smaller is better),229.8
2784,-2 Log Likelihood,197.5
2784,AIC (smaller is better),209.5
2784,AICC (smaller is better),237.5
2784,BIC (smaller is better),211.3
2785,-2 Log Likelihood,143.3
2785,AIC (smaller is better),155.3
2785,AICC (smaller is better),183.3
2785,BIC (smaller is better),157.1
2787,-2 Log Likelihood,281.8
2787,AIC (smaller is better),293.8
2787,AICC (smaller is better),321.8
2787,BIC (smaller is better),295.6
2788,-2 Log Likelihood,250.4
2788,AIC (smaller is better),262.4
2788,AICC (smaller is better),290.4
2788,BIC (smaller is better),264.3
2789,-2 Log Likelihood,256.1
2789,AIC (smaller is better),268.1
2789,AICC (smaller is better),296.1
2789,BIC (smaller is better),269.9
2791,-2 Log Likelihood,306.2
2791,AIC (smaller is better),318.2
2791,AICC (smaller is better),346.2
2791,BIC (smaller is better),320.0
2792,-2 Log Likelihood,317.9
2792,AIC (smaller is better),329.9
2792,AICC (smaller is better),357.9
2792,BIC (smaller is better),331.7
2794,-2 Log Likelihood,351.1
2794,AIC (smaller is better),363.1
2794,AICC (smaller is better),391.1
2794,BIC (smaller is better),364.9
2795,-2 Log Likelihood,233.6
2795,AIC (smaller is better),245.6
2795,AICC (smaller is better),273.6
2795,BIC (smaller is better),247.4
2796,-2 Log Likelihood,289.7
2796,AIC (smaller is better),301.7
2796,AICC (smaller is better),329.7
2796,BIC (smaller is better),303.5
2797,-2 Log Likelihood,278.7
2797,AIC (smaller is better),290.7
2797,AICC (smaller is better),318.7
2797,BIC (smaller is better),292.5
2798,-2 Log Likelihood,276.3
2798,AIC (smaller is better),288.3
2798,AICC (smaller is better),316.3
2798,BIC (smaller is better),290.1
2799,-2 Log Likelihood,357.4
2799,AIC (smaller is better),369.4
2799,AICC (smaller is better),397.4
2799,BIC (smaller is better),371.2
2800,-2 Log Likelihood,245.1
2800,AIC (smaller is better),257.1
2800,AICC (smaller is better),285.1
2800,BIC (smaller is better),258.9
2801,-2 Log Likelihood,232E75
2801,AIC (smaller is better),232E75
2801,AICC (smaller is better),232E75
2801,BIC (smaller is better),232E75
2802,-2 Log Likelihood,289.4
2802,AIC (smaller is better),301.4
2802,AICC (smaller is better),329.4
2802,BIC (smaller is better),303.2
2804,-2 Log Likelihood,244.8
2804,AIC (smaller is better),256.8
2804,AICC (smaller is better),284.8
2804,BIC (smaller is better),258.7
2805,-2 Log Likelihood,238.6
2805,AIC (smaller is better),250.6
2805,AICC (smaller is better),278.6
2805,BIC (smaller is better),252.4
2806,-2 Log Likelihood,414.2
2806,AIC (smaller is better),426.2
2806,AICC (smaller is better),454.2
2806,BIC (smaller is better),428.0
2807,-2 Log Likelihood,254.2
2807,AIC (smaller is better),266.2
2807,AICC (smaller is better),294.2
2807,BIC (smaller is better),268.0
2808,-2 Log Likelihood,393.5
2808,AIC (smaller is better),405.5
2808,AICC (smaller is better),433.5
2808,BIC (smaller is better),407.4
2809,-2 Log Likelihood,318.2
2809,AIC (smaller is better),330.2
2809,AICC (smaller is better),358.2
2809,BIC (smaller is better),332.0
2810,-2 Log Likelihood,238.8
2810,AIC (smaller is better),250.8
2810,AICC (smaller is better),278.8
2810,BIC (smaller is better),252.6
2811,-2 Log Likelihood,408.0
2811,AIC (smaller is better),420.0
2811,AICC (smaller is better),448.0
2811,BIC (smaller is better),421.8
2812,-2 Log Likelihood,352.9
2812,AIC (smaller is better),364.9
2812,AICC (smaller is better),392.9
2812,BIC (smaller is better),366.7
2813,-2 Log Likelihood,365.4
2813,AIC (smaller is better),377.4
2813,AICC (smaller is better),405.4
2813,BIC (smaller is better),379.3
2814,-2 Log Likelihood,240.7
2814,AIC (smaller is better),252.7
2814,AICC (smaller is better),280.7
2814,BIC (smaller is better),254.5
2815,-2 Log Likelihood,211.2
2815,AIC (smaller is better),223.2
