metaanalysisid,Parameter,Estimate,StandardError,DF,tValue,Probt,Alpha,Lower,Upper,Gradient
24363,sig2,0.4645,0.6397,1000,0.73,0.4680,0.05,-0.7909,1.7198,-0.00018
24363,fz,4.8530,,1000,,,0.05,,,-0.00015
24396,logitpi,-12.7682,10.4033,1000,-1.23,0.2200,0.05,-33.1831,7.6466,0.000011
24396,beta1,-3.8442,0.2096,1000,-18.34,<.0001,0.05,-4.2555,-3.4330,-0.01089
24396,sig1,-0.7436,,1000,,,0.05,,,-0.00293
24396,beta2,-4.1500,0.2846,1000,-14.58,<.0001,0.05,-4.7085,-3.5915,-0.00894
24396,sig2,0.08387,,1000,,,0.05,,,-0.00990
24396,fz,5.9555,,1000,,,0.05,,,-0.00002
24400,logitpi,-9.9759,50.8671,1000,-0.20,0.8446,0.05,-109.79,89.8426,0.000169
24400,beta1,-3.6016,0.2991,1000,-12.04,<.0001,0.05,-4.1886,-3.0146,-0.00005
24400,sig1,-1.3642,1.4731,1000,-0.93,0.3546,0.05,-4.2550,1.5265,8.831E-6
24400,beta2,-3.7212,0.5800,1000,-6.42,<.0001,0.05,-4.8595,-2.5830,0.000050
24400,sig2,0.2167,0.3892,1000,0.56,0.5778,0.05,-0.5471,0.9805,0.000150
24400,fz,5.1981,17.8790,1000,0.29,0.7713,0.05,-29.8865,40.2827,-0.00006
24402,logitpi,-13.9944,380.84,1000,-0.04,0.9707,0.05,-761.33,733.34,0.000011
24402,beta1,-3.7280,0.2377,1000,-15.68,<.0001,0.05,-4.1945,-3.2615,0.005620
24402,sig1,-2.4885,,1000,,,0.05,,,-0.01800
24402,beta2,-3.7719,0.2329,1000,-16.20,<.0001,0.05,-4.2289,-3.3149,0.008541
24402,sig2,-2.8490,,1000,,,0.05,,,-0.01794
24402,fz,7.9050,,1000,,,0.05,,,-0.00001
24404,logitpi,-12.5166,,1000,,,0.05,,,-2.31E-7
24404,beta1,-3.7683,0.3905,1000,-9.65,<.0001,0.05,-4.5346,-3.0020,-0.00006
24404,sig1,-0.3115,0.5189,1000,-0.60,0.5484,0.05,-1.3298,0.7067,-0.00006
24404,beta2,-4.2929,0.4866,1000,-8.82,<.0001,0.05,-5.2477,-3.3380,-0.00009
24404,sig2,-0.9949,1.8573,1000,-0.54,0.5923,0.05,-4.6395,2.6498,-0.00006
24404,fz,-4.7153,28.0600,1000,-0.17,0.8666,0.05,-59.7786,50.3480,0.000061
24464,logitpi,-1.7840,1.0111,1000,-1.76,0.0780,0.05,-3.7681,0.2001,0.000044
24464,beta1,-3.3574,0.3206,1000,-10.47,<.0001,0.05,-3.9866,-2.7282,0.000027
24464,sig1,-2.0454,4.1221,1000,-0.50,0.6199,0.05,-10.1344,6.0436,-0.00010
24464,beta2,-2.9498,0.2746,1000,-10.74,<.0001,0.05,-3.4887,-2.4109,-0.00016
24464,sig2,-2.0816,3.8915,1000,-0.53,0.5928,0.05,-9.7181,5.5548,-8.62E-7
24464,fz,-4.8878,,1000,,,0.05,,,9.463E-6
24484,logitpi,-1.7841,1.0166,1000,-1.75,0.0796,0.05,-3.7791,0.2108,-0.00011
24484,beta1,-3.3575,0.3236,1000,-10.38,<.0001,0.05,-3.9924,-2.7226,-0.00026
24484,sig1,-2.0418,4.9514,1000,-0.41,0.6802,0.05,-11.7581,7.6745,8.418E-6
24484,beta2,-2.9498,0.2767,1000,-10.66,<.0001,0.05,-3.4927,-2.4068,0.000297
24484,sig2,-2.0792,4.7155,1000,-0.44,0.6594,0.05,-11.3326,7.1742,0.000033
24484,fz,-4.6418,23.9651,1000,-0.19,0.8465,0.05,-51.6694,42.3858,0.000016
24518,logitpi,-4.5433,25.9986,1000,-0.17,0.8613,0.05,-55.5614,46.4747,-0.00008
24518,beta1,-4.8469,0.4519,1000,-10.73,<.0001,0.05,-5.7336,-3.9601,0.000207
24518,sig1,-6.5228,157.67,1000,-0.04,0.9670,0.05,-315.92,302.87,9.751E-6
24518,beta2,-4.5368,0.4029,1000,-11.26,<.0001,0.05,-5.3275,-3.7461,0.001367
24518,sig2,-5.8963,32.0636,1000,-0.18,0.8541,0.05,-68.8159,57.0232,0.000021
24518,fz,3.1850,222.98,1000,0.01,0.9886,0.05,-434.37,440.74,2.972E-8
24521,logitpi,-12.7150,162.07,1000,-0.08,0.9375,0.05,-330.75,305.32,0.000010
24521,beta1,-4.6319,0.4956,1000,-9.35,<.0001,0.05,-5.6043,-3.6594,0.000016
24521,sig1,0.08825,0.4533,1000,0.19,0.8457,0.05,-0.8014,0.9779,-0.00004
24521,beta2,-4.0584,0.2388,1000,-17.00,<.0001,0.05,-4.5270,-3.5898,-0.00007
24521,sig2,-1.2487,1.0432,1000,-1.20,0.2316,0.05,-3.2959,0.7984,5.75E-7
24521,fz,4.3628,,1000,,,0.05,,,-0.00005
25399,logitpi,-874.18,0,1000,I,<.0001,0.05,M,I,0
25399,beta1,-3.4748,0.3210,1000,-10.82,<.0001,0.05,-4.1048,-2.8448,0.002583
25399,sig1,-463.51,0,1000,I,<.0001,0.05,M,I,0
25399,beta2,-3.4011,0.3214,1000,-10.58,<.0001,0.05,-4.0318,-2.7703,0.001372
25399,sig2,-426.67,0,1000,I,<.0001,0.05,M,I,0
25399,fz,-71.2792,0,1000,I,<.0001,0.05,M,I,0
25439,logitpi,-7.6611,,1000,,,0.05,,,0.002179
25439,beta1,-3.4868,0.4252,1000,-8.20,<.0001,0.05,-4.3212,-2.6524,0.019974
25439,sig1,0.09385,0.3181,1000,0.30,0.7680,0.05,-0.5304,0.7181,0.013655
25439,beta2,-3.0896,0.4233,1000,-7.30,<.0001,0.05,-3.9203,-2.2589,-0.05043
25439,sig2,0.1332,0.2912,1000,0.46,0.6475,0.05,-0.4382,0.7046,-0.05491
25439,fz,6.1835,,1000,,,0.05,,,-0.00024
25444,logitpi,-10.7684,,1000,,,0.05,,,0.000061
25444,beta1,-3.2789,0,1000,I,<.0001,0.05,M,I,2.234E81
25444,sig1,-0.1854,0,1000,I,<.0001,0.05,M,I,-0.03393
25444,beta2,-2.6738,,1000,,,0.05,,,-0.04814
25444,sig2,-0.3684,0,1000,I,<.0001,0.05,M,I,6.987E81
25444,fz,6.6449,0,1000,I,<.0001,0.05,M,I,-0.00004
25681,logitpi,-13.2464,4.8068,1000,-2.76,0.0060,0.05,-22.6790,-3.8138,0.000011
25681,beta1,-3.8498,0.1867,1000,-20.63,<.0001,0.05,-4.2161,-3.4836,0.000277
25681,sig1,-1.1401,0.6992,1000,-1.63,0.1033,0.05,-2.5122,0.2320,-0.00079
25681,beta2,-3.6637,0.1861,1000,-19.69,<.0001,0.05,-4.0289,-3.2985,-0.00040
25681,sig2,-0.9047,0.5079,1000,-1.78,0.0752,0.05,-1.9014,0.09191,0.000435
25681,fz,5.3169,,1000,,,0.05,,,-0.00011
25687,logitpi,-4.0591,0,1000,I,<.0001,0.05,M,I,0
25687,beta1,-3.6944,0,1000,I,<.0001,0.05,M,I,-1.62242
25687,sig1,-1.7279,0,1000,I,<.0001,0.05,M,I,-0.38533
25687,beta2,-3.8826,0,1000,I,<.0001,0.05,M,I,1.958E81
25687,sig2,-0.2249,0,1000,I,<.0001,0.05,M,I,7.806E81
25687,fz,-6.3689,0,1000,I,<.0001,0.05,M,I,4.836E-6
25688,logitpi,-2.2264,1.3099,1000,-1.70,0.0895,0.05,-4.7967,0.3440,0.000125
25688,beta1,-3.7725,0.3410,1000,-11.06,<.0001,0.05,-4.4416,-3.1033,0.000078
25688,sig1,-0.5066,0.5130,1000,-0.99,0.3236,0.05,-1.5133,0.5001,-0.00015
25688,beta2,-3.2696,0.2905,1000,-11.25,<.0001,0.05,-3.8397,-2.6995,-2.03E-6
25688,sig2,-0.9480,0.8595,1000,-1.10,0.2703,0.05,-2.6346,0.7385,0.000040
25688,fz,0.08641,0.9733,1000,0.09,0.9293,0.05,-1.8236,1.9964,0.000201
25944,logitpi,-15.7822,,1000,,,0.05,,,1.539E-6
25944,beta1,-2.0518,0.6275,1000,-3.27,0.0011,0.05,-3.2831,-0.8205,-0.00006
25944,sig1,0.7220,0.2458,1000,2.94,0.0034,0.05,0.2397,1.2042,-0.00039
25944,beta2,-1.9713,0.5103,1000,-3.86,0.0001,0.05,-2.9726,-0.9700,0.000171
25944,sig2,0.4986,0.2418,1000,2.06,0.0395,0.05,0.02409,0.9730,-0.00003
25944,fz,1.6708,0.5273,1000,3.17,0.0016,0.05,0.6361,2.7056,-0.00007
25964,logitpi,-1.9262,1.0460,1000,-1.84,0.0659,0.05,-3.9789,0.1265,0.000029
25964,beta1,-4.1356,0.2790,1000,-14.82,<.0001,0.05,-4.6832,-3.5881,9.236E-6
25964,sig1,-1.0443,1.0560,1000,-0.99,0.3229,0.05,-3.1166,1.0279,0.000037
25964,beta2,-3.7896,0.2614,1000,-14.50,<.0001,0.05,-4.3026,-3.2766,0.000125
25964,sig2,-1.0174,0.8570,1000,-1.19,0.2354,0.05,-2.6990,0.6642,0.000119
25964,fz,4.8852,23.4492,1000,0.21,0.8350,0.05,-41.1300,50.9004,-0.00005
25965,logitpi,-2.5756,1.0126,1000,-2.54,0.0111,0.05,-4.5626,-0.5886,-0.00037
25965,beta1,-3.6827,0.1288,1000,-28.58,<.0001,0.05,-3.9356,-3.4299,0.000083
25965,sig1,-7.0571,49.3720,1000,-0.14,0.8864,0.05,-103.94,89.8274,5.72E-6
25965,beta2,-3.3392,0.1289,1000,-25.91,<.0001,0.05,-3.5921,-3.0863,-0.00012
25965,sig2,-6.8687,60.9849,1000,-0.11,0.9103,0.05,-126.54,112.80,0.000035
25965,fz,0.5526,7.3719,1000,0.07,0.9403,0.05,-13.9135,15.0187,9.063E-6
25989,logitpi,-14.8947,385.43,1000,-0.04,0.9692,0.05,-771.25,741.46,3.739E-6
25989,beta1,-4.3660,0.2667,1000,-16.37,<.0001,0.05,-4.8893,-3.8426,-0.00003
25989,sig1,-0.9237,0.9782,1000,-0.94,0.3453,0.05,-2.8433,0.9959,0.000094
25989,beta2,-4.1209,0.1977,1000,-20.84,<.0001,0.05,-4.5088,-3.7330,-0.00004
25989,sig2,-6.7890,,1000,,,0.05,,,-0.00012
25989,fz,5.1204,,1000,,,0.05,,,-3.99E-8
25992,logitpi,-13.8155,0.03046,1000,-453.51,<.0001,0.05,-13.8753,-13.7557,-0.04833
25992,beta1,-4.5577,0.3075,1000,-14.82,<.0001,0.05,-5.1611,-3.9543,0.003911
25992,sig1,-0.6409,0.7631,1000,-0.84,0.4012,0.05,-2.1383,0.8566,0.001329
25992,beta2,-4.1783,0.2639,1000,-15.83,<.0001,0.05,-4.6962,-3.6604,-0.00439
25992,sig2,-0.4593,0.4106,1000,-1.12,0.2635,0.05,-1.2650,0.3463,-0.00362
25992,fz,-0.1518,0.7587,1000,-0.20,0.8415,0.05,-1.6405,1.3369,-0.00061
26863,logitpi,-13.8155,0.03522,1000,-392.29,<.0001,0.05,-13.8846,-13.7464,-0.03617
26863,beta1,-3.7514,0.5690,1000,-6.59,<.0001,0.05,-4.8680,-2.6348,0.000925
26863,sig1,0.1489,0.4310,1000,0.35,0.7298,0.05,-0.6968,0.9945,0.000841
26863,beta2,-4.6094,0.5937,1000,-7.76,<.0001,0.05,-5.7745,-3.4442,0.000351
26863,sig2,-0.6179,1.6206,1000,-0.38,0.7031,0.05,-3.7981,2.5624,-0.00071
26863,fz,0.4231,1.3291,1000,0.32,0.7503,0.05,-2.1851,3.0312,0.000613
26867,logitpi,-10.1702,21.1618,1000,-0.48,0.6309,0.05,-51.6968,31.3563,0.000186
26867,beta1,-4.2872,0.6088,1000,-7.04,<.0001,0.05,-5.4819,-3.0925,-0.00317
26867,sig1,0.6787,0.2808,1000,2.42,0.0158,0.05,0.1277,1.2298,-0.00711
26867,beta2,-3.4732,0.4057,1000,-8.56,<.0001,0.05,-4.2693,-2.6771,0.003629
26867,sig2,0.3200,0.2685,1000,1.19,0.2335,0.05,-0.2068,0.8469,0.005891
26867,fz,6.1855,6.1715,1000,1.00,0.3165,0.05,-5.9251,18.2962,-0.00073
27025,logitpi,-13.3720,258.45,1000,-0.05,0.9587,0.05,-520.54,493.79,6.753E-6
27025,beta1,-4.2118,0.7065,1000,-5.96,<.0001,0.05,-5.5982,-2.8254,-0.00007
27025,sig1,0.5620,0.3486,1000,1.61,0.1073,0.05,-0.1221,1.2462,-0.00003
27025,beta2,-4.4720,0.5860,1000,-7.63,<.0001,0.05,-5.6220,-3.3220,0.000029
27025,sig2,0.09621,0.4669,1000,0.21,0.8368,0.05,-0.8201,1.0125,0.000162
27025,fz,1.9462,2.1767,1000,0.89,0.3715,0.05,-2.3253,6.2177,-0.00011
27135,logitpi,-15.2713,,1000,,,0.05,,,2.099E-6
27135,beta1,-2.0592,0.5337,1000,-3.86,0.0001,0.05,-3.1065,-1.0120,0.000092
27135,sig1,0.4047,0.2942,1000,1.38,0.1693,0.05,-0.1727,0.9821,-0.00005
27135,beta2,-1.8365,0.6499,1000,-2.83,0.0048,0.05,-3.1119,-0.5611,0.000138
27135,sig2,0.6339,0.3034,1000,2.09,0.0369,0.05,0.03855,1.2292,0.000064
27135,fz,1.3176,0.4759,1000,2.77,0.0057,0.05,0.3836,2.2515,-0.00007
27223,logitpi,-1.2552,0.000459,1000,-2732.2,<.0001,0.05,-1.2561,-1.2543,-2992.43
27223,beta1,-1.5587,0.000307,1000,-5079.2,<.0001,0.05,-1.5593,-1.5581,-3557.25
27223,sig1,0.2268,,1000,,,0.05,,,4086.57
27223,beta2,-2.0389,0.000479,1000,-4255.4,<.0001,0.05,-2.0398,-2.0380,-2559.23
27223,sig2,0.1546,0.000211,1000,733.47,<.0001,0.05,0.1542,0.1550,2714.22
27223,fz,3.7582,0.2101,1000,17.89,<.0001,0.05,3.3460,4.1705,3.48488
27229,logitpi,-1.4755,0.7817,1000,-1.89,0.0594,0.05,-3.0095,0.05844,-0.00085
27229,beta1,-1.7698,0.1981,1000,-8.93,<.0001,0.05,-2.1587,-1.3810,0.002314
27229,sig1,-0.6796,0.2981,1000,-2.28,0.0228,0.05,-1.2646,-0.09470,0.000678
27229,beta2,-2.3842,,1000,,,0.05,,,-0.00116
27229,sig2,-0.5478,,1000,,,0.05,,,-0.00187
27229,fz,6.3881,,1000,,,0.05,,,-0.00004
27232,logitpi,-8.6004,0,1000,I,<.0001,0.05,M,I,0.001270
27232,beta1,-1.8642,,1000,,,0.05,,,-0.09329
27232,sig1,0.4256,0,1000,I,<.0001,0.05,M,I,-1.17614
27232,beta2,-2.1938,0,1000,I,<.0001,0.05,M,I,0.086494
27232,sig2,0.5827,0,1000,I,<.0001,0.05,M,I,0.63476
27232,fz,6.6807,0,1000,I,<.0001,0.05,M,I,-0.00032
27234,logitpi,-5.0288,,1000,,,0.05,,,0.020695
27234,beta1,-3.3867,0,1000,I,<.0001,0.05,M,I,-0.13040
27234,sig1,-0.03546,0,1000,I,<.0001,0.05,M,I,-0.03477
27234,beta2,-3.2028,,1000,,,0.05,,,-0.02991
27234,sig2,-0.3439,0,1000,I,<.0001,0.05,M,I,0
27234,fz,6.6598,0,1000,I,<.0001,0.05,M,I,-0.00003
27236,logitpi,-1.7280,,,,,,,,-52834.8
27236,beta1,-1.8331,,,,,,,,-46776.9
27236,sig1,0.1910,,,,,,,,56231.9
27236,beta2,-1.6420,,,,,,,,-76418.8
27236,sig2,-0.07518,,,,,,,,65769.5
27236,fz,2.1122,,,,,,,,1754.00
27238,logitpi,-2.2256,1.0028,1000,-2.22,0.0267,0.05,-4.1935,-0.2578,-5.24E-6
27238,beta1,-3.2284,0.3764,1000,-8.58,<.0001,0.05,-3.9670,-2.4897,0.000017
27238,sig1,-0.2011,0.4445,1000,-0.45,0.6511,0.05,-1.0734,0.6712,0.000016
27238,beta2,-3.6176,0.5753,1000,-6.29,<.0001,0.05,-4.7465,-2.4886,-2.21E-7
27238,sig2,0.07322,0.4838,1000,0.15,0.8797,0.05,-0.8762,1.0226,7.975E-6
27238,fz,2.3840,9.6618,1000,0.25,0.8052,0.05,-16.5758,21.3438,-5.37E-7
27242,logitpi,-1.4763,0,1000,I,<.0001,0.05,M,I,-0.00099
27242,beta1,-2.0529,0,1000,I,<.0001,0.05,M,I,3.132E81
27242,sig1,-0.4192,0,1000,I,<.0001,0.05,M,I,-0.00577
27242,beta2,-2.5776,0,1000,I,<.0001,0.05,M,I,0.003928
27242,sig2,-0.4775,0,1000,I,<.0001,0.05,M,I,-0.00534
27242,fz,6.0665,0,1000,I,<.0001,0.05,M,I,-0.00015
27260,logitpi,-1.1636,0.8531,1000,-1.36,0.1729,0.05,-2.8376,0.5105,-0.00017
27260,beta1,-1.7800,0.2911,1000,-6.12,<.0001,0.05,-2.3512,-1.2089,0.000485
27260,sig1,-0.6667,0.4449,1000,-1.50,0.1343,0.05,-1.5398,0.2064,-0.00017
27260,beta2,-1.7055,0.2571,1000,-6.63,<.0001,0.05,-2.2099,-1.2010,0.000662
27260,sig2,-0.8606,0.4798,1000,-1.79,0.0732,0.05,-1.8021,0.08091,-0.00030
27260,fz,6.2225,,1000,,,0.05,,,-0.00002
27262,logitpi,-16.5781,893.04,1000,-0.02,0.9852,0.05,-1769.03,1735.87,5.05E-7
27262,beta1,-2.9531,0.4368,1000,-6.76,<.0001,0.05,-3.8103,-2.0959,-0.00002
27262,sig1,-0.00370,0.4165,1000,-0.01,0.9929,0.05,-0.8210,0.8136,-9.01E-6
27262,beta2,-4.5852,1.1672,1000,-3.93,<.0001,0.05,-6.8757,-2.2947,0.000020
27262,sig2,0.6943,0.5081,1000,1.37,0.1721,0.05,-0.3027,1.6913,0.000022
27262,fz,1.5997,1.6287,1000,0.98,0.3263,0.05,-1.5965,4.7958,0.000021
27266,logitpi,-1.7024,0,1000,I,<.0001,0.05,M,I,2843.19
27266,beta1,-2.1200,0,1000,I,<.0001,0.05,M,I,1631.62
27266,sig1,0.07757,0,1000,I,<.0001,0.05,M,I,-8.87E81
27266,beta2,-2.8233,0,1000,I,<.0001,0.05,M,I,1637.43
27266,sig2,-0.06832,0,1000,I,<.0001,0.05,M,I,-25006.9
27266,fz,2.7908,0,1000,I,<.0001,0.05,M,I,-860.017
27523,logitpi,-7.2447,0,1000,I,<.0001,0.05,M,I,0.000840
27523,beta1,-4.4803,0,1000,I,<.0001,0.05,M,I,0.24586
27523,sig1,-7.5260,0,1000,I,<.0001,0.05,M,I,-0.00263
27523,beta2,-7.1542,,1000,,,0.05,,,-1.17E81
27523,sig2,1.2066,0,1000,I,<.0001,0.05,M,I,-4.33E81
27523,fz,6.7173,0,1000,I,<.0001,0.05,M,I,-1.21E-6
27837,logitpi,-12.8984,315.75,1000,-0.04,0.9674,0.05,-632.51,606.72,6.86E-6
27837,beta1,-4.6912,0.7061,1000,-6.64,<.0001,0.05,-6.0768,-3.3056,0.000430
27837,sig1,0.2267,0.4821,1000,0.47,0.6383,0.05,-0.7193,1.1727,0.000514
27837,beta2,-3.8273,0.5001,1000,-7.65,<.0001,0.05,-4.8087,-2.8460,-0.00014
27837,sig2,0.2157,0.3292,1000,0.66,0.5124,0.05,-0.4303,0.8618,-0.00016
27837,fz,2.1370,3.3113,1000,0.65,0.5188,0.05,-4.3609,8.6349,0.000249
27849,logitpi,-13.2801,,1000,,,0.05,,,0.000024
27849,beta1,-3.3528,0.2511,1000,-13.35,<.0001,0.05,-3.8455,-2.8602,-0.00010
27849,sig1,-0.00875,0.1713,1000,-0.05,0.9593,0.05,-0.3449,0.3274,-0.00004
27849,beta2,-2.9789,0.2730,1000,-10.91,<.0001,0.05,-3.5148,-2.4431,0.000095
27849,sig2,0.1902,0.1880,1000,1.01,0.3119,0.05,-0.1787,0.5591,-0.00037
27849,fz,1.4470,0.1212,1000,11.94,<.0001,0.05,1.2092,1.6848,-0.00013
27852,logitpi,-7.8396,,1000,,,0.05,,,0.002160
27852,beta1,-3.2605,,1000,,,0.05,,,0.63593
27852,sig1,-0.5649,,1000,,,0.05,,,-0.68384
27852,beta2,-2.6368,0,1000,I,<.0001,0.05,M,I,1.27377
27852,sig2,0.2122,0,1000,I,<.0001,0.05,M,I,0.011931
27852,fz,6.1513,,1000,,,0.05,,,-0.00002
27854,logitpi,-6.7169,3.1260,1000,-2.15,0.0319,0.05,-12.8512,-0.5827,0.009981
27854,beta1,-3.7657,0.4455,1000,-8.45,<.0001,0.05,-4.6398,-2.8915,0.020869
27854,sig1,0.1001,0.3279,1000,0.31,0.7602,0.05,-0.5433,0.7436,8.691E81
27854,beta2,-3.5443,0.5024,1000,-7.06,<.0001,0.05,-4.5302,-2.5585,0.053112
27854,sig2,0.3637,0.2790,1000,1.30,0.1927,0.05,-0.1838,0.9112,0.033818
27854,fz,6.4531,0,1000,I,<.0001,0.05,M,I,-0.00007
27856,logitpi,-2.2323,0.000019,1000,-115760,<.0001,0.05,-2.2324,-2.2323,257.748
27856,beta1,-2.9616,0.000021,1000,-141800,<.0001,0.05,-2.9616,-2.9616,163.114
27856,sig1,-0.3419,9.614E-6,1000,-35564,<.0001,0.05,-0.3419,-0.3419,-2059.35
27856,beta2,-2.6030,0.000020,1000,-133459,<.0001,0.05,-2.6030,-2.6029,353.536
27856,sig2,0.07499,7.238E-6,1000,10360.9,<.0001,0.05,0.07498,0.07501,-2067.65
27856,fz,1.0868,0.000022,1000,50137.4,<.0001,0.05,1.0868,1.0869,-10302.7
27858,logitpi,-1.3826,0.6779,1000,-2.04,0.0417,0.05,-2.7130,-0.05228,-0.00043
27858,beta1,-2.8081,0.3414,1000,-8.22,<.0001,0.05,-3.4781,-2.1381,-0.00003
27858,sig1,-0.2962,0.3185,1000,-0.93,0.3527,0.05,-0.9212,0.3289,0.000125
27858,beta2,-1.9466,0.3868,1000,-5.03,<.0001,0.05,-2.7055,-1.1877,-0.00020
27858,sig2,-0.06794,0.2782,1000,-0.24,0.8071,0.05,-0.6138,0.4779,-0.00027
27858,fz,0.6626,0.4748,1000,1.40,0.1631,0.05,-0.2690,1.5942,-0.00024
27860,logitpi,-4.7687,0,1000,I,<.0001,0.05,M,I,0.061276
27860,beta1,-4.4871,0.7829,1000,-5.73,<.0001,0.05,-6.0234,-2.9508,-1.18240
27860,sig1,0.4337,0.2046,1000,2.12,0.0342,0.05,0.03229,0.8351,6.669E81
27860,beta2,-3.3931,0,1000,I,<.0001,0.05,M,I,0.39031
27860,sig2,-0.3004,0.3428,1000,-0.88,0.3810,0.05,-0.9731,0.3722,-2.73822
27860,fz,6.3094,0,1000,I,<.0001,0.05,M,I,-1.31E81
27861,logitpi,-27.5055,,1000,,,0.05,,,0
27861,beta1,-3.6922,0.3117,1000,-11.85,<.0001,0.05,-4.3039,-3.0806,0.000257
27861,sig1,-0.01801,0.2507,1000,-0.07,0.9428,0.05,-0.5100,0.4740,-0.00061
27861,beta2,-3.3640,0.3217,1000,-10.46,<.0001,0.05,-3.9953,-2.7327,0.000344
27861,sig2,0.1697,0.2294,1000,0.74,0.4596,0.05,-0.2805,0.6200,0.000158
27861,fz,2.2171,0.8014,1000,2.77,0.0058,0.05,0.6444,3.7897,0.000223
27876,logitpi,-1.8099,0.8605,1000,-2.10,0.0357,0.05,-3.4984,-0.1213,0.000087
27876,beta1,-3.2298,0.1313,1000,-24.60,<.0001,0.05,-3.4874,-2.9721,-0.00029
27876,sig1,-9.1412,,1000,,,0.05,,,-0.00006
27876,beta2,-3.1410,0.2383,1000,-13.18,<.0001,0.05,-3.6086,-2.6734,-0.00032
27876,sig2,-1.6633,1.8833,1000,-0.88,0.3773,0.05,-5.3590,2.0323,-0.00066
27876,fz,2.8162,59.5167,1000,0.05,0.9623,0.05,-113.98,119.61,-8.24E-7
27878,logitpi,-19.7900,,1000,,,0.05,,,2.037E-8
27878,beta1,-4.3443,0.3457,1000,-12.57,<.0001,0.05,-5.0227,-3.6659,0.001094
27878,sig1,-1.3756,1.0181,1000,-1.35,0.1770,0.05,-3.3736,0.6223,-0.00023
27878,beta2,-4.9553,0.7130,1000,-6.95,<.0001,0.05,-6.3544,-3.5562,-0.00030
27878,sig2,0.4052,0.4075,1000,0.99,0.3203,0.05,-0.3945,1.2049,-0.00080
27878,fz,5.8385,1.7768,1000,3.29,0.0011,0.05,2.3519,9.3252,-0.00002
27880,logitpi,-16.5981,,1000,,,0.05,,,1.361E-6
27880,beta1,-3.4647,0.2873,1000,-12.06,<.0001,0.05,-4.0286,-2.9008,0.000173
27880,sig1,-0.00001,0.2127,1000,-0.00,0.9999,0.05,-0.4174,0.4174,0.000113
27880,beta2,-3.1417,0.2912,1000,-10.79,<.0001,0.05,-3.7132,-2.5702,-0.00058
27880,sig2,0.09219,0.2341,1000,0.39,0.6938,0.05,-0.3672,0.5515,-0.00033
27880,fz,1.5270,0.06718,1000,22.73,<.0001,0.05,1.3951,1.6588,0.000307
27881,logitpi,-13.7632,189.31,1000,-0.07,0.9421,0.05,-385.26,357.74,4.808E-6
27881,beta1,-3.4493,0.2596,1000,-13.29,<.0001,0.05,-3.9588,-2.9398,0.001537
27881,sig1,-0.2300,0.2935,1000,-0.78,0.4333,0.05,-0.8059,0.3458,0.004145
27881,beta2,-3.3086,0.3146,1000,-10.52,<.0001,0.05,-3.9260,-2.6913,-0.00093
27881,sig2,0.1525,0.2440,1000,0.63,0.5321,0.05,-0.3263,0.6314,-0.00650
27881,fz,1.5908,0.6510,1000,2.44,0.0147,0.05,0.3134,2.8683,-0.00136
27882,logitpi,-2.5025,,,,,,,,-75242.9
27882,beta1,-3.1825,,,,,,,,-61581.7
27882,sig1,-0.03623,,,,,,,,62049.4
27882,beta2,-2.4459,,,,,,,,-150107
27882,sig2,-0.2750,,,,,,,,118715
27882,fz,1.2088,,,,,,,,13478.2
27886,logitpi,-2.0216,1.0522,1000,-1.92,0.0550,0.05,-4.0865,0.04323,-0.00018
27886,beta1,-3.2059,0.1636,1000,-19.60,<.0001,0.05,-3.5268,-2.8849,-0.00030
27886,sig1,-2.2093,5.9055,1000,-0.37,0.7084,0.05,-13.7979,9.3793,0.000039
27886,beta2,-3.1464,0.2186,1000,-14.39,<.0001,0.05,-3.5755,-2.7174,-0.00002
27886,sig2,-1.3336,1.8671,1000,-0.71,0.4752,0.05,-4.9976,2.3304,-3.23E-6
27886,fz,4.2131,,1000,,,0.05,,,-0.00017
27900,logitpi,-13.8155,0.02633,1000,-524.63,<.0001,0.05,-13.8672,-13.7638,-0.06467
27900,beta1,-3.3622,0.2594,1000,-12.96,<.0001,0.05,-3.8711,-2.8532,-0.00158
27900,sig1,0.01242,0.2192,1000,0.06,0.9548,0.05,-0.4177,0.4426,0.002272
27900,beta2,-2.9714,0.2765,1000,-10.75,<.0001,0.05,-3.5140,-2.4287,-0.00292
27900,sig2,0.1891,0.1991,1000,0.95,0.3425,0.05,-0.2016,0.5799,-0.00091
27900,fz,1.4193,0.4183,1000,3.39,0.0007,0.05,0.5985,2.2400,-0.00481
27901,logitpi,-11.1277,,1000,,,0.05,,,0.000221
27901,beta1,-3.3879,0.2703,1000,-12.53,<.0001,0.05,-3.9184,-2.8575,-0.00085
27901,sig1,0.09039,0.1253,1000,0.72,0.4708,0.05,-0.1555,0.3362,-0.00076
27901,beta2,-2.9582,0.2762,1000,-10.71,<.0001,0.05,-3.5003,-2.4162,0.000064
27901,sig2,0.1943,0.1632,1000,1.19,0.2342,0.05,-0.1260,0.5145,-0.00098
27901,fz,1.3902,0.2133,1000,6.52,<.0001,0.05,0.9717,1.8088,-0.00049
27923,logitpi,-9.9010,,1000,,,0.05,,,0.000066
27923,beta1,-4.6622,0.4791,1000,-9.73,<.0001,0.05,-5.6024,-3.7220,-0.00010
27923,sig1,-0.4524,,1000,,,0.05,,,-0.00013
27923,beta2,-2.3725,0.3210,1000,-7.39,<.0001,0.05,-3.0025,-1.7425,-0.00019
