metaanalysisid,Parameter,Estimate,StandardError,DF,tValue,Probt,Alpha,Lower,Upper,Gradient
31223,sig1,-0.4526,,1000,,,0.05,,,0.079937
31223,beta2,-2.0191,,1000,,,0.05,,,0.034209
31223,sig2,-0.1042,,1000,,,0.05,,,-0.02813
31223,fz,6.4293,0,1000,I,<.0001,0.05,M,I,-1.29E81
31225,logitpi,-1.0900,0,1000,I,<.0001,0.05,M,I,0
31225,beta1,-2.0988,0,1000,I,<.0001,0.05,M,I,0
31225,sig1,-0.3267,0,1000,I,<.0001,0.05,M,I,-0.00967
31225,beta2,-2.3456,,1000,,,0.05,,,-0.01570
31225,sig2,-0.05321,0,1000,I,<.0001,0.05,M,I,-9.08E81
31225,fz,6.3084,,1000,,,0.05,,,-0.00016
31226,logitpi,-7.6775,23.5418,1000,-0.33,0.7444,0.05,-53.8746,38.5195,0.000830
31226,beta1,-2.9447,0.2743,1000,-10.73,<.0001,0.05,-3.4830,-2.4064,-0.13563
31226,sig1,-0.3436,0.3359,1000,-1.02,0.3065,0.05,-1.0027,0.3154,0.023332
31226,beta2,-3.1646,0.2951,1000,-10.72,<.0001,0.05,-3.7437,-2.5856,0.10063
31226,sig2,-0.3035,0.3402,1000,-0.89,0.3725,0.05,-0.9711,0.3641,-0.09522
31226,fz,6.1286,,1000,,,0.05,,,-0.00042
31759,logitpi,-10.8287,70.8459,1000,-0.15,0.8785,0.05,-149.85,128.19,0.000184
31759,beta1,-3.7110,0.5849,1000,-6.35,<.0001,0.05,-4.8587,-2.5633,-0.00015
31759,sig1,0.5250,0.2694,1000,1.95,0.0516,0.05,-0.00374,1.0537,-0.00005
31759,beta2,-4.0698,0.5848,1000,-6.96,<.0001,0.05,-5.2173,-2.9222,0.000046
31759,sig2,0.4732,0.2790,1000,1.70,0.0902,0.05,-0.07429,1.0208,0.000076
31759,fz,1.4251,0.6733,1000,2.12,0.0345,0.05,0.1039,2.7462,0.000058
31858,logitpi,-2.6677,1.0200,1000,-2.62,0.0091,0.05,-4.6694,-0.6660,0.000705
31858,beta1,-2.7716,0.1751,1000,-15.83,<.0001,0.05,-3.1152,-2.4280,-0.00031
31858,sig1,-0.4229,0.2245,1000,-1.88,0.0599,0.05,-0.8635,0.01774,-7.92E-7
31858,beta2,-2.5189,0.1948,1000,-12.93,<.0001,0.05,-2.9012,-2.1366,-0.00030
31858,sig2,-0.2795,0.2105,1000,-1.33,0.1846,0.05,-0.6926,0.1336,0.000075
31858,fz,2.1234,0.7831,1000,2.71,0.0068,0.05,0.5866,3.6601,-0.00018
31860,logitpi,-2.1369,0,1000,I,<.0001,0.05,M,I,0.015383
31860,beta1,-2.5158,,1000,,,0.05,,,0.008715
31860,sig1,0.01853,,1000,,,0.05,,,0.008598
31860,beta2,-1.8057,0,1000,I,<.0001,0.05,M,I,3.408E81
31860,sig2,-0.8254,,1000,,,0.05,,,0.014252
31860,fz,6.1442,0,1000,I,<.0001,0.05,M,I,-0.00008
31865,logitpi,-8.3552,,1000,,,0.05,,,1.022E81
31865,beta1,-3.8722,,1000,,,0.05,,,-0.70054
31865,sig1,-0.04522,0,1000,I,<.0001,0.05,M,I,-0.29187
31865,beta2,-3.8189,,1000,,,0.05,,,1.984E81
31865,sig2,0.03220,0,1000,I,<.0001,0.05,M,I,0.44546
31865,fz,6.4691,,1000,,,0.05,,,-0.00096
31869,logitpi,-1.8045,0.7824,1000,-2.31,0.0213,0.05,-3.3398,-0.2693,-0.00107
31869,beta1,-3.1798,0.1800,1000,-17.67,<.0001,0.05,-3.5330,-2.8266,-0.00031
31869,sig1,-0.4185,0.2875,1000,-1.46,0.1458,0.05,-0.9828,0.1457,0.000396
31869,beta2,-2.9760,0.1778,1000,-16.74,<.0001,0.05,-3.3249,-2.6271,-0.00102
31869,sig2,-0.4192,0.2928,1000,-1.43,0.1526,0.05,-0.9937,0.1554,-0.00040
31869,fz,2.3267,1.7740,1000,1.31,0.1900,0.05,-1.1545,5.8078,0.000435
31872,logitpi,-2.3058,,1000,,,0.05,,,-151.966
31872,beta1,-1.7439,,1000,,,0.05,,,-253.708
31872,sig1,-0.1709,,1000,,,0.05,,,175.646
31872,beta2,-1.6218,,1000,,,0.05,,,3.647E81
31872,sig2,-0.1431,,1000,,,0.05,,,167.568
31872,fz,4.9434,,1000,,,0.05,,,0.001478
31874,logitpi,-2.0215,1.1005,1000,-1.84,0.0665,0.05,-4.1811,0.1381,-0.00023
31874,beta1,0.2558,0.1763,1000,1.45,0.1472,0.05,-0.09023,0.6019,0.000168
31874,sig1,-1.2424,0.4778,1000,-2.60,0.0095,0.05,-2.1800,-0.3047,-0.00058
31874,beta2,0.04277,0.1817,1000,0.24,0.8140,0.05,-0.3138,0.3994,0.000223
31874,sig2,-1.1304,0.4567,1000,-2.47,0.0135,0.05,-2.0266,-0.2341,0.000134
31874,fz,5.5277,13.0746,1000,0.42,0.6725,0.05,-20.1291,31.1846,-0.00011
31882,logitpi,-1.7218,0.000028,1000,-60985,<.0001,0.05,-1.7219,-1.7218,1235.90
31882,beta1,-2.3361,0.000032,1000,-72267,<.0001,0.05,-2.3362,-2.3360,862.867
31882,sig1,0.01499,0.000053,1000,284.66,<.0001,0.05,0.01488,0.01509,-2201.05
31882,beta2,-2.1941,0.000025,1000,-89101,<.0001,0.05,-2.1942,-2.1941,764.722
31882,sig2,0.01982,0.000042,1000,472.22,<.0001,0.05,0.01974,0.01991,-2981.98
31882,fz,3.2475,0,1000,I,<.0001,0.05,M,I,-9.25013
31885,logitpi,-3.0110,1.0173,1000,-2.96,0.0031,0.05,-5.0072,-1.0148,0.000857
31885,beta1,-2.8110,0.1575,1000,-17.85,<.0001,0.05,-3.1200,-2.5021,0.000409
31885,sig1,-0.4287,0.2081,1000,-2.06,0.0396,0.05,-0.8370,-0.02044,-0.00033
31885,beta2,-2.5162,0.1718,1000,-14.64,<.0001,0.05,-2.8534,-2.1791,-0.00042
31885,sig2,-0.2916,0.1876,1000,-1.55,0.1204,0.05,-0.6597,0.07653,-0.00068
31885,fz,1.9987,0.6809,1000,2.94,0.0034,0.05,0.6625,3.3348,0.001043
31889,logitpi,-5.1710,0,1000,I,<.0001,0.05,M,I,1.549E81
31889,beta1,-3.8731,0,1000,I,<.0001,0.05,M,I,-1.96E81
31889,sig1,0.03559,0,1000,I,<.0001,0.05,M,I,9.232E81
31889,beta2,-3.7747,0,1000,I,<.0001,0.05,M,I,2.002E81
31889,sig2,0.1658,0,1000,I,<.0001,0.05,M,I,6.86201
31889,fz,6.6006,0,1000,I,<.0001,0.05,M,I,-1.26E81
31890,logitpi,-2.4500,0,1000,I,<.0001,0.05,M,I,0
31890,beta1,2.084E83,0,1000,I,<.0001,0.05,M,I,0
31890,sig1,-0.4482,0,1000,I,<.0001,0.05,M,I,0
31890,beta2,2.068E83,0,1000,I,<.0001,0.05,M,I,0
31890,sig2,7.525E83,0,1000,I,<.0001,0.05,M,I,0
31890,fz,2.257E83,0,1000,I,<.0001,0.05,M,I,0
31891,logitpi,-2.2279,0.5727,1000,-3.89,0.0001,0.05,-3.3517,-1.1040,-0.00029
31891,beta1,-3.2615,0.1412,1000,-23.09,<.0001,0.05,-3.5386,-2.9843,0.000246
31891,sig1,-0.5671,0.2072,1000,-2.74,0.0063,0.05,-0.9738,-0.1605,-0.00097
31891,beta2,-2.9817,0.1427,1000,-20.89,<.0001,0.05,-3.2618,-2.7016,-0.00149
31891,sig2,-0.5201,0.2046,1000,-2.54,0.0112,0.05,-0.9216,-0.1185,0.000338
31891,fz,5.0811,,1000,,,0.05,,,-0.00010
31896,logitpi,-0.9657,0.4425,1000,-2.18,0.0293,0.05,-1.8339,-0.09738,-0.00116
31896,beta1,-2.7132,0.2084,1000,-13.02,<.0001,0.05,-3.1222,-2.3041,-0.00086
31896,sig1,-0.06902,0.1966,1000,-0.35,0.7256,0.05,-0.4548,0.3168,0.001513
31896,beta2,-2.5518,0.2464,1000,-10.36,<.0001,0.05,-3.0354,-2.0683,0.000170
31896,sig2,0.1078,0.1892,1000,0.57,0.5690,0.05,-0.2635,0.4792,0.000110
31896,fz,1.9364,0.5073,1000,3.82,0.0001,0.05,0.9409,2.9318,-0.00078
31897,logitpi,-1.7367,1.0001,1000,-1.74,0.0828,0.05,-3.6991,0.2258,-0.00004
31897,beta1,-2.3871,0.3174,1000,-7.52,<.0001,0.05,-3.0100,-1.7642,0.000480
31897,sig1,-0.2230,0.3970,1000,-0.56,0.5744,0.05,-1.0022,0.5561,0.000604
31897,beta2,-1.9506,0.2313,1000,-8.43,<.0001,0.05,-2.4044,-1.4967,0.000222
31897,sig2,-0.6744,0.5332,1000,-1.26,0.2062,0.05,-1.7207,0.3719,0.000074
31897,fz,5.4777,8.6545,1000,0.63,0.5269,0.05,-11.5054,22.4608,-0.00021
31898,logitpi,-2.0467,0,1000,I,<.0001,0.05,M,I,-47.5608
31898,beta1,-2.3512,0,1000,I,<.0001,0.05,M,I,-91.6291
31898,sig1,-0.09282,,1000,,,0.05,,,-258.849
31898,beta2,-2.1335,,1000,,,0.05,,,-90.4628
31898,sig2,-0.08516,0,1000,I,<.0001,0.05,M,I,8.811E81
31898,fz,3.6398,0,1000,I,<.0001,0.05,M,I,-0.65801
31900,logitpi,-2.4878,1.0065,1000,-2.47,0.0136,0.05,-4.4628,-0.5128,0.001308
31900,beta1,-2.4260,0.1635,1000,-14.84,<.0001,0.05,-2.7469,-2.1052,0.000590
31900,sig1,-0.4532,0.1896,1000,-2.39,0.0170,0.05,-0.8252,-0.08113,-0.00255
31900,beta2,-2.2619,0.1731,1000,-13.07,<.0001,0.05,-2.6015,-1.9223,0.000416
31900,sig2,-0.3898,0.1893,1000,-2.06,0.0398,0.05,-0.7614,-0.01830,0.004067
31900,fz,5.2631,8.3752,1000,0.63,0.5299,0.05,-11.1719,21.6982,-0.00613
31902,logitpi,-2.2344,0.7333,1000,-3.05,0.0024,0.05,-3.6733,-0.7955,0.000153
31902,beta1,-2.1515,0.2251,1000,-9.56,<.0001,0.05,-2.5932,-1.7097,0.001060
31902,sig1,-0.3323,0.1786,1000,-1.86,0.0631,0.05,-0.6827,0.01818,0.001450
31902,beta2,-2.0296,0.2111,1000,-9.61,<.0001,0.05,-2.4438,-1.6153,-0.00180
31902,sig2,-0.3896,0.1746,1000,-2.23,0.0258,0.05,-0.7322,-0.04706,0.000394
31902,fz,2.1242,0.9631,1000,2.21,0.0276,0.05,0.2343,4.0142,-0.00065
31906,logitpi,-3.2922,0,1000,I,<.0001,0.05,M,I,-1.01254
31906,beta1,-3.0444,0,1000,I,<.0001,0.05,M,I,2.364E81
31906,sig1,-0.07574,0,1000,I,<.0001,0.05,M,I,-8.89E81
31906,beta2,-2.9204,0,1000,I,<.0001,0.05,M,I,2.439E81
31906,sig2,-0.02603,0,1000,I,<.0001,0.05,M,I,9.318E81
31906,fz,6.1551,0,1000,I,<.0001,0.05,M,I,-0.00149
31908,logitpi,-11.2571,37.9317,1000,-0.30,0.7667,0.05,-85.6920,63.1779,0.000139
31908,beta1,-3.7530,0.2154,1000,-17.42,<.0001,0.05,-4.1757,-3.3302,0.077007
31908,sig1,-0.2782,0.2584,1000,-1.08,0.2819,0.05,-0.7853,0.2289,0.027009
31908,beta2,-3.7430,0.2607,1000,-14.36,<.0001,0.05,-4.2546,-3.2314,-0.05852
31908,sig2,-0.06435,0.2482,1000,-0.26,0.7955,0.05,-0.5515,0.4228,-0.03499
31908,fz,6.0775,,1000,,,0.05,,,-0.00017
31914,logitpi,-2.8370,1.0243,1000,-2.77,0.0057,0.05,-4.8470,-0.8271,0.001512
31914,beta1,-1.7542,0.1607,1000,-10.92,<.0001,0.05,-2.0696,-1.4389,-0.00081
31914,sig1,-0.4478,0.1967,1000,-2.28,0.0230,0.05,-0.8337,-0.06184,-0.00037
31914,beta2,-1.6264,0.1546,1000,-10.52,<.0001,0.05,-1.9298,-1.3230,-0.00065
31914,sig2,-0.4907,0.1950,1000,-2.52,0.0120,0.05,-0.8734,-0.1079,0.000465
31914,fz,2.9566,1.0442,1000,2.83,0.0047,0.05,0.9075,5.0056,-0.00209
31917,logitpi,-1.6375,0.000020,1000,-81952,<.0001,0.05,-1.6376,-1.6375,6066.75
31917,beta1,-2.5907,0.000024,1000,-109053,<.0001,0.05,-2.5907,-2.5906,2755.58
31917,sig1,-0.00118,,1000,,,0.05,,,-49538.8
31917,beta2,-2.4374,0.000023,1000,-105287,<.0001,0.05,-2.4375,-2.4374,3120.89
31917,sig2,0.09786,3.867E-6,1000,25307.9,<.0001,0.05,0.09785,0.09787,-33953.2
31917,fz,2.0245,,1000,,,0.05,,,-2922.48
31919,logitpi,-1.4498,0.002518,1000,-575.77,<.0001,0.05,-1.4547,-1.4448,706.566
31919,beta1,-2.3566,0.001409,1000,-1672.2,<.0001,0.05,-2.3594,-2.3539,823.701
31919,sig1,0.1032,,1000,,,0.05,,,-869.704
31919,beta2,-2.3762,0.001805,1000,-1316.6,<.0001,0.05,-2.3797,-2.3726,699.820
31919,sig2,0.1107,0.000970,1000,114.09,<.0001,0.05,0.1088,0.1126,-755.680
31919,fz,4.4552,,1000,,,0.05,,,-0.14600
31926,logitpi,-1.3016,0.5295,1000,-2.46,0.0141,0.05,-2.3407,-0.2626,-0.00049
31926,beta1,-3.4712,0.2102,1000,-16.51,<.0001,0.05,-3.8837,-3.0587,-0.00295
31926,sig1,-0.3498,0.1955,1000,-1.79,0.0739,0.05,-0.7335,0.03393,-0.00223
31926,beta2,-3.3742,0.2359,1000,-14.30,<.0001,0.05,-3.8372,-2.9113,0.001125
31926,sig2,-0.2250,0.1962,1000,-1.15,0.2517,0.05,-0.6100,0.1600,0.000497
31926,fz,5.6003,,1000,,,0.05,,,-0.00066
31927,logitpi,-8.0942,0,1000,I,<.0001,0.05,M,I,1.051E81
31927,beta1,-4.0132,0,1000,I,<.0001,0.05,M,I,-1.91E81
31927,sig1,0.2241,,1000,,,0.05,,,-0.09980
31927,beta2,-3.5265,0,1000,I,<.0001,0.05,M,I,2.112E81
31927,sig2,0.1167,0,1000,I,<.0001,0.05,M,I,0.12123
31927,fz,6.6636,0,1000,I,<.0001,0.05,M,I,1.248E81
31934,logitpi,-1.6306,0.000026,1000,-63890,<.0001,0.05,-1.6307,-1.6306,5731.06
31934,beta1,-2.4753,0.000028,1000,-87933,<.0001,0.05,-2.4754,-2.4753,2971.71
31934,sig1,0.01296,0,1000,I,<.0001,0.05,M,I,-42619.4
31934,beta2,-2.2169,0.000026,1000,-84325,<.0001,0.05,-2.2170,-2.2169,3337.58
31934,sig2,0.08526,0.000015,1000,5728.19,<.0001,0.05,0.08523,0.08529,-30061.7
31934,fz,2.3722,0,1000,I,<.0001,0.05,M,I,-1215.82
31938,logitpi,-2.0010,1.0488,1000,-1.91,0.0567,0.05,-4.0591,0.05710,-0.00019
31938,beta1,-2.4937,0.2579,1000,-9.67,<.0001,0.05,-2.9996,-1.9877,0.000355
31938,sig1,-0.3245,0.2773,1000,-1.17,0.2422,0.05,-0.8687,0.2197,0.001695
31938,beta2,-2.3893,0.2486,1000,-9.61,<.0001,0.05,-2.8771,-1.9015,-0.00428
31938,sig2,-0.3588,0.2739,1000,-1.31,0.1906,0.05,-0.8963,0.1788,-0.00115
31938,fz,5.3782,29.4207,1000,0.18,0.8550,0.05,-52.3552,63.1117,-0.00120
31944,logitpi,-1.4890,0.7306,1000,-2.04,0.0418,0.05,-2.9228,-0.05524,0.000158
31944,beta1,-3.4872,0.2610,1000,-13.36,<.0001,0.05,-3.9994,-2.9749,-0.00126
31944,sig1,-0.3669,0.2479,1000,-1.48,0.1392,0.05,-0.8534,0.1196,0.000372
31944,beta2,-3.3786,0.2794,1000,-12.09,<.0001,0.05,-3.9269,-2.8304,0.003201
31944,sig2,-0.2891,0.2460,1000,-1.18,0.2402,0.05,-0.7718,0.1936,-0.00164
31944,fz,5.8031,,1000,,,0.05,,,-0.00059
31945,logitpi,-10.1550,0,1000,I,<.0001,0.05,M,I,0.000142
31945,beta1,-3.8333,0,1000,I,<.0001,0.05,M,I,0.15146
31945,sig1,0.3210,0,1000,I,<.0001,0.05,M,I,7.238E81
31945,beta2,-3.4131,0,1000,I,<.0001,0.05,M,I,2.166E81
31945,sig2,0.2195,0,1000,I,<.0001,0.05,M,I,-0.11331
31945,fz,6.5877,0,1000,I,<.0001,0.05,M,I,-0.00005
31946,logitpi,-2.5438,1.3304,1000,-1.91,0.0562,0.05,-5.1544,0.06689,0.61563
31946,beta1,-6.7198,,1000,,,0.05,,,-4.92935
31946,sig1,1.0062,,1000,,,0.05,,,-9.63563
31946,beta2,-6.5008,,1000,,,0.05,,,2.08233
31946,sig2,1.0212,0.2416,1000,4.23,<.0001,0.05,0.5472,1.4952,8.17598
31946,fz,6.0932,,1000,,,0.05,,,0.000327
31955,logitpi,-1.5041,0.7824,1000,-1.92,0.0549,0.05,-3.0395,0.03132,5.158E-6
31955,beta1,-2.7147,0.2424,1000,-11.20,<.0001,0.05,-3.1904,-2.2391,0.004352
31955,sig1,-0.4892,0.3144,1000,-1.56,0.1201,0.05,-1.1062,0.1279,-0.00157
31955,beta2,-2.6653,0.1871,1000,-14.25,<.0001,0.05,-3.0324,-2.2982,-0.00428
31955,sig2,-0.7689,0.3216,1000,-2.39,0.0170,0.05,-1.3999,-0.1378,0.004624
31955,fz,5.1038,17.4298,1000,0.29,0.7697,0.05,-29.0995,39.3070,-0.00299
31957,logitpi,-1.4215,,1000,,,0.05,,,-12442.9
31957,beta1,-2.5983,,1000,,,0.05,,,-14117.0
31957,sig1,0.09937,,1000,,,0.05,,,11117.5
31957,beta2,-2.1503,,1000,,,0.05,,,-18425.4
31957,sig2,0.1777,,1000,,,0.05,,,15665.5
31957,fz,1.4908,,1000,,,0.05,,,1232.24
31961,logitpi,-10.6177,72.3533,1000,-0.15,0.8834,0.05,-152.60,131.36,0.000252
31961,beta1,-5.0035,0.2989,1000,-16.74,<.0001,0.05,-5.5901,-4.4169,-0.00013
31961,sig1,-0.1702,0.3232,1000,-0.53,0.5985,0.05,-0.8043,0.4640,-0.00020
31961,beta2,-4.9932,0.3984,1000,-12.53,<.0001,0.05,-5.7751,-4.2113,-0.00002
31961,sig2,0.1925,0.3158,1000,0.61,0.5424,0.05,-0.4273,0.8122,0.000202
31961,fz,3.0611,9.3778,1000,0.33,0.7442,0.05,-15.3414,21.4635,0.000225
31972,logitpi,-10.7804,31.3984,1000,-0.34,0.7314,0.05,-72.3947,50.8338,0.000155
31972,beta1,-3.9681,0.2018,1000,-19.66,<.0001,0.05,-4.3642,-3.5720,0.003996
31972,sig1,-0.2088,0.2197,1000,-0.95,0.3422,0.05,-0.6400,0.2224,-0.00140
31972,beta2,-3.9071,0.2088,1000,-18.71,<.0001,0.05,-4.3168,-3.4974,-0.00063
31972,sig2,-0.1691,0.2179,1000,-0.78,0.4379,0.05,-0.5967,0.2585,-0.00021
31972,fz,5.9209,,1000,,,0.05,,,-0.00006
31973,logitpi,-13.1515,0,1000,I,<.0001,0.05,M,I,0.000012
31973,beta1,-4.1603,0,1000,I,<.0001,0.05,M,I,0.018030
31973,sig1,0.3411,0,1000,I,<.0001,0.05,M,I,0.044636
31973,beta2,-3.2851,0,1000,I,<.0001,0.05,M,I,-0.02879
31973,sig2,0.07873,0,1000,I,<.0001,0.05,M,I,-0.03482
31973,fz,6.5980,0,1000,I,<.0001,0.05,M,I,-0.00003
31975,logitpi,-21.3161,,1000,,,0.05,,,3.865E-9
31975,beta1,-5.5818,0,1000,I,<.0001,0.05,M,I,-1.45E81
31975,sig1,0.1350,0,1000,I,<.0001,0.05,M,I,0.35374
31975,beta2,-4.4858,0,1000,I,<.0001,0.05,M,I,0.10501
31975,sig2,-0.4471,0,1000,I,<.0001,0.05,M,I,6.607E81
31975,fz,-6.0741,0,1000,I,<.0001,0.05,M,I,1.352E81
31979,logitpi,-18.2217,0,1000,I,<.0001,0.05,M,I,3.008E-7
31979,beta1,-3.2838,,1000,,,0.05,,,-0.22542
31979,sig1,-0.2791,,1000,,,0.05,,,-7.47E81
31979,beta2,-3.2364,,1000,,,0.05,,,-2.26E81
31979,sig2,-0.1563,0,1000,I,<.0001,0.05,M,I,8.269E81
31979,fz,6.5226,0,1000,I,<.0001,0.05,M,I,1.271E81
31980,logitpi,-1.5617,0.6841,1000,-2.28,0.0227,0.05,-2.9041,-0.2192,0.001261
31980,beta1,-3.9947,0.1748,1000,-22.86,<.0001,0.05,-4.3376,-3.6517,0.000219
31980,sig1,-0.5646,0.2508,1000,-2.25,0.0246,0.05,-1.0568,-0.07234,0.000308
31980,beta2,-3.8478,0.1816,1000,-21.19,<.0001,0.05,-4.2042,-3.4915,0.000560
31980,sig2,-0.5086,0.2466,1000,-2.06,0.0395,0.05,-0.9925,-0.02461,-0.00004
31980,fz,2.4249,1.4451,1000,1.68,0.0937,0.05,-0.4110,5.2607,-0.00069
31981,logitpi,-1.5640,0.6870,1000,-2.28,0.0230,0.05,-2.9121,-0.2158,-0.00143
31981,beta1,-3.9955,0.1752,1000,-22.80,<.0001,0.05,-4.3393,-3.6517,-0.00142
31981,sig1,-0.5626,0.2509,1000,-2.24,0.0251,0.05,-1.0548,-0.07028,-0.00008
31981,beta2,-3.8487,0.1820,1000,-21.14,<.0001,0.05,-4.2059,-3.4915,0.000682
31981,sig2,-0.5065,0.2465,1000,-2.05,0.0402,0.05,-0.9903,-0.02272,0.001576
31981,fz,2.4301,1.4570,1000,1.67,0.0957,0.05,-0.4290,5.2891,0.000813
31982,logitpi,-6.7732,0,1000,I,<.0001,0.05,M,I,1.23E81
31982,beta1,-3.8428,,1000,,,0.05,,,0.031858
31982,sig1,-0.2928,,1000,,,0.05,,,7.395E81
31982,beta2,-3.8310,,1000,,,0.05,,,-0.26777
31982,sig2,-0.2724,,1000,,,0.05,,,0
31982,fz,6.4777,,1000,,,0.05,,,-0.00068
31983,logitpi,-6.0136,,1000,,,0.05,,,0.041433
31983,beta1,-3.9234,,1000,,,0.05,,,-1.53484
31983,sig1,-0.4816,,1000,,,0.05,,,0.045940
31983,beta2,-3.7208,,1000,,,0.05,,,-0.34933
31983,sig2,-0.5890,0,1000,I,<.0001,0.05,M,I,-1.12696
31983,fz,6.0781,0,1000,I,<.0001,0.05,M,I,-0.00080
31985,logitpi,-1.7186,0.6856,1000,-2.51,0.0123,0.05,-3.0640,-0.3732,2.47214
31985,beta1,-5.8893,,1000,,,0.05,,,-20.0356
31985,sig1,1.5137,0.1633,1000,9.27,<.0001,0.05,1.1933,1.8342,-48.9309
31985,beta2,-5.8560,,1000,,,0.05,,,19.7915
31985,sig2,1.5070,0.2150,1000,7.01,<.0001,0.05,1.0852,1.9288,56.2474
31985,fz,5.5976,0,1000,I,<.0001,0.05,M,I,0.007772
32001,logitpi,8.332E82,0,1000,I,<.0001,0.05,M,I,0
32001,beta1,-3.3550,0,1000,I,<.0001,0.05,M,I,0
32001,sig1,-0.2334,0,1000,I,<.0001,0.05,M,I,0
32001,beta2,-3.2983,0,1000,I,<.0001,0.05,M,I,0
32001,sig2,7.738E83,0,1000,I,<.0001,0.05,M,I,0
32001,fz,7.1866,0,1000,I,<.0001,0.05,M,I,0
32309,logitpi,-1.4619,,1000,,,0.05,,,-0.01437
32309,beta1,-4.4570,0,1000,I,<.0001,0.05,M,I,-0.02610
32309,sig1,-0.7721,,1000,,,0.05,,,-5.4E81
32309,beta2,-3.3995,0,1000,I,<.0001,0.05,M,I,0
32309,sig2,0.06764,0,1000,I,<.0001,0.05,M,I,0.056692
32309,fz,-6.4888,0,1000,I,<.0001,0.05,M,I,1.277E81
32310,logitpi,-10.8535,112.27,1000,-0.10,0.9230,0.05,-231.16,209.45,0.000113
32310,beta1,-4.3885,0.3918,1000,-11.20,<.0001,0.05,-5.1573,-3.6198,0.000371
32310,sig1,-0.4545,0.4876,1000,-0.93,0.3515,0.05,-1.4113,0.5024,-0.00026
32310,beta2,-3.6615,0.2079,1000,-17.61,<.0001,0.05,-4.0695,-3.2535,-0.00020
32310,sig2,-2.5894,4.1451,1000,-0.62,0.5323,0.05,-10.7235,5.5448,0.000152
32310,fz,4.9456,32.1378,1000,0.15,0.8777,0.05,-58.1196,68.0108,0.000013
32313,logitpi,-1.9864,7.259E-6,1000,-273653,<.0001,0.05,-1.9864,-1.9864,-375.383
32313,beta1,-3.7490,0.000012,1000,-312720,<.0001,0.05,-3.7490,-3.7490,-151.918
32313,sig1,-0.4697,5.016E-6,1000,-93647,<.0001,0.05,-0.4697,-0.4697,945.396
32313,beta2,-3.0690,0.000010,1000,-298572,<.0001,0.05,-3.0690,-3.0690,-0.03996
32313,sig2,0.1775,3.022E-6,1000,58742.1,<.0001,0.05,0.1775,0.1775,967.110
32313,fz,1.5105,0.000015,1000,98076.9,<.0001,0.05,1.5104,1.5105,574.406
32315,logitpi,-2.5549,1.2240,1000,-2.09,0.0371,0.05,-4.9568,-0.1529,-0.00003
32315,beta1,-3.7806,0.2049,1000,-18.45,<.0001,0.05,-4.1827,-3.3784,-0.00021
32315,sig1,-1.1503,0.9374,1000,-1.23,0.2201,0.05,-2.9897,0.6891,0.000195
32315,beta2,-3.6783,0.2758,1000,-13.34,<.0001,0.05,-4.2195,-3.1370,0.000267
32315,sig2,-0.2515,0.3595,1000,-0.70,0.4843,0.05,-0.9570,0.4539,-0.00021
32315,fz,2.4118,18.0899,1000,0.13,0.8940,0.05,-33.0867,37.9102,0.000028
32317,logitpi,-5.5561,0,1000,I,<.0001,0.05,M,I,1.458E81
32317,beta1,-10.3245,0,1000,I,<.0001,0.05,M,I,8.443E80
32317,sig1,1.6714,0,1000,I,<.0001,0.05,M,I,0.27900
32317,beta2,-4.4449,0,1000,I,<.0001,0.05,M,I,-1.76E81
32317,sig2,-0.9680,0,1000,I,<.0001,0.05,M,I,4.858E81
32317,fz,5.4982,0,1000,I,<.0001,0.05,M,I,1.471E81
32319,logitpi,-8.6656,0,1000,I,<.0001,0.05,M,I,0.000248
32319,beta1,-4.0230,,1000,,,0.05,,,1.903E81
32319,sig1,-0.1452,0,1000,I,<.0001,0.05,M,I,0
32319,beta2,-4.0319,0,1000,I,<.0001,0.05,M,I,1.9E81
32319,sig2,-0.2164,0,1000,I,<.0001,0.05,M,I,-7.86E81
32319,fz,6.6967,,1000,,,0.05,,,1.242E81
32360,logitpi,-17.4991,0,1000,I,<.0001,0.05,M,I,4.019E-7
32360,beta1,-0.7143,,1000,,,0.05,,,0.002570
32360,sig1,0.2005,0,1000,I,<.0001,0.05,M,I,7.964E81
32360,beta2,-1.2435,0,1000,I,<.0001,0.05,M,I,-0.00206
32360,sig2,0.4225,,1000,,,0.05,,,0.001256
32360,fz,6.5044,0,1000,I,<.0001,0.05,M,I,-0.00010
32365,logitpi,-1.4443,,1000,,,0.05,,,-3.91E81
32365,beta1,-0.05784,,1000,,,0.05,,,-0.00324
32365,sig1,-0.1453,,1000,,,0.05,,,0.021636
32365,beta2,-0.5329,,1000,,,0.05,,,0.006798
32365,sig2,0.03920,,1000,,,0.05,,,0.001232
32365,fz,6.2234,,1000,,,0.05,,,1.324E81
32407,logitpi,-19.2606,,1000,,,0.05,,,4.726E-8
32407,beta1,-4.0415,0.7942,1000,-5.09,<.0001,0.05,-5.6001,-2.4829,0.000068
32407,sig1,0.8937,0.2897,1000,3.09,0.0021,0.05,0.3253,1.4621,-0.00006
32407,beta2,-5.0289,0.9599,1000,-5.24,<.0001,0.05,-6.9126,-3.1452,-0.00006
32407,sig2,0.8271,0.3397,1000,2.43,0.0151,0.05,0.1604,1.4938,-0.00009
32407,fz,0.5753,0.4279,1000,1.34,0.1791,0.05,-0.2644,1.4150,0.000020
