metaanalysisid,Descr,Value
17926,-2 Log Likelihood,410.7
17926,AIC (smaller is better),422.7
17926,AICC (smaller is better),432.0
17926,BIC (smaller is better),427.3
17935,-2 Log Likelihood,222.3
17935,AIC (smaller is better),234.3
17935,AICC (smaller is better),255.3
17935,BIC (smaller is better),236.7
17936,-2 Log Likelihood,661.3
17936,AIC (smaller is better),673.3
17936,AICC (smaller is better),681.7
17936,BIC (smaller is better),678.3
17944,-2 Log Likelihood,372.0
17944,AIC (smaller is better),384.0
17944,AICC (smaller is better),393.3
17944,BIC (smaller is better),388.6
17982,-2 Log Likelihood,372.0
17982,AIC (smaller is better),384.0
17982,AICC (smaller is better),393.3
17982,BIC (smaller is better),388.6
18038,-2 Log Likelihood,425.3
18038,AIC (smaller is better),437.3
18038,AICC (smaller is better),445.7
18038,BIC (smaller is better),442.3
18043,-2 Log Likelihood,304.4
18043,AIC (smaller is better),316.4
18043,AICC (smaller is better),326.9
18043,BIC (smaller is better),320.7
18066,-2 Log Likelihood,397.8
18066,AIC (smaller is better),409.8
18066,AICC (smaller is better),419.1
18066,BIC (smaller is better),414.4
18070,-2 Log Likelihood,415.2
18070,AIC (smaller is better),427.2
18070,AICC (smaller is better),436.5
18070,BIC (smaller is better),431.8
18072,-2 Log Likelihood,367.4
18072,AIC (smaller is better),379.4
18072,AICC (smaller is better),389.9
18072,BIC (smaller is better),383.7
18158,-2 Log Likelihood,621.4
18158,AIC (smaller is better),633.4
18158,AICC (smaller is better),645.4
18158,BIC (smaller is better),637.2
18167,-2 Log Likelihood,379.2
18167,AIC (smaller is better),391.2
18167,AICC (smaller is better),412.2
18167,BIC (smaller is better),393.6
18168,-2 Log Likelihood,991.1
18168,AIC (smaller is better),1003.1
18168,AICC (smaller is better),1017.1
18168,BIC (smaller is better),1006.5
18202,-2 Log Likelihood,1437.8
18202,AIC (smaller is better),1449.8
18202,AICC (smaller is better),1458.2
18202,BIC (smaller is better),1454.8
18216,-2 Log Likelihood,2617.4
18216,AIC (smaller is better),2629.4
18216,AICC (smaller is better),2639.9
18216,BIC (smaller is better),2633.6
18222,-2 Log Likelihood,1554.5
18222,AIC (smaller is better),1566.5
18222,AICC (smaller is better),1587.5
18222,BIC (smaller is better),1568.9
18223,-2 Log Likelihood,1711.9
18223,AIC (smaller is better),1723.9
18223,AICC (smaller is better),1751.9
18223,BIC (smaller is better),1725.7
18224,-2 Log Likelihood,2031.9
18224,AIC (smaller is better),2043.9
18224,AICC (smaller is better),2064.9
18224,BIC (smaller is better),2046.3
18230,-2 Log Likelihood,3115.8
18230,AIC (smaller is better),3127.8
18230,AICC (smaller is better),3138.3
18230,BIC (smaller is better),3132.0
18293,-2 Log Likelihood,434.9
18293,AIC (smaller is better),446.9
18293,AICC (smaller is better),467.9
18293,BIC (smaller is better),449.2
18297,-2 Log Likelihood,512.1
18297,AIC (smaller is better),524.1
18297,AICC (smaller is better),545.1
18297,BIC (smaller is better),526.5
18452,-2 Log Likelihood,804.5
18452,AIC (smaller is better),816.5
18452,AICC (smaller is better),833.3
18452,BIC (smaller is better),819.4
18460,-2 Log Likelihood,232E75
18460,AIC (smaller is better),232E75
18460,AICC (smaller is better),232E75
18460,BIC (smaller is better),232E75
18462,-2 Log Likelihood,641.6
18462,AIC (smaller is better),653.6
18462,AICC (smaller is better),674.6
18462,BIC (smaller is better),656.0
18590,-2 Log Likelihood,782.7
18590,AIC (smaller is better),794.7
18590,AICC (smaller is better),822.7
18590,BIC (smaller is better),796.5
18796,-2 Log Likelihood,1236.1
18796,AIC (smaller is better),1248.1
18796,AICC (smaller is better),1276.1
18796,BIC (smaller is better),1249.9
19039,-2 Log Likelihood,196.9
19039,AIC (smaller is better),208.9
19039,AICC (smaller is better),229.9
19039,BIC (smaller is better),211.3
19043,-2 Log Likelihood,210.0
19043,AIC (smaller is better),222.0
19043,AICC (smaller is better),236.0
19043,BIC (smaller is better),225.3
19058,-2 Log Likelihood,223.8
19058,AIC (smaller is better),235.8
19058,AICC (smaller is better),252.6
19058,BIC (smaller is better),238.7
19267,-2 Log Likelihood,4332.2
19267,AIC (smaller is better),4344.2
19267,AICC (smaller is better),4349.5
19267,BIC (smaller is better),4351.1
19268,-2 Log Likelihood,2178.3
19268,AIC (smaller is better),2190.3
19268,AICC (smaller is better),2211.3
19268,BIC (smaller is better),2192.6
19600,-2 Log Likelihood,1833.2
19600,AIC (smaller is better),1845.2
19600,AICC (smaller is better),1854.5
19600,BIC (smaller is better),1849.8
19605,-2 Log Likelihood,856.5
19605,AIC (smaller is better),868.5
19605,AICC (smaller is better),885.3
19605,BIC (smaller is better),871.4
19868,-2 Log Likelihood,1925.7
19868,AIC (smaller is better),1937.7
19868,AICC (smaller is better),1941.0
19868,BIC (smaller is better),1946.7
19879,-2 Log Likelihood,762.5
19879,AIC (smaller is better),774.5
19879,AICC (smaller is better),783.8
19879,BIC (smaller is better),779.1
19881,-2 Log Likelihood,1679.8
19881,AIC (smaller is better),1691.8
19881,AICC (smaller is better),1695.3
19881,BIC (smaller is better),1700.4
19884,-2 Log Likelihood,662.9
19884,AIC (smaller is better),674.9
19884,AICC (smaller is better),688.9
19884,BIC (smaller is better),678.3
19890,-2 Log Likelihood,240.8
19890,AIC (smaller is better),252.8
19890,AICC (smaller is better),262.2
19890,BIC (smaller is better),257.5
20019,-2 Log Likelihood,1060.7
20019,AIC (smaller is better),1072.7
20019,AICC (smaller is better),1077.7
20019,BIC (smaller is better),1079.8
20024,-2 Log Likelihood,703.7
20024,AIC (smaller is better),715.7
20024,AICC (smaller is better),720.6
20024,BIC (smaller is better),722.8
20025,-2 Log Likelihood,681.5
20025,AIC (smaller is better),693.5
20025,AICC (smaller is better),698.5
20025,BIC (smaller is better),700.6
20028,-2 Log Likelihood,1095.0
20028,AIC (smaller is better),1107.0
20028,AICC (smaller is better),1112.0
20028,BIC (smaller is better),1114.1
20029,-2 Log Likelihood,1085.2
20029,AIC (smaller is better),1097.2
20029,AICC (smaller is better),1102.2
20029,BIC (smaller is better),1104.3
20049,-2 Log Likelihood,276.9
20049,AIC (smaller is better),288.9
20049,AICC (smaller is better),305.7
20049,BIC (smaller is better),291.8
20498,-2 Log Likelihood,243.7
20498,AIC (smaller is better),255.7
20498,AICC (smaller is better),272.5
20498,BIC (smaller is better),258.7
20508,-2 Log Likelihood,314.6
20508,AIC (smaller is better),326.6
20508,AICC (smaller is better),347.6
20508,BIC (smaller is better),329.0
20511,-2 Log Likelihood,585.1
20511,AIC (smaller is better),597.1
20511,AICC (smaller is better),625.1
20511,BIC (smaller is better),598.9
20650,-2 Log Likelihood,1232.6
20650,AIC (smaller is better),1244.6
20650,AICC (smaller is better),1253.0
20650,BIC (smaller is better),1249.6
20660,-2 Log Likelihood,724.5
20660,AIC (smaller is better),736.5
20660,AICC (smaller is better),757.5
20660,BIC (smaller is better),738.9
20826,-2 Log Likelihood,672.7
20826,AIC (smaller is better),684.7
20826,AICC (smaller is better),696.7
20826,BIC (smaller is better),688.5
20865,-2 Log Likelihood,2829.3
20865,AIC (smaller is better),2841.3
20865,AICC (smaller is better),2850.7
20865,BIC (smaller is better),2846.0
20914,-2 Log Likelihood,3081.4
20914,AIC (smaller is better),3093.4
20914,AICC (smaller is better),3101.1
20914,BIC (smaller is better),3098.8
20936,-2 Log Likelihood,5138.2
20936,AIC (smaller is better),5150.2
20936,AICC (smaller is better),5152.7
20936,BIC (smaller is better),5160.5
20938,-2 Log Likelihood,6108.8
20938,AIC (smaller is better),6120.8
20938,AICC (smaller is better),6123.3
20938,BIC (smaller is better),6131.1
20958,-2 Log Likelihood,3081.4
20958,AIC (smaller is better),3093.4
20958,AICC (smaller is better),3101.1
20958,BIC (smaller is better),3098.8
21127,-2 Log Likelihood,534.2
21127,AIC (smaller is better),546.2
21127,AICC (smaller is better),567.2
21127,BIC (smaller is better),548.6
21128,-2 Log Likelihood,370.0
21128,AIC (smaller is better),382.0
21128,AICC (smaller is better),398.8
21128,BIC (smaller is better),384.9
21247,-2 Log Likelihood,1829.9
21247,AIC (smaller is better),1841.9
21247,AICC (smaller is better),1845.5
21247,BIC (smaller is better),1850.3
21258,-2 Log Likelihood,608.3
21258,AIC (smaller is better),620.3
21258,AICC (smaller is better),625.6
21258,BIC (smaller is better),627.2
21273,-2 Log Likelihood,601.4
21273,AIC (smaller is better),613.4
21273,AICC (smaller is better),620.4
21273,BIC (smaller is better),619.1
21321,-2 Log Likelihood,971.1
21321,AIC (smaller is better),983.1
21321,AICC (smaller is better),1004.1
21321,BIC (smaller is better),985.5
21332,-2 Log Likelihood,514.4
21332,AIC (smaller is better),526.4
21332,AICC (smaller is better),540.4
21332,BIC (smaller is better),529.8
21799,-2 Log Likelihood,721.5
21799,AIC (smaller is better),733.5
21799,AICC (smaller is better),754.5
21799,BIC (smaller is better),735.8
21806,-2 Log Likelihood,992.8
21806,AIC (smaller is better),1004.8
21806,AICC (smaller is better),1016.8
21806,BIC (smaller is better),1008.6
21832,-2 Log Likelihood,716.8
21832,AIC (smaller is better),728.8
21832,AICC (smaller is better),745.6
21832,BIC (smaller is better),731.7
21839,-2 Log Likelihood,992.8
21839,AIC (smaller is better),1004.8
21839,AICC (smaller is better),1016.8
21839,BIC (smaller is better),1008.6
21860,-2 Log Likelihood,462.5
21860,AIC (smaller is better),474.5
21860,AICC (smaller is better),491.3
21860,BIC (smaller is better),477.4
21988,-2 Log Likelihood,1120.3
21988,AIC (smaller is better),1132.3
21988,AICC (smaller is better),1146.3
21988,BIC (smaller is better),1135.7
22339,-2 Log Likelihood,1624.5
22339,AIC (smaller is better),1636.5
22339,AICC (smaller is better),1639.7
22339,BIC (smaller is better),1645.7
22340,-2 Log Likelihood,1012.1
22340,AIC (smaller is better),1024.1
22340,AICC (smaller is better),1030.1
22340,BIC (smaller is better),1030.4
22341,-2 Log Likelihood,606.8
22341,AIC (smaller is better),618.8
22341,AICC (smaller is better),632.8
22341,BIC (smaller is better),622.2
22342,-2 Log Likelihood,1359.8
22342,AIC (smaller is better),1371.8
22342,AICC (smaller is better),1378.8
22342,BIC (smaller is better),1377.5
22343,-2 Log Likelihood,233.6
22343,AIC (smaller is better),245.6
22343,AICC (smaller is better),262.4
22343,BIC (smaller is better),248.5
22344,-2 Log Likelihood,1297.6
22344,AIC (smaller is better),1309.6
22344,AICC (smaller is better),1314.6
22344,BIC (smaller is better),1316.7
22350,-2 Log Likelihood,1226.7
22350,AIC (smaller is better),1238.7
22350,AICC (smaller is better),1245.7
22350,BIC (smaller is better),1244.3
22351,-2 Log Likelihood,242.6
22351,AIC (smaller is better),254.6
22351,AICC (smaller is better),271.4
22351,BIC (smaller is better),257.5
22353,-2 Log Likelihood,1206.2
22353,AIC (smaller is better),1218.2
22353,AICC (smaller is better),1221.5
22353,BIC (smaller is better),1227.0
22354,-2 Log Likelihood,1411.8
22354,AIC (smaller is better),1423.8
22354,AICC (smaller is better),1427.8
22354,BIC (smaller is better),1431.8
22355,-2 Log Likelihood,1308.5
22355,AIC (smaller is better),1320.5
22355,AICC (smaller is better),1326.9
22355,BIC (smaller is better),1326.5
22603,-2 Log Likelihood,924.5
22603,AIC (smaller is better),936.5
22603,AICC (smaller is better),950.5
22603,BIC (smaller is better),939.9
22604,-2 Log Likelihood,2491.5
22604,AIC (smaller is better),2503.5
22604,AICC (smaller is better),2507.0
22604,BIC (smaller is better),2512.1
22621,-2 Log Likelihood,303.2
22621,AIC (smaller is better),315.2
22621,AICC (smaller is better),336.2
22621,BIC (smaller is better),317.5
22626,-2 Log Likelihood,583.4
22626,AIC (smaller is better),595.4
22626,AICC (smaller is better),601.9
22626,BIC (smaller is better),601.4
22630,-2 Log Likelihood,383.3
22630,AIC (smaller is better),395.3
22630,AICC (smaller is better),423.3
22630,BIC (smaller is better),397.1
22636,-2 Log Likelihood,232E75
22636,AIC (smaller is better),232E75
22636,AICC (smaller is better),232E75
22636,BIC (smaller is better),232E75
22641,-2 Log Likelihood,292.1
22641,AIC (smaller is better),304.1
22641,AICC (smaller is better),320.9
22641,BIC (smaller is better),307.0
22655,-2 Log Likelihood,1483.0
22655,AIC (smaller is better),1495.0
22655,AICC (smaller is better),1511.8
22655,BIC (smaller is better),1497.9
22656,-2 Log Likelihood,951.9
22656,AIC (smaller is better),963.9
22656,AICC (smaller is better),972.3
22656,BIC (smaller is better),968.9
22660,-2 Log Likelihood,1800.2
22660,AIC (smaller is better),1812.2
22660,AICC (smaller is better),1819.2
22660,BIC (smaller is better),1817.9
22661,-2 Log Likelihood,641.9
22661,AIC (smaller is better),653.9
22661,AICC (smaller is better),681.9
22661,BIC (smaller is better),655.7
22667,-2 Log Likelihood,547.2
22667,AIC (smaller is better),559.2
22667,AICC (smaller is better),576.0
22667,BIC (smaller is better),562.1
22783,-2 Log Likelihood,366.4
22783,AIC (smaller is better),378.4
22783,AICC (smaller is better),399.4
22783,BIC (smaller is better),380.8
22784,-2 Log Likelihood,375.6
22784,AIC (smaller is better),387.6
22784,AICC (smaller is better),408.6
22784,BIC (smaller is better),390.0
22797,-2 Log Likelihood,807.5
22797,AIC (smaller is better),819.5
22797,AICC (smaller is better),836.3
22797,BIC (smaller is better),822.4
22799,-2 Log Likelihood,807.5
22799,AIC (smaller is better),819.5
22799,AICC (smaller is better),836.3
22799,BIC (smaller is better),822.4
22806,-2 Log Likelihood,561.3
22806,AIC (smaller is better),573.3
22806,AICC (smaller is better),583.8
22806,BIC (smaller is better),577.6
22811,-2 Log Likelihood,527.1
22811,AIC (smaller is better),539.1
22811,AICC (smaller is better),553.1
22811,BIC (smaller is better),542.5
23103,-2 Log Likelihood,1193.4
23103,AIC (smaller is better),1205.4
23103,AICC (smaller is better),1222.2
23103,BIC (smaller is better),1208.3
23429,-2 Log Likelihood,397.2
23429,AIC (smaller is better),409.2
23429,AICC (smaller is better),437.2
23429,BIC (smaller is better),411.0
23437,-2 Log Likelihood,2039.0
23437,AIC (smaller is better),2051.0
23437,AICC (smaller is better),2056.6
23437,BIC (smaller is better),2057.6
23559,-2 Log Likelihood,917.0
23559,AIC (smaller is better),929.0
23559,AICC (smaller is better),937.4
23559,BIC (smaller is better),934.0
23603,-2 Log Likelihood,1175.9
23603,AIC (smaller is better),1187.9
23603,AICC (smaller is better),1208.9
23603,BIC (smaller is better),1190.2
24133,-2 Log Likelihood,926.3
24133,AIC (smaller is better),938.3
24133,AICC (smaller is better),952.3
24133,BIC (smaller is better),941.7
24358,-2 Log Likelihood,188.9
24358,AIC (smaller is better),200.9
24358,AICC (smaller is better),221.9
24358,BIC (smaller is better),203.3
24363,-2 Log Likelihood,364.4
24363,AIC (smaller is better),376.4
24363,AICC (smaller is better),393.2
24363,BIC (smaller is better),379.3
24396,-2 Log Likelihood,526.5
24396,AIC (smaller is better),538.5
24396,AICC (smaller is better),542.9
24396,BIC (smaller is better),546.0
24400,-2 Log Likelihood,262.3
24400,AIC (smaller is better),274.3
24400,AICC (smaller is better),302.3
24400,BIC (smaller is better),276.1
24402,-2 Log Likelihood,352.0
24402,AIC (smaller is better),364.0
24402,AICC (smaller is better),371.0
24402,BIC (smaller is better),369.7
24404,-2 Log Likelihood,216.9
24404,AIC (smaller is better),228.9
24404,AICC (smaller is better),240.9
24404,BIC (smaller is better),232.7
24464,-2 Log Likelihood,230.1
24464,AIC (smaller is better),242.1
24464,AICC (smaller is better),258.9
24464,BIC (smaller is better),245.0
24484,-2 Log Likelihood,230.1
24484,AIC (smaller is better),242.1
24484,AICC (smaller is better),258.9
24484,BIC (smaller is better),245.0
24518,-2 Log Likelihood,182.0
24518,AIC (smaller is better),194.0
24518,AICC (smaller is better),210.8
24518,BIC (smaller is better),196.9
24521,-2 Log Likelihood,386.7
24521,AIC (smaller is better),398.7
24521,AICC (smaller is better),410.7
24521,BIC (smaller is better),402.5
25399,-2 Log Likelihood,178.2
25399,AIC (smaller is better),190.2
25399,AICC (smaller is better),218.2
25399,BIC (smaller is better),192.0
25439,-2 Log Likelihood,681.9
25439,AIC (smaller is better),693.9
25439,AICC (smaller is better),705.9
25439,BIC (smaller is better),697.7
25444,-2 Log Likelihood,580.6
25444,AIC (smaller is better),592.6
25444,AICC (smaller is better),620.6
25444,BIC (smaller is better),594.4
25681,-2 Log Likelihood,822.4
25681,AIC (smaller is better),834.4
25681,AICC (smaller is better),837.1
25681,BIC (smaller is better),844.2
25687,-2 Log Likelihood,394.0
25687,AIC (smaller is better),406.0
25687,AICC (smaller is better),427.0
25687,BIC (smaller is better),408.4
25688,-2 Log Likelihood,390.6
25688,AIC (smaller is better),402.6
25688,AICC (smaller is better),419.4
25688,BIC (smaller is better),405.5
25944,-2 Log Likelihood,633.6
25944,AIC (smaller is better),645.6
25944,AICC (smaller is better),659.6
25944,BIC (smaller is better),649.0
25964,-2 Log Likelihood,523.8
25964,AIC (smaller is better),535.8
25964,AICC (smaller is better),546.3
25964,BIC (smaller is better),540.1
25965,-2 Log Likelihood,1166.5
25965,AIC (smaller is better),1178.5
25965,AICC (smaller is better),1183.5
25965,BIC (smaller is better),1185.6
25989,-2 Log Likelihood,585.1
25989,AIC (smaller is better),597.1
25989,AICC (smaller is better),607.6
25989,BIC (smaller is better),601.4
25992,-2 Log Likelihood,716.4
25992,AIC (smaller is better),728.4
25992,AICC (smaller is better),735.4
25992,BIC (smaller is better),734.1
26863,-2 Log Likelihood,245.6
26863,AIC (smaller is better),257.6
26863,AICC (smaller is better),285.6
26863,BIC (smaller is better),259.5
26867,-2 Log Likelihood,1067.1
26867,AIC (smaller is better),1079.1
26867,AICC (smaller is better),1086.1
26867,BIC (smaller is better),1084.7
27025,-2 Log Likelihood,378.8
27025,AIC (smaller is better),390.8
27025,AICC (smaller is better),407.6
27025,BIC (smaller is better),393.7
27135,-2 Log Likelihood,930.3
27135,AIC (smaller is better),942.3
27135,AICC (smaller is better),963.3
27135,BIC (smaller is better),944.7
27223,-2 Log Likelihood,615.1
27223,AIC (smaller is better),627.1
27223,AICC (smaller is better),643.9
27223,BIC (smaller is better),630.0
27229,-2 Log Likelihood,567.5
27229,AIC (smaller is better),579.5
27229,AICC (smaller is better),593.5
27229,BIC (smaller is better),582.8
27232,-2 Log Likelihood,619.6
27232,AIC (smaller is better),631.6
27232,AICC (smaller is better),648.4
27232,BIC (smaller is better),634.6
27234,-2 Log Likelihood,360.8
27234,AIC (smaller is better),372.8
27234,AICC (smaller is better),386.8
27234,BIC (smaller is better),376.2
27238,-2 Log Likelihood,223.2
27238,AIC (smaller is better),235.2
27238,AICC (smaller is better),249.2
27238,BIC (smaller is better),238.6
27242,-2 Log Likelihood,627.7
27242,AIC (smaller is better),639.7
27242,AICC (smaller is better),651.7
27242,BIC (smaller is better),643.6
27260,-2 Log Likelihood,583.4
27260,AIC (smaller is better),595.4
27260,AICC (smaller is better),623.4
27260,BIC (smaller is better),597.2
27262,-2 Log Likelihood,183.3
27262,AIC (smaller is better),195.3
27262,AICC (smaller is better),223.3
27262,BIC (smaller is better),197.1
27266,-2 Log Likelihood,458.6
27266,AIC (smaller is better),470.6
27266,AICC (smaller is better),491.6
27266,BIC (smaller is better),473.0
27523,-2 Log Likelihood,370.8
27523,AIC (smaller is better),382.8
27523,AICC (smaller is better),390.4
27523,BIC (smaller is better),388.1
27837,-2 Log Likelihood,223.8
27837,AIC (smaller is better),235.8
27837,AICC (smaller is better),252.6
27837,BIC (smaller is better),238.7
27849,-2 Log Likelihood,3179.5
27849,AIC (smaller is better),3191.5
27849,AICC (smaller is better),3195.0
27849,BIC (smaller is better),3200.1
27852,-2 Log Likelihood,398.6
27852,AIC (smaller is better),410.6
27852,AICC (smaller is better),421.1
27852,BIC (smaller is better),414.8
27854,-2 Log Likelihood,396.0
27854,AIC (smaller is better),408.0
27854,AICC (smaller is better),418.5
27854,BIC (smaller is better),412.2
27856,-2 Log Likelihood,2863.8
27856,AIC (smaller is better),2875.8
27856,AICC (smaller is better),2881.8
27856,BIC (smaller is better),2882.1
27858,-2 Log Likelihood,2300.3
27858,AIC (smaller is better),2312.3
27858,AICC (smaller is better),2324.3
27858,BIC (smaller is better),2316.1
27860,-2 Log Likelihood,429.2
27860,AIC (smaller is better),441.2
27860,AICC (smaller is better),455.2
27860,BIC (smaller is better),444.6
27861,-2 Log Likelihood,990.5
27861,AIC (smaller is better),1002.5
27861,AICC (smaller is better),1007.5
27861,BIC (smaller is better),1009.6
27876,-2 Log Likelihood,1035.6
27876,AIC (smaller is better),1047.6
27876,AICC (smaller is better),1058.1
27876,BIC (smaller is better),1051.8
27878,-2 Log Likelihood,232.8
27878,AIC (smaller is better),244.8
27878,AICC (smaller is better),272.8
27878,BIC (smaller is better),246.6
27880,-2 Log Likelihood,2703.5
27880,AIC (smaller is better),2715.5
27880,AICC (smaller is better),2719.7
27880,BIC (smaller is better),2723.2
27881,-2 Log Likelihood,1975.9
27881,AIC (smaller is better),1987.9
27881,AICC (smaller is better),1992.1
27881,BIC (smaller is better),1995.7
27886,-2 Log Likelihood,1034.9
27886,AIC (smaller is better),1046.9
27886,AICC (smaller is better),1057.4
27886,BIC (smaller is better),1051.1
27900,-2 Log Likelihood,3126.9
27900,AIC (smaller is better),3138.9
27900,AICC (smaller is better),3142.4
27900,BIC (smaller is better),3147.5
27901,-2 Log Likelihood,3585.0
27901,AIC (smaller is better),3597.0
27901,AICC (smaller is better),3600.5
27901,BIC (smaller is better),3605.6
27923,-2 Log Likelihood,107.5
27923,AIC (smaller is better),119.5
27923,AICC (smaller is better),140.5
27923,BIC (smaller is better),121.9
27924,-2 Log Likelihood,306.2
27924,AIC (smaller is better),318.2
27924,AICC (smaller is better),325.8
27924,BIC (smaller is better),323.5
27927,-2 Log Likelihood,399.6
27927,AIC (smaller is better),411.6
27927,AICC (smaller is better),428.4
27927,BIC (smaller is better),414.5
28099,-2 Log Likelihood,2161.3
28099,AIC (smaller is better),2173.3
28099,AICC (smaller is better),2182.6
28099,BIC (smaller is better),2177.9
28101,-2 Log Likelihood,6242.3
28101,AIC (smaller is better),6254.3
28101,AICC (smaller is better),6271.1
28101,BIC (smaller is better),6257.2
28141,-2 Log Likelihood,283.6
28141,AIC (smaller is better),295.6
28141,AICC (smaller is better),307.6
28141,BIC (smaller is better),299.4
28144,-2 Log Likelihood,1598.9
28144,AIC (smaller is better),1610.9
28144,AICC (smaller is better),1622.9
28144,BIC (smaller is better),1614.7
28146,-2 Log Likelihood,5068.3
28146,AIC (smaller is better),5080.3
28146,AICC (smaller is better),5108.3
28146,BIC (smaller is better),5082.1
28153,-2 Log Likelihood,2055.2
28153,AIC (smaller is better),2067.2
28153,AICC (smaller is better),2088.2
28153,BIC (smaller is better),2069.6
28159,-2 Log Likelihood,282.2
28159,AIC (smaller is better),294.2
28159,AICC (smaller is better),308.2
28159,BIC (smaller is better),297.6
28333,-2 Log Likelihood,1118.1
28333,AIC (smaller is better),1130.1
28333,AICC (smaller is better),1137.7
28333,BIC (smaller is better),1135.4
28339,-2 Log Likelihood,592.3
28339,AIC (smaller is better),604.3
28339,AICC (smaller is better),616.3
28339,BIC (smaller is better),608.2
28343,-2 Log Likelihood,445.1
28343,AIC (smaller is better),457.1
28343,AICC (smaller is better),485.1
28343,BIC (smaller is better),458.9
28374,-2 Log Likelihood,334.1
28374,AIC (smaller is better),346.1
28374,AICC (smaller is better),374.1
28374,BIC (smaller is better),348.0
28476,-2 Log Likelihood,290.0
28476,AIC (smaller is better),302.0
28476,AICC (smaller is better),316.0
28476,BIC (smaller is better),305.3
28568,-2 Log Likelihood,236.5
28568,AIC (smaller is better),248.5
28568,AICC (smaller is better),269.5
28568,BIC (smaller is better),250.9
28639,-2 Log Likelihood,868.2
28639,AIC (smaller is better),880.2
28639,AICC (smaller is better),894.2
28639,BIC (smaller is better),883.6
28643,-2 Log Likelihood,863.5
28643,AIC (smaller is better),875.5
28643,AICC (smaller is better),892.3
28643,BIC (smaller is better),878.4
28688,-2 Log Likelihood,868.2
28688,AIC (smaller is better),880.2
28688,AICC (smaller is better),894.2
28688,BIC (smaller is better),883.6
28692,-2 Log Likelihood,863.5
28692,AIC (smaller is better),875.5
28692,AICC (smaller is better),892.3
28692,BIC (smaller is better),878.4
29048,-2 Log Likelihood,766.3
29048,AIC (smaller is better),778.3
29048,AICC (smaller is better),787.7
29048,BIC (smaller is better),783.0
29050,-2 Log Likelihood,766.3
29050,AIC (smaller is better),778.3
29050,AICC (smaller is better),787.7
29050,BIC (smaller is better),783.0
29149,-2 Log Likelihood,934.0
29149,AIC (smaller is better),946.0
29149,AICC (smaller is better),953.0
29149,BIC (smaller is better),951.7
29159,-2 Log Likelihood,511.9
29159,AIC (smaller is better),523.9
29159,AICC (smaller is better),551.9
29159,BIC (smaller is better),525.8
29177,-2 Log Likelihood,2797.8
29177,AIC (smaller is better),2809.8
29177,AICC (smaller is better),2813.3
29177,BIC (smaller is better),2818.4
29178,-2 Log Likelihood,3550.5
29178,AIC (smaller is better),3562.5
29178,AICC (smaller is better),3566.7
29178,BIC (smaller is better),3570.3
29179,-2 Log Likelihood,2942.7
29179,AIC (smaller is better),2954.7
29179,AICC (smaller is better),2959.1
29179,BIC (smaller is better),2962.2
29189,-2 Log Likelihood,300.1
29189,AIC (smaller is better),312.1
29189,AICC (smaller is better),324.1
29189,BIC (smaller is better),316.0
29223,-2 Log Likelihood,1126.0
29223,AIC (smaller is better),1138.0
29223,AICC (smaller is better),1152.0
29223,BIC (smaller is better),1141.4
29229,-2 Log Likelihood,719.2
29229,AIC (smaller is better),731.2
29229,AICC (smaller is better),759.2
29229,BIC (smaller is better),733.0
29457,-2 Log Likelihood,2485.3
29457,AIC (smaller is better),2497.3
29457,AICC (smaller is better),2502.0
29457,BIC (smaller is better),2504.6
29459,-2 Log Likelihood,1547.8
29459,AIC (smaller is better),1559.8
29459,AICC (smaller is better),1566.8
29459,BIC (smaller is better),1565.4
29465,-2 Log Likelihood,2078.0
29465,AIC (smaller is better),2090.0
29465,AICC (smaller is better),2099.3
29465,BIC (smaller is better),2094.6
29467,-2 Log Likelihood,1390.2
29467,AIC (smaller is better),1402.2
29467,AICC (smaller is better),1419.0
29467,BIC (smaller is better),1405.1
29469,-2 Log Likelihood,2485.3
29469,AIC (smaller is better),2497.3
29469,AICC (smaller is better),2502.0
29469,BIC (smaller is better),2504.6
29470,-2 Log Likelihood,2485.3
29470,AIC (smaller is better),2497.3
29470,AICC (smaller is better),2502.0
29470,BIC (smaller is better),2504.6
29471,-2 Log Likelihood,2485.3
29471,AIC (smaller is better),2497.3
29471,AICC (smaller is better),2502.0
29471,BIC (smaller is better),2504.6
29472,-2 Log Likelihood,2485.3
29472,AIC (smaller is better),2497.3
29472,AICC (smaller is better),2502.0
29472,BIC (smaller is better),2504.6
29474,-2 Log Likelihood,524.2
29474,AIC (smaller is better),536.2
29474,AICC (smaller is better),553.0
29474,BIC (smaller is better),539.1
29475,-2 Log Likelihood,2516.0
29475,AIC (smaller is better),2528.0
29475,AICC (smaller is better),2532.4
29475,BIC (smaller is better),2535.6
29793,-2 Log Likelihood,316.5
29793,AIC (smaller is better),328.5
29793,AICC (smaller is better),349.5
29793,BIC (smaller is better),330.9
30081,-2 Log Likelihood,1181.7
30081,AIC (smaller is better),1193.7
30081,AICC (smaller is better),1200.7
30081,BIC (smaller is better),1199.3
30093,-2 Log Likelihood,721.6
30093,AIC (smaller is better),733.6
30093,AICC (smaller is better),742.9
30093,BIC (smaller is better),738.2
30200,-2 Log Likelihood,1507.1
30200,AIC (smaller is better),1519.1
30200,AICC (smaller is better),1528.5
30200,BIC (smaller is better),1523.8
30229,-2 Log Likelihood,468.3
30229,AIC (smaller is better),480.3
30229,AICC (smaller is better),508.3
30229,BIC (smaller is better),482.1
30232,-2 Log Likelihood,352.0
