metaanalysisid,Descr,Value
2269,BIC (smaller is better),195.0
2270,-2 Log Likelihood,364.5
2270,AIC (smaller is better),374.5
2270,AICC (smaller is better),389.5
2270,BIC (smaller is better),376.0
2271,-2 Log Likelihood,274.8
2271,AIC (smaller is better),284.8
2271,AICC (smaller is better),299.8
2271,BIC (smaller is better),286.3
2272,-2 Log Likelihood,246.8
2272,AIC (smaller is better),256.8
2272,AICC (smaller is better),271.8
2272,BIC (smaller is better),258.3
2273,-2 Log Likelihood,130.7
2273,AIC (smaller is better),140.7
2273,AICC (smaller is better),155.7
2273,BIC (smaller is better),142.2
2274,-2 Log Likelihood,147.1
2274,AIC (smaller is better),157.1
2274,AICC (smaller is better),172.1
2274,BIC (smaller is better),158.6
2275,-2 Log Likelihood,389.2
2275,AIC (smaller is better),399.2
2275,AICC (smaller is better),414.2
2275,BIC (smaller is better),400.7
2276,-2 Log Likelihood,419.9
2276,AIC (smaller is better),429.9
2276,AICC (smaller is better),444.9
2276,BIC (smaller is better),431.5
2277,-2 Log Likelihood,166.3
2277,AIC (smaller is better),176.3
2277,AICC (smaller is better),191.3
2277,BIC (smaller is better),177.8
2278,-2 Log Likelihood,351.1
2278,AIC (smaller is better),361.1
2278,AICC (smaller is better),376.1
2278,BIC (smaller is better),362.6
2279,-2 Log Likelihood,209.7
2279,AIC (smaller is better),219.7
2279,AICC (smaller is better),234.7
2279,BIC (smaller is better),221.2
2280,-2 Log Likelihood,222.8
2280,AIC (smaller is better),232.8
2280,AICC (smaller is better),247.8
2280,BIC (smaller is better),234.3
2281,-2 Log Likelihood,263.7
2281,AIC (smaller is better),273.7
2281,AICC (smaller is better),288.7
2281,BIC (smaller is better),275.2
2282,-2 Log Likelihood,195.8
2282,AIC (smaller is better),205.8
2282,AICC (smaller is better),220.8
2282,BIC (smaller is better),207.3
2283,-2 Log Likelihood,252.4
2283,AIC (smaller is better),262.4
2283,AICC (smaller is better),277.4
2283,BIC (smaller is better),263.9
2284,-2 Log Likelihood,167.6
2284,AIC (smaller is better),177.6
2284,AICC (smaller is better),192.6
2284,BIC (smaller is better),179.2
2285,-2 Log Likelihood,285.4
2285,AIC (smaller is better),295.4
2285,AICC (smaller is better),310.4
2285,BIC (smaller is better),296.9
2286,-2 Log Likelihood,238.1
2286,AIC (smaller is better),248.1
2286,AICC (smaller is better),263.1
2286,BIC (smaller is better),249.6
2287,-2 Log Likelihood,296.5
2287,AIC (smaller is better),306.5
2287,AICC (smaller is better),321.5
2287,BIC (smaller is better),308.0
2288,-2 Log Likelihood,292.8
2288,AIC (smaller is better),302.8
2288,AICC (smaller is better),317.8
2288,BIC (smaller is better),304.3
2289,-2 Log Likelihood,404.0
2289,AIC (smaller is better),414.0
2289,AICC (smaller is better),429.0
2289,BIC (smaller is better),415.5
2290,-2 Log Likelihood,241.7
2290,AIC (smaller is better),251.7
2290,AICC (smaller is better),266.7
2290,BIC (smaller is better),253.2
2291,-2 Log Likelihood,365.4
2291,AIC (smaller is better),375.4
2291,AICC (smaller is better),390.4
2291,BIC (smaller is better),376.9
2292,-2 Log Likelihood,178.2
2292,AIC (smaller is better),188.2
2292,AICC (smaller is better),203.2
2292,BIC (smaller is better),189.7
2293,-2 Log Likelihood,308.1
2293,AIC (smaller is better),318.1
2293,AICC (smaller is better),333.1
2293,BIC (smaller is better),319.6
2294,-2 Log Likelihood,333.9
2294,AIC (smaller is better),343.9
2294,AICC (smaller is better),358.9
2294,BIC (smaller is better),345.4
2295,-2 Log Likelihood,399.8
2295,AIC (smaller is better),409.8
2295,AICC (smaller is better),424.8
2295,BIC (smaller is better),411.3
2296,-2 Log Likelihood,251.4
2296,AIC (smaller is better),261.4
2296,AICC (smaller is better),276.4
2296,BIC (smaller is better),262.9
2297,-2 Log Likelihood,266.3
2297,AIC (smaller is better),276.3
2297,AICC (smaller is better),291.3
2297,BIC (smaller is better),277.8
2298,-2 Log Likelihood,279.7
2298,AIC (smaller is better),289.7
2298,AICC (smaller is better),304.7
2298,BIC (smaller is better),291.2
2299,-2 Log Likelihood,381.4
2299,AIC (smaller is better),391.4
2299,AICC (smaller is better),406.4
2299,BIC (smaller is better),392.9
2300,-2 Log Likelihood,323.6
2300,AIC (smaller is better),333.6
2300,AICC (smaller is better),348.6
2300,BIC (smaller is better),335.1
2301,-2 Log Likelihood,281.2
2301,AIC (smaller is better),291.2
2301,AICC (smaller is better),306.2
2301,BIC (smaller is better),292.7
2302,-2 Log Likelihood,240.2
2302,AIC (smaller is better),250.2
2302,AICC (smaller is better),265.2
2302,BIC (smaller is better),251.7
2303,-2 Log Likelihood,194.8
2303,AIC (smaller is better),204.8
2303,AICC (smaller is better),219.8
2303,BIC (smaller is better),206.3
2304,-2 Log Likelihood,315.7
2304,AIC (smaller is better),325.7
2304,AICC (smaller is better),340.7
2304,BIC (smaller is better),327.2
2305,-2 Log Likelihood,224.1
2305,AIC (smaller is better),234.1
2305,AICC (smaller is better),249.1
2305,BIC (smaller is better),235.6
2306,-2 Log Likelihood,163.0
2306,AIC (smaller is better),173.0
2306,AICC (smaller is better),188.0
2306,BIC (smaller is better),174.5
2307,-2 Log Likelihood,160.2
2307,AIC (smaller is better),170.2
2307,AICC (smaller is better),185.2
2307,BIC (smaller is better),171.7
2308,-2 Log Likelihood,235.2
2308,AIC (smaller is better),245.2
2308,AICC (smaller is better),260.2
2308,BIC (smaller is better),246.7
2309,-2 Log Likelihood,211.7
2309,AIC (smaller is better),221.7
2309,AICC (smaller is better),236.7
2309,BIC (smaller is better),223.2
2310,-2 Log Likelihood,332.2
2310,AIC (smaller is better),342.2
2310,AICC (smaller is better),357.2
2310,BIC (smaller is better),343.7
2311,-2 Log Likelihood,316.5
2311,AIC (smaller is better),326.5
2311,AICC (smaller is better),341.5
2311,BIC (smaller is better),328.0
2312,-2 Log Likelihood,196.9
2312,AIC (smaller is better),206.9
2312,AICC (smaller is better),221.9
2312,BIC (smaller is better),208.5
2313,-2 Log Likelihood,362.6
2313,AIC (smaller is better),372.6
2313,AICC (smaller is better),387.6
2313,BIC (smaller is better),374.1
2314,-2 Log Likelihood,349.4
2314,AIC (smaller is better),359.4
2314,AICC (smaller is better),374.4
2314,BIC (smaller is better),360.9
2315,-2 Log Likelihood,306.6
2315,AIC (smaller is better),316.6
2315,AICC (smaller is better),331.6
2315,BIC (smaller is better),318.1
2316,-2 Log Likelihood,137.5
2316,AIC (smaller is better),147.5
2316,AICC (smaller is better),162.5
2316,BIC (smaller is better),149.0
2317,-2 Log Likelihood,179.9
2317,AIC (smaller is better),189.9
2317,AICC (smaller is better),204.9
2317,BIC (smaller is better),191.4
2319,-2 Log Likelihood,463.6
2319,AIC (smaller is better),473.6
2319,AICC (smaller is better),488.6
2319,BIC (smaller is better),475.1
2320,-2 Log Likelihood,254.0
2320,AIC (smaller is better),264.0
2320,AICC (smaller is better),279.0
2320,BIC (smaller is better),265.5
2321,-2 Log Likelihood,180.2
2321,AIC (smaller is better),190.2
2321,AICC (smaller is better),205.2
2321,BIC (smaller is better),191.7
2322,-2 Log Likelihood,357.7
2322,AIC (smaller is better),367.7
2322,AICC (smaller is better),382.7
2322,BIC (smaller is better),369.2
2323,-2 Log Likelihood,297.0
2323,AIC (smaller is better),307.0
2323,AICC (smaller is better),322.0
2323,BIC (smaller is better),308.5
2324,-2 Log Likelihood,217.4
2324,AIC (smaller is better),227.4
2324,AICC (smaller is better),242.4
2324,BIC (smaller is better),228.9
2325,-2 Log Likelihood,214.2
2325,AIC (smaller is better),224.2
2325,AICC (smaller is better),239.2
2325,BIC (smaller is better),225.7
2326,-2 Log Likelihood,256.0
2326,AIC (smaller is better),266.0
2326,AICC (smaller is better),281.0
2326,BIC (smaller is better),267.5
2327,-2 Log Likelihood,221.9
2327,AIC (smaller is better),231.9
2327,AICC (smaller is better),246.9
2327,BIC (smaller is better),233.4
2328,-2 Log Likelihood,318.3
2328,AIC (smaller is better),328.3
2328,AICC (smaller is better),343.3
2328,BIC (smaller is better),329.8
2329,-2 Log Likelihood,240.5
2329,AIC (smaller is better),250.5
2329,AICC (smaller is better),265.5
2329,BIC (smaller is better),252.0
2330,-2 Log Likelihood,270.1
2330,AIC (smaller is better),280.1
2330,AICC (smaller is better),295.1
2330,BIC (smaller is better),281.6
2331,-2 Log Likelihood,274.0
2331,AIC (smaller is better),284.0
2331,AICC (smaller is better),299.0
2331,BIC (smaller is better),285.6
2332,-2 Log Likelihood,346.0
2332,AIC (smaller is better),356.0
2332,AICC (smaller is better),371.0
2332,BIC (smaller is better),357.5
2333,-2 Log Likelihood,329.1
2333,AIC (smaller is better),339.1
2333,AICC (smaller is better),354.1
2333,BIC (smaller is better),340.6
2334,-2 Log Likelihood,215.2
2334,AIC (smaller is better),225.2
2334,AICC (smaller is better),240.2
2334,BIC (smaller is better),226.7
2335,-2 Log Likelihood,314.5
2335,AIC (smaller is better),324.5
2335,AICC (smaller is better),339.5
2335,BIC (smaller is better),326.0
2336,-2 Log Likelihood,321.7
2336,AIC (smaller is better),331.7
2336,AICC (smaller is better),346.7
2336,BIC (smaller is better),333.2
2337,-2 Log Likelihood,274.3
2337,AIC (smaller is better),284.3
2337,AICC (smaller is better),299.3
2337,BIC (smaller is better),285.8
2338,-2 Log Likelihood,230.5
2338,AIC (smaller is better),240.5
2338,AICC (smaller is better),255.5
2338,BIC (smaller is better),242.0
2339,-2 Log Likelihood,225.8
2339,AIC (smaller is better),235.8
2339,AICC (smaller is better),250.8
2339,BIC (smaller is better),237.3
2340,-2 Log Likelihood,337.3
2340,AIC (smaller is better),347.3
2340,AICC (smaller is better),362.3
2340,BIC (smaller is better),348.8
2341,-2 Log Likelihood,291.8
2341,AIC (smaller is better),301.8
2341,AICC (smaller is better),316.8
2341,BIC (smaller is better),303.3
2342,-2 Log Likelihood,238.3
2342,AIC (smaller is better),248.3
2342,AICC (smaller is better),263.3
2342,BIC (smaller is better),249.8
2343,-2 Log Likelihood,329.5
2343,AIC (smaller is better),339.5
2343,AICC (smaller is better),354.5
2343,BIC (smaller is better),341.0
2344,-2 Log Likelihood,246.0
2344,AIC (smaller is better),256.0
2344,AICC (smaller is better),271.0
2344,BIC (smaller is better),257.5
2345,-2 Log Likelihood,274.7
2345,AIC (smaller is better),284.7
2345,AICC (smaller is better),299.7
2345,BIC (smaller is better),286.2
2346,-2 Log Likelihood,234.8
2346,AIC (smaller is better),244.8
2346,AICC (smaller is better),259.8
2346,BIC (smaller is better),246.3
2347,-2 Log Likelihood,361.0
2347,AIC (smaller is better),371.0
2347,AICC (smaller is better),386.0
2347,BIC (smaller is better),372.5
2348,-2 Log Likelihood,204.8
2348,AIC (smaller is better),214.8
2348,AICC (smaller is better),229.8
2348,BIC (smaller is better),216.3
2349,-2 Log Likelihood,231.1
2349,AIC (smaller is better),241.1
2349,AICC (smaller is better),256.1
2349,BIC (smaller is better),242.6
2350,-2 Log Likelihood,338.2
2350,AIC (smaller is better),348.2
2350,AICC (smaller is better),363.2
2350,BIC (smaller is better),349.7
2351,-2 Log Likelihood,176.6
2351,AIC (smaller is better),186.6
2351,AICC (smaller is better),201.6
2351,BIC (smaller is better),188.1
2352,-2 Log Likelihood,244.0
2352,AIC (smaller is better),254.0
2352,AICC (smaller is better),269.0
2352,BIC (smaller is better),255.5
2353,-2 Log Likelihood,279.8
2353,AIC (smaller is better),289.8
2353,AICC (smaller is better),304.8
2353,BIC (smaller is better),291.3
2354,-2 Log Likelihood,208.3
2354,AIC (smaller is better),218.3
2354,AICC (smaller is better),233.3
2354,BIC (smaller is better),219.8
2355,-2 Log Likelihood,344.9
2355,AIC (smaller is better),354.9
2355,AICC (smaller is better),369.9
2355,BIC (smaller is better),356.5
2356,-2 Log Likelihood,456.3
2356,AIC (smaller is better),466.3
2356,AICC (smaller is better),481.3
2356,BIC (smaller is better),467.8
2357,-2 Log Likelihood,304.9
2357,AIC (smaller is better),314.9
2357,AICC (smaller is better),329.9
2357,BIC (smaller is better),316.5
2358,-2 Log Likelihood,311.8
2358,AIC (smaller is better),321.8
2358,AICC (smaller is better),336.8
2358,BIC (smaller is better),323.3
2359,-2 Log Likelihood,221.9
2359,AIC (smaller is better),231.9
2359,AICC (smaller is better),246.9
2359,BIC (smaller is better),233.4
2360,-2 Log Likelihood,249.9
2360,AIC (smaller is better),259.9
2360,AICC (smaller is better),274.9
2360,BIC (smaller is better),261.5
2362,-2 Log Likelihood,249.1
2362,AIC (smaller is better),259.1
2362,AICC (smaller is better),274.1
2362,BIC (smaller is better),260.7
2363,-2 Log Likelihood,201.1
2363,AIC (smaller is better),211.1
2363,AICC (smaller is better),226.1
2363,BIC (smaller is better),212.6
2364,-2 Log Likelihood,241.0
2364,AIC (smaller is better),251.0
2364,AICC (smaller is better),266.0
2364,BIC (smaller is better),252.5
2365,-2 Log Likelihood,246.4
2365,AIC (smaller is better),256.4
2365,AICC (smaller is better),271.4
2365,BIC (smaller is better),257.9
2366,-2 Log Likelihood,215.2
2366,AIC (smaller is better),225.2
2366,AICC (smaller is better),240.2
2366,BIC (smaller is better),226.7
2367,-2 Log Likelihood,230.9
2367,AIC (smaller is better),240.9
2367,AICC (smaller is better),255.9
2367,BIC (smaller is better),242.4
2368,-2 Log Likelihood,197.9
2368,AIC (smaller is better),207.9
2368,AICC (smaller is better),222.9
2368,BIC (smaller is better),209.4
2369,-2 Log Likelihood,220.5
2369,AIC (smaller is better),230.5
2369,AICC (smaller is better),245.5
2369,BIC (smaller is better),232.0
2370,-2 Log Likelihood,279.3
2370,AIC (smaller is better),289.3
2370,AICC (smaller is better),304.3
2370,BIC (smaller is better),290.8
2371,-2 Log Likelihood,424.9
2371,AIC (smaller is better),434.9
2371,AICC (smaller is better),449.9
2371,BIC (smaller is better),436.4
2372,-2 Log Likelihood,290.5
2372,AIC (smaller is better),300.5
2372,AICC (smaller is better),315.5
2372,BIC (smaller is better),302.0
2373,-2 Log Likelihood,263.0
2373,AIC (smaller is better),273.0
2373,AICC (smaller is better),288.0
2373,BIC (smaller is better),274.5
2374,-2 Log Likelihood,317.0
2374,AIC (smaller is better),327.0
2374,AICC (smaller is better),342.0
2374,BIC (smaller is better),328.6
2375,-2 Log Likelihood,271.2
2375,AIC (smaller is better),281.2
2375,AICC (smaller is better),296.2
2375,BIC (smaller is better),282.7
2376,-2 Log Likelihood,221.0
2376,AIC (smaller is better),231.0
2376,AICC (smaller is better),246.0
2376,BIC (smaller is better),232.5
2377,-2 Log Likelihood,291.8
2377,AIC (smaller is better),301.8
2377,AICC (smaller is better),316.8
2377,BIC (smaller is better),303.3
2378,-2 Log Likelihood,283.4
2378,AIC (smaller is better),293.4
2378,AICC (smaller is better),308.4
2378,BIC (smaller is better),294.9
2379,-2 Log Likelihood,391.7
2379,AIC (smaller is better),401.7
2379,AICC (smaller is better),416.7
2379,BIC (smaller is better),403.3
2380,-2 Log Likelihood,315.3
2380,AIC (smaller is better),325.3
2380,AICC (smaller is better),340.3
2380,BIC (smaller is better),326.8
2381,-2 Log Likelihood,345.8
2381,AIC (smaller is better),355.8
2381,AICC (smaller is better),370.8
2381,BIC (smaller is better),357.3
2382,-2 Log Likelihood,292.4
2382,AIC (smaller is better),302.4
2382,AICC (smaller is better),317.4
2382,BIC (smaller is better),303.9
2383,-2 Log Likelihood,298.2
2383,AIC (smaller is better),308.2
2383,AICC (smaller is better),323.2
2383,BIC (smaller is better),309.7
2384,-2 Log Likelihood,227.5
2384,AIC (smaller is better),237.5
2384,AICC (smaller is better),252.5
2384,BIC (smaller is better),239.0
2385,-2 Log Likelihood,74.4
2385,AIC (smaller is better),84.4
2385,AICC (smaller is better),99.4
2385,BIC (smaller is better),85.9
2386,-2 Log Likelihood,378.7
2386,AIC (smaller is better),388.7
2386,AICC (smaller is better),403.7
2386,BIC (smaller is better),390.2
2387,-2 Log Likelihood,332.9
2387,AIC (smaller is better),342.9
2387,AICC (smaller is better),357.9
2387,BIC (smaller is better),344.5
2388,-2 Log Likelihood,579.5
2388,AIC (smaller is better),589.5
2388,AICC (smaller is better),604.5
2388,BIC (smaller is better),591.1
2389,-2 Log Likelihood,267.0
2389,AIC (smaller is better),277.0
2389,AICC (smaller is better),292.0
2389,BIC (smaller is better),278.5
2390,-2 Log Likelihood,359.6
2390,AIC (smaller is better),369.6
2390,AICC (smaller is better),384.6
2390,BIC (smaller is better),371.1
2391,-2 Log Likelihood,289.0
2391,AIC (smaller is better),299.0
2391,AICC (smaller is better),314.0
2391,BIC (smaller is better),300.5
2392,-2 Log Likelihood,249.4
2392,AIC (smaller is better),259.4
2392,AICC (smaller is better),274.4
2392,BIC (smaller is better),260.9
2393,-2 Log Likelihood,188.1
2393,AIC (smaller is better),198.1
2393,AICC (smaller is better),213.1
2393,BIC (smaller is better),199.6
2394,-2 Log Likelihood,172.5
2394,AIC (smaller is better),182.5
2394,AICC (smaller is better),197.5
2394,BIC (smaller is better),184.0
2395,-2 Log Likelihood,206.0
2395,AIC (smaller is better),216.0
2395,AICC (smaller is better),231.0
2395,BIC (smaller is better),217.5
2396,-2 Log Likelihood,344.9
2396,AIC (smaller is better),354.9
2396,AICC (smaller is better),369.9
2396,BIC (smaller is better),356.4
2397,-2 Log Likelihood,252.2
2397,AIC (smaller is better),262.2
2397,AICC (smaller is better),277.2
2397,BIC (smaller is better),263.7
2398,-2 Log Likelihood,217.8
2398,AIC (smaller is better),227.8
2398,AICC (smaller is better),242.8
2398,BIC (smaller is better),229.4
2399,-2 Log Likelihood,407.1
2399,AIC (smaller is better),417.1
2399,AICC (smaller is better),432.1
2399,BIC (smaller is better),418.6
2400,-2 Log Likelihood,223.5
2400,AIC (smaller is better),233.5
2400,AICC (smaller is better),248.5
2400,BIC (smaller is better),235.0
2401,-2 Log Likelihood,197.7
2401,AIC (smaller is better),207.7
2401,AICC (smaller is better),222.7
2401,BIC (smaller is better),209.2
2402,-2 Log Likelihood,252.5
2402,AIC (smaller is better),262.5
2402,AICC (smaller is better),277.5
2402,BIC (smaller is better),264.0
2403,-2 Log Likelihood,465.5
2403,AIC (smaller is better),475.5
2403,AICC (smaller is better),490.5
2403,BIC (smaller is better),477.0
2404,-2 Log Likelihood,272.7
2404,AIC (smaller is better),282.7
2404,AICC (smaller is better),297.7
2404,BIC (smaller is better),284.2
2405,-2 Log Likelihood,280.1
2405,AIC (smaller is better),290.1
2405,AICC (smaller is better),305.1
2405,BIC (smaller is better),291.6
2406,-2 Log Likelihood,327.6
2406,AIC (smaller is better),337.6
2406,AICC (smaller is better),352.6
2406,BIC (smaller is better),339.1
2407,-2 Log Likelihood,272.1
2407,AIC (smaller is better),282.1
2407,AICC (smaller is better),297.1
2407,BIC (smaller is better),283.6
2408,-2 Log Likelihood,269.8
2408,AIC (smaller is better),279.8
2408,AICC (smaller is better),294.8
2408,BIC (smaller is better),281.3
2409,-2 Log Likelihood,361.5
2409,AIC (smaller is better),371.5
2409,AICC (smaller is better),386.5
2409,BIC (smaller is better),373.0
2410,-2 Log Likelihood,274.0
2410,AIC (smaller is better),284.0
2410,AICC (smaller is better),299.0
2410,BIC (smaller is better),285.5
2411,-2 Log Likelihood,374.5
2411,AIC (smaller is better),384.5
2411,AICC (smaller is better),399.5
2411,BIC (smaller is better),386.0
2412,-2 Log Likelihood,260.4
2412,AIC (smaller is better),270.4
2412,AICC (smaller is better),285.4
2412,BIC (smaller is better),271.9
2413,-2 Log Likelihood,127.2
2413,AIC (smaller is better),137.2
2413,AICC (smaller is better),152.2
2413,BIC (smaller is better),138.7
2414,-2 Log Likelihood,245.6
2414,AIC (smaller is better),255.6
2414,AICC (smaller is better),270.6
2414,BIC (smaller is better),257.1
2415,-2 Log Likelihood,311.9
2415,AIC (smaller is better),321.9
2415,AICC (smaller is better),336.9
2415,BIC (smaller is better),323.4
2416,-2 Log Likelihood,172.3
2416,AIC (smaller is better),182.3
2416,AICC (smaller is better),197.3
2416,BIC (smaller is better),183.8
2417,-2 Log Likelihood,312.4
2417,AIC (smaller is better),322.4
2417,AICC (smaller is better),337.4
2417,BIC (smaller is better),323.9
2418,-2 Log Likelihood,369.5
2418,AIC (smaller is better),379.5
2418,AICC (smaller is better),394.5
2418,BIC (smaller is better),381.0
2419,-2 Log Likelihood,221.9
2419,AIC (smaller is better),231.9
2419,AICC (smaller is better),246.9
2419,BIC (smaller is better),233.5
2420,-2 Log Likelihood,285.5
2420,AIC (smaller is better),295.5
2420,AICC (smaller is better),310.5
2420,BIC (smaller is better),297.0
2421,-2 Log Likelihood,70.4
2421,AIC (smaller is better),80.4
2421,AICC (smaller is better),95.4
2421,BIC (smaller is better),81.9
2422,-2 Log Likelihood,192.2
2422,AIC (smaller is better),202.2
2422,AICC (smaller is better),217.2
2422,BIC (smaller is better),203.7
2423,-2 Log Likelihood,198.6
2423,AIC (smaller is better),208.6
2423,AICC (smaller is better),223.6
2423,BIC (smaller is better),210.1
2424,-2 Log Likelihood,328.1
2424,AIC (smaller is better),338.1
2424,AICC (smaller is better),353.1
2424,BIC (smaller is better),339.7
2425,-2 Log Likelihood,433.8
2425,AIC (smaller is better),443.8
2425,AICC (smaller is better),458.8
2425,BIC (smaller is better),445.3
2426,-2 Log Likelihood,371.9
2426,AIC (smaller is better),381.9
2426,AICC (smaller is better),396.9
2426,BIC (smaller is better),383.4
2427,-2 Log Likelihood,268.3
2427,AIC (smaller is better),278.3
2427,AICC (smaller is better),293.3
2427,BIC (smaller is better),279.8
2428,-2 Log Likelihood,391.1
2428,AIC (smaller is better),401.1
2428,AICC (smaller is better),416.1
2428,BIC (smaller is better),402.6
2429,-2 Log Likelihood,313.4
2429,AIC (smaller is better),323.4
2429,AICC (smaller is better),338.4
2429,BIC (smaller is better),324.9
2430,-2 Log Likelihood,368.3
2430,AIC (smaller is better),378.3
2430,AICC (smaller is better),393.3
2430,BIC (smaller is better),379.8
2431,-2 Log Likelihood,333.9
2431,AIC (smaller is better),343.9
2431,AICC (smaller is better),358.9
2431,BIC (smaller is better),345.4
2432,-2 Log Likelihood,153.8
2432,AIC (smaller is better),163.8
2432,AICC (smaller is better),178.8
2432,BIC (smaller is better),165.3
2433,-2 Log Likelihood,238.4
2433,AIC (smaller is better),248.4
2433,AICC (smaller is better),263.4
2433,BIC (smaller is better),249.9
2434,-2 Log Likelihood,261.6
2434,AIC (smaller is better),271.6
2434,AICC (smaller is better),286.6
2434,BIC (smaller is better),273.1
2435,-2 Log Likelihood,113.4
2435,AIC (smaller is better),123.4
2435,AICC (smaller is better),138.4
2435,BIC (smaller is better),124.9
2436,-2 Log Likelihood,344.0
2436,AIC (smaller is better),354.0
2436,AICC (smaller is better),369.0
2436,BIC (smaller is better),355.5
2437,-2 Log Likelihood,192.8
2437,AIC (smaller is better),202.8
2437,AICC (smaller is better),217.8
2437,BIC (smaller is better),204.3
2438,-2 Log Likelihood,313.6
2438,AIC (smaller is better),323.6
2438,AICC (smaller is better),338.6
2438,BIC (smaller is better),325.1
2439,-2 Log Likelihood,237.8
2439,AIC (smaller is better),247.8
2439,AICC (smaller is better),262.8
2439,BIC (smaller is better),249.3
2440,-2 Log Likelihood,173.4
2440,AIC (smaller is better),183.4
2440,AICC (smaller is better),198.4
2440,BIC (smaller is better),184.9
2441,-2 Log Likelihood,223.3
2441,AIC (smaller is better),233.3
2441,AICC (smaller is better),248.3
2441,BIC (smaller is better),234.9
2442,-2 Log Likelihood,236.9
2442,AIC (smaller is better),246.9
2442,AICC (smaller is better),261.9
2442,BIC (smaller is better),248.4
2443,-2 Log Likelihood,201.0
2443,AIC (smaller is better),211.0
2443,AICC (smaller is better),226.0
2443,BIC (smaller is better),212.5
2444,-2 Log Likelihood,391.9
2444,AIC (smaller is better),401.9
2444,AICC (smaller is better),416.9
2444,BIC (smaller is better),403.4
2445,-2 Log Likelihood,271.3
2445,AIC (smaller is better),281.3
2445,AICC (smaller is better),296.3
2445,BIC (smaller is better),282.8
2446,-2 Log Likelihood,265.2
2446,AIC (smaller is better),275.2
2446,AICC (smaller is better),290.2
2446,BIC (smaller is better),276.7
2447,-2 Log Likelihood,291.4
2447,AIC (smaller is better),301.4
2447,AICC (smaller is better),316.4
2447,BIC (smaller is better),302.9
2448,-2 Log Likelihood,254.8
2448,AIC (smaller is better),264.8
2448,AICC (smaller is better),279.8
2448,BIC (smaller is better),266.4
2449,-2 Log Likelihood,166.1
2449,AIC (smaller is better),176.1
2449,AICC (smaller is better),191.1
2449,BIC (smaller is better),177.7
2450,-2 Log Likelihood,298.1
2450,AIC (smaller is better),308.1
2450,AICC (smaller is better),323.1
2450,BIC (smaller is better),309.7
2451,-2 Log Likelihood,255.9
2451,AIC (smaller is better),265.9
2451,AICC (smaller is better),280.9
2451,BIC (smaller is better),267.4
2452,-2 Log Likelihood,451.1
2452,AIC (smaller is better),461.1
2452,AICC (smaller is better),476.1
2452,BIC (smaller is better),462.6
2453,-2 Log Likelihood,267.6
2453,AIC (smaller is better),277.6
2453,AICC (smaller is better),292.6
2453,BIC (smaller is better),279.1
2454,-2 Log Likelihood,224.9
2454,AIC (smaller is better),234.9
2454,AICC (smaller is better),249.9
2454,BIC (smaller is better),236.4
2455,-2 Log Likelihood,142.5
2455,AIC (smaller is better),152.5
2455,AICC (smaller is better),167.5
2455,BIC (smaller is better),154.0
2456,-2 Log Likelihood,291.3
2456,AIC (smaller is better),301.3
2456,AICC (smaller is better),316.3
2456,BIC (smaller is better),302.8
2457,-2 Log Likelihood,238.6
2457,AIC (smaller is better),248.6
2457,AICC (smaller is better),263.6
2457,BIC (smaller is better),250.1
2458,-2 Log Likelihood,397.1
2458,AIC (smaller is better),407.1
2458,AICC (smaller is better),422.1
2458,BIC (smaller is better),408.7
2459,-2 Log Likelihood,362.9
2459,AIC (smaller is better),372.9
2459,AICC (smaller is better),387.9
2459,BIC (smaller is better),374.4
2460,-2 Log Likelihood,345.6
2460,AIC (smaller is better),355.6
2460,AICC (smaller is better),370.6
2460,BIC (smaller is better),357.1
2461,-2 Log Likelihood,283.4
2461,AIC (smaller is better),293.4
2461,AICC (smaller is better),308.4
2461,BIC (smaller is better),295.0
2462,-2 Log Likelihood,274.5
2462,AIC (smaller is better),284.5
2462,AICC (smaller is better),299.5
2462,BIC (smaller is better),286.0
2463,-2 Log Likelihood,388.9
2463,AIC (smaller is better),398.9
2463,AICC (smaller is better),413.9
2463,BIC (smaller is better),400.4
2464,-2 Log Likelihood,469.7
2464,AIC (smaller is better),479.7
2464,AICC (smaller is better),494.7
2464,BIC (smaller is better),481.2
2465,-2 Log Likelihood,218.8
2465,AIC (smaller is better),228.8
2465,AICC (smaller is better),243.8
2465,BIC (smaller is better),230.3
2466,-2 Log Likelihood,318.6
2466,AIC (smaller is better),328.6
2466,AICC (smaller is better),343.6
2466,BIC (smaller is better),330.1
2467,-2 Log Likelihood,356.8
2467,AIC (smaller is better),366.8
2467,AICC (smaller is better),381.8
2467,BIC (smaller is better),368.3
2468,-2 Log Likelihood,254.4
2468,AIC (smaller is better),264.4
2468,AICC (smaller is better),279.4
2468,BIC (smaller is better),265.9
2469,-2 Log Likelihood,138.0
2469,AIC (smaller is better),148.0
2469,AICC (smaller is better),163.0
2469,BIC (smaller is better),149.5
2470,-2 Log Likelihood,405.1
2470,AIC (smaller is better),415.1
2470,AICC (smaller is better),430.1
2470,BIC (smaller is better),416.6
2471,-2 Log Likelihood,228.3
2471,AIC (smaller is better),238.3
2471,AICC (smaller is better),253.3
2471,BIC (smaller is better),239.8
2472,-2 Log Likelihood,274.8
2472,AIC (smaller is better),284.8
2472,AICC (smaller is better),299.8
2472,BIC (smaller is better),286.3
2473,-2 Log Likelihood,250.7
2473,AIC (smaller is better),260.7
2473,AICC (smaller is better),275.7
2473,BIC (smaller is better),262.2
2474,-2 Log Likelihood,196.0
