metaanalysisid,Parameter,Estimate,StandardError,DF,tValue,Probt,Alpha,Lower,Upper,Gradient
18297,fz,5.6438,19.4205,1000,0.29,0.7714,0.05,-32.4657,43.7534,-0.00007
18452,beta1,-3.8388,0,1000,I,<.0001,0.05,M,I,-0.00025
18452,sig1,0.2420,0,1000,I,<.0001,0.05,M,I,-0.00019
18452,beta2,-3.5286,0,1000,I,<.0001,0.05,M,I,-0.00009
18452,sig2,0.3655,0,1000,I,<.0001,0.05,M,I,-0.00084
18452,fz,6.2281,0,1000,I,<.0001,0.05,M,I,-0.00036
18460,beta1,-4.1056,0.6062,1000,-6.77,<.0001,0.05,-5.2951,-2.9161,0.008848
18460,sig1,0.4116,0.3511,1000,1.17,0.2413,0.05,-0.2774,1.1006,-0.01096
18460,beta2,-3.7437,0.6452,1000,-5.80,<.0001,0.05,-5.0098,-2.4775,-0.00570
18460,sig2,0.5111,0.3406,1000,1.50,0.1337,0.05,-0.1572,1.1794,0.002993
18460,fz,6.3393,,1000,,,0.05,,,-0.00036
18462,beta1,-4.0434,0.4294,1000,-9.42,<.0001,0.05,-4.8860,-3.2008,0.000227
18462,sig1,-0.05252,0.4098,1000,-0.13,0.8981,0.05,-0.8567,0.7517,-0.00065
18462,beta2,-3.5718,0.3602,1000,-9.92,<.0001,0.05,-4.2785,-2.8650,0.000387
18462,sig2,-0.2476,0.4210,1000,-0.59,0.5566,0.05,-1.0737,0.5786,0.000901
18462,fz,5.7240,9.3262,1000,0.61,0.5395,0.05,-12.5771,24.0251,-0.00034
18590,beta1,-2.9414,0.3753,1000,-7.84,<.0001,0.05,-3.6780,-2.2049,0.000179
18590,sig1,-0.1659,0.4602,1000,-0.36,0.7186,0.05,-1.0690,0.7372,-0.00039
18590,beta2,-3.1415,0.3205,1000,-9.80,<.0001,0.05,-3.7704,-2.5126,-0.00017
18590,sig2,-0.5261,0.5269,1000,-1.00,0.3183,0.05,-1.5601,0.5079,0.000024
18590,fz,5.4916,22.4580,1000,0.24,0.8069,0.05,-38.5785,49.5617,-0.00051
18796,beta1,-2.2500,,1000,,,0.05,,,-0.00018
18796,sig1,0.4981,0,1000,I,<.0001,0.05,M,I,-0.00683
18796,beta2,-2.2226,,1000,,,0.05,,,-0.01242
18796,sig2,0.5000,,1000,,,0.05,,,-6.37E81
18796,fz,6.7994,0,1000,I,<.0001,0.05,M,I,-0.00027
19039,beta1,-3.6903,0.3612,1000,-10.22,<.0001,0.05,-4.3992,-2.9814,-9.62E-6
19039,sig1,-0.7493,0.9178,1000,-0.82,0.4145,0.05,-2.5504,1.0518,0.000042
19039,beta2,-4.7546,0.7706,1000,-6.17,<.0001,0.05,-6.2669,-3.2424,2.202E-6
19039,sig2,0.09889,0.7470,1000,0.13,0.8947,0.05,-1.3670,1.5648,-0.00006
19039,fz,1.2208,2.4264,1000,0.50,0.6150,0.05,-3.5407,5.9822,-0.00002
19043,beta1,-4.2923,0.3485,1000,-12.32,<.0001,0.05,-4.9762,-3.6083,0.000021
19043,sig1,-1.3558,1.8291,1000,-0.74,0.4587,0.05,-4.9452,2.2335,-0.00006
19043,beta2,-4.3374,0.4072,1000,-10.65,<.0001,0.05,-5.1365,-3.5382,-0.00003
19043,sig2,-0.8426,1.2453,1000,-0.68,0.4988,0.05,-3.2864,1.6012,7.578E-8
19043,fz,5.1073,19.1359,1000,0.27,0.7896,0.05,-32.4438,42.6584,-0.00002
19058,beta1,-3.7635,0.3199,1000,-11.76,<.0001,0.05,-4.3912,-3.1357,0.000430
19058,sig1,-9.2083,47.8261,1000,-0.19,0.8474,0.05,-103.06,84.6427,-1.68E-7
19058,beta2,-3.2374,0.2633,1000,-12.30,<.0001,0.05,-3.7541,-2.7208,-0.00108
19058,sig2,-6.6599,41.8005,1000,-0.16,0.8734,0.05,-88.6867,75.3668,4.919E-6
19058,fz,5.0883,,1000,,,0.05,,,-7.13E-9
19267,beta1,-3.6090,0,1000,I,<.0001,0.05,M,I,-2.07E81
19267,sig1,0.3584,0,1000,I,<.0001,0.05,M,I,7.038E81
19267,beta2,-3.3539,0,1000,I,<.0001,0.05,M,I,-2.2E81
19267,sig2,0.2505,0,1000,I,<.0001,0.05,M,I,0
19267,fz,6.8205,0,1000,I,<.0001,0.05,M,I,1.223E81
19268,beta1,-4.0693,0,1000,I,<.0001,0.05,M,I,1.886E81
19268,sig1,0.3591,0,1000,I,<.0001,0.05,M,I,-7.03E81
19268,beta2,-3.5195,0,1000,I,<.0001,0.05,M,I,-0.04878
19268,sig2,0.1320,0,1000,I,<.0001,0.05,M,I,8.446E81
19268,fz,6.8547,0,1000,I,<.0001,0.05,M,I,-0.00043
19600,beta1,2.983E83,0,1000,I,<.0001,0.05,M,I,0
19600,sig1,0.8847,0,1000,I,<.0001,0.05,M,I,0
19600,beta2,-1.4403,0,1000,I,<.0001,0.05,M,I,0
19600,sig2,0.7734,0,1000,I,<.0001,0.05,M,I,0
19600,fz,7.2132,0,1000,I,<.0001,0.05,M,I,0
19605,beta1,-3.9408,,1000,,,0.05,,,-0.00182
19605,sig1,0.2604,,1000,,,0.05,,,-0.00255
19605,beta2,-3.2821,0,1000,I,<.0001,0.05,M,I,-0.00012
19605,sig2,-0.1037,0,1000,I,<.0001,0.05,M,I,0.001448
19605,fz,6.4982,0,1000,I,<.0001,0.05,M,I,-0.00016
19868,beta1,-3.6434,0.2253,1000,-16.17,<.0001,0.05,-4.0855,-3.2013,-0.01286
19868,sig1,-0.2499,0.2541,1000,-0.98,0.3255,0.05,-0.7485,0.2486,0.002396
19868,beta2,-3.4023,0.2097,1000,-16.22,<.0001,0.05,-3.8138,-2.9908,0.012526
19868,sig2,-0.3147,0.2614,1000,-1.20,0.2289,0.05,-0.8276,0.1982,0.004187
19868,fz,5.9722,5.0350,1000,1.19,0.2358,0.05,-3.9081,15.8525,-0.00029
19879,beta1,-4.4084,0.3292,1000,-13.39,<.0001,0.05,-5.0543,-3.7624,0.000465
19879,sig1,-0.2593,0.3481,1000,-0.74,0.4566,0.05,-0.9424,0.4239,-0.00055
19879,beta2,-4.1746,0.4212,1000,-9.91,<.0001,0.05,-5.0011,-3.3482,-0.00012
19879,sig2,0.1226,0.2870,1000,0.43,0.6692,0.05,-0.4406,0.6859,-0.00003
19879,fz,5.7100,12.7230,1000,0.45,0.6537,0.05,-19.2568,30.6768,-0.00034
19881,beta1,-4.9542,0.5682,1000,-8.72,<.0001,0.05,-6.0691,-3.8392,0.000080
19881,sig1,0.5030,0.3058,1000,1.64,0.1003,0.05,-0.09712,1.1031,0.000464
19881,beta2,-3.3030,0.2510,1000,-13.16,<.0001,0.05,-3.7956,-2.8105,-0.00040
19881,sig2,0.01001,0.2191,1000,0.05,0.9636,0.05,-0.4200,0.4401,-0.00036
19881,fz,1.0630,0.5176,1000,2.05,0.0403,0.05,0.04728,2.0787,-0.00054
19884,beta1,-2.8118,0.3143,1000,-8.95,<.0001,0.05,-3.4286,-2.1950,0.000027
19884,sig1,-0.6174,0.8230,1000,-0.75,0.4533,0.05,-2.2323,0.9976,-0.00100
19884,beta2,-2.6671,0.3507,1000,-7.61,<.0001,0.05,-3.3553,-1.9789,0.001078
19884,sig2,-0.3601,0.5046,1000,-0.71,0.4756,0.05,-1.3502,0.6301,0.001194
19884,fz,6.1346,7.0288,1000,0.87,0.3830,0.05,-7.6583,19.9276,-0.00007
19890,beta1,-2.9205,0.5310,1000,-5.50,<.0001,0.05,-3.9626,-1.8785,0.000701
19890,sig1,0.08042,0.4787,1000,0.17,0.8666,0.05,-0.8589,1.0198,0.000308
19890,beta2,-2.0112,0.2750,1000,-7.31,<.0001,0.05,-2.5509,-1.4715,-0.00018
19890,sig2,-0.9987,0.9045,1000,-1.10,0.2698,0.05,-2.7736,0.7762,0.000340
19890,fz,5.3705,,1000,,,0.05,,,-0.00004
19937,beta1,-3.1315,0,1000,I,<.0001,0.05,M,I,-0.01237
19937,sig1,-0.1512,,1000,,,0.05,,,-0.06611
19937,beta2,-3.0322,,1000,,,0.05,,,0.032497
19937,sig2,0.1236,,1000,,,0.05,,,-8.51E81
19937,fz,6.7002,0,1000,I,<.0001,0.05,M,I,-0.00001
20019,beta1,-3.2601,,,,,,,,0
20019,sig1,0.3981,,,,,,,,0
20019,beta2,-2.1626,,,,,,,,0
20019,sig2,0.3859,,,,,,,,0
20019,fz,6.7156,,,,,,,,0
20024,beta1,-3.6360,,1000,,,0.05,,,0.017236
20024,sig1,0.2678,0,1000,I,<.0001,0.05,M,I,0.060082
20024,beta2,-3.1131,0,1000,I,<.0001,0.05,M,I,0.009507
20024,sig2,0.3525,0,1000,I,<.0001,0.05,M,I,0.024979
20024,fz,6.1639,,1000,,,0.05,,,-0.00030
20025,beta1,-3.5587,0.1919,1000,-18.55,<.0001,0.05,-3.9352,-3.1822,-0.04341
20025,sig1,0.1866,0,1000,I,<.0001,0.05,M,I,-8.06E81
20025,beta2,-3.3508,0,1000,I,<.0001,0.05,M,I,2.198E81
20025,sig2,0.4516,0,1000,I,<.0001,0.05,M,I,6.587E81
20025,fz,6.6549,0,1000,I,<.0001,0.05,M,I,1.249E81
20028,beta1,-3.1118,0,1000,I,<.0001,0.05,M,I,-2.33E81
20028,sig1,0.3612,0,1000,I,<.0001,0.05,M,I,7.024E81
20028,beta2,-2.1553,0,1000,I,<.0001,0.05,M,I,0.014848
20028,sig2,0.4256,0,1000,I,<.0001,0.05,M,I,6.707E81
20028,fz,6.4904,0,1000,I,<.0001,0.05,M,I,1.276E81
20029,beta1,-3.3488,0.4369,1000,-7.66,<.0001,0.05,-4.2062,-2.4913,-1.56756
20029,sig1,0.1955,0.2545,1000,0.77,0.4426,0.05,-0.3039,0.6949,-8E81
20029,beta2,-2.3245,0.3742,1000,-6.21,<.0001,0.05,-3.0589,-1.5901,-2.13958
20029,sig2,0.1753,0.2289,1000,0.77,0.4438,0.05,-0.2738,0.6245,-7.04076
20029,fz,6.0933,5.7462,1000,1.06,0.2892,0.05,-5.1826,17.3692,-0.00054
20049,beta1,-3.7817,0,1000,I,<.0001,0.05,M,I,2E81
20049,sig1,0.2658,0,1000,I,<.0001,0.05,M,I,0.069905
20049,beta2,-2.8530,,1000,,,0.05,,,0.016015
20049,sig2,0.3723,0,1000,I,<.0001,0.05,M,I,-0.02885
20049,fz,6.5316,,1000,,,0.05,,,-0.00007
20498,beta1,-3.3895,0.3914,1000,-8.66,<.0001,0.05,-4.1575,-2.6215,-0.00003
20498,sig1,-0.1750,0.4154,1000,-0.42,0.6736,0.05,-0.9902,0.6402,0.000020
20498,beta2,-5.2488,0.5789,1000,-9.07,<.0001,0.05,-6.3849,-4.1127,-0.00005
20498,sig2,-9.6550,,1000,,,0.05,,,0.000014
20498,fz,-5.0195,,1000,,,0.05,,,8.772E-9
20508,beta1,-3.9983,0.4784,1000,-8.36,<.0001,0.05,-4.9371,-3.0594,0.000015
20508,sig1,-0.1058,0.3820,1000,-0.28,0.7819,0.05,-0.8554,0.6438,-0.00020
20508,beta2,-3.5091,0.2441,1000,-14.38,<.0001,0.05,-3.9881,-3.0301,0.000072
20508,sig2,-3.4460,2.7009,1000,-1.28,0.2023,0.05,-8.7461,1.8541,-4.57E-6
20508,fz,-3.6468,,1000,,,0.05,,,0.000012
20511,beta1,-2.9159,0.5009,1000,-5.82,<.0001,0.05,-3.8989,-1.9328,0.000150
20511,sig1,0.3062,0.3479,1000,0.88,0.3791,0.05,-0.3765,0.9888,0.000038
20511,beta2,-3.5394,0.7486,1000,-4.73,<.0001,0.05,-5.0084,-2.0704,0.000013
20511,sig2,0.6501,0.3652,1000,1.78,0.0754,0.05,-0.06654,1.3666,0.000328
20511,fz,1.4839,0.8452,1000,1.76,0.0794,0.05,-0.1746,3.1424,-6.17E-6
20650,beta1,-2.7695,0.3509,1000,-7.89,<.0001,0.05,-3.4580,-2.0810,-0.00020
20650,sig1,0.1287,0.2592,1000,0.50,0.6195,0.05,-0.3799,0.6374,-0.00020
20650,beta2,-2.8699,0.3283,1000,-8.74,<.0001,0.05,-3.5140,-2.2257,0.000329
20650,sig2,0.03864,0.2584,1000,0.15,0.8812,0.05,-0.4684,0.5457,0.000147
20650,fz,1.1699,0.4665,1000,2.51,0.0123,0.05,0.2545,2.0854,-0.00029
20660,beta1,-3.0403,0.5462,1000,-5.57,<.0001,0.05,-4.1122,-1.9684,-0.00016
20660,sig1,0.3541,0.2873,1000,1.23,0.2180,0.05,-0.2097,0.9180,-0.00029
20660,beta2,-3.3987,0.6782,1000,-5.01,<.0001,0.05,-4.7296,-2.0679,0.000170
20660,sig2,0.4941,0.3199,1000,1.54,0.1228,0.05,-0.1336,1.1219,0.000015
20660,fz,1.5762,0.5968,1000,2.64,0.0084,0.05,0.4050,2.7473,-0.00006
20826,beta1,-4.2065,0.2995,1000,-14.04,<.0001,0.05,-4.7943,-3.6188,0.000041
20826,sig1,-0.2287,0.2932,1000,-0.78,0.4355,0.05,-0.8040,0.3466,-9.86E-6
20826,beta2,-7.5303,1.6560,1000,-4.55,<.0001,0.05,-10.7800,-4.2807,-0.00007
20826,sig2,0.6478,0.7830,1000,0.83,0.4083,0.05,-0.8887,2.1843,0.000015
20826,fz,-0.09215,0.5790,1000,-0.16,0.8736,0.05,-1.2283,1.0440,-0.00001
20865,beta1,-2.3832,0.1193,1000,-19.97,<.0001,0.05,-2.6174,-2.1490,-0.00005
20865,sig1,-1.1320,0.4065,1000,-2.78,0.0055,0.05,-1.9296,-0.3344,-0.00064
20865,beta2,-2.4412,0.1988,1000,-12.28,<.0001,0.05,-2.8314,-2.0510,0.001081
20865,sig2,-0.4407,0.2948,1000,-1.49,0.1352,0.05,-1.0192,0.1378,0.002304
20865,fz,4.7333,20.2006,1000,0.23,0.8148,0.05,-34.9072,44.3738,-0.00093
20914,beta1,-2.4574,0.1362,1000,-18.04,<.0001,0.05,-2.7246,-2.1901,0.000696
20914,sig1,-0.9096,0.5212,1000,-1.75,0.0812,0.05,-1.9323,0.1131,0.000812
20914,beta2,-2.4963,0.2036,1000,-12.26,<.0001,0.05,-2.8958,-2.0968,-0.00102
20914,sig2,-0.3979,0.4572,1000,-0.87,0.3844,0.05,-1.2951,0.4993,0.000223
20914,fz,5.6829,87.6602,1000,0.06,0.9483,0.05,-166.34,177.70,-0.00014
20936,beta1,-2.6185,0.1628,1000,-16.08,<.0001,0.05,-2.9380,-2.2991,-0.00281
20936,sig1,-0.2246,0.2220,1000,-1.01,0.3119,0.05,-0.6602,0.2110,-0.00066
20936,beta2,-2.8154,0.2095,1000,-13.44,<.0001,0.05,-3.2264,-2.4043,0.005019
20936,sig2,0.05005,0.2093,1000,0.24,0.8110,0.05,-0.3606,0.4607,0.003859
20936,fz,5.8869,,1000,,,0.05,,,-0.00013
20937,beta1,0.6553,0,1000,I,<.0001,0.05,M,I,5.776E81
20937,sig1,2.4034,0,1000,I,<.0001,0.05,M,I,0
20937,beta2,0.06143,0,1000,I,<.0001,0.05,M,I,-9.01E81
20937,sig2,2.8145,0,1000,I,<.0001,0.05,M,I,-2.51E81
20937,fz,6.3895,0,1000,I,<.0001,0.05,M,I,1.96193
20938,beta1,-2.8881,0.2809,1000,-10.28,<.0001,0.05,-3.4394,-2.3368,-0.01161
20938,sig1,0.3779,0.1798,1000,2.10,0.0358,0.05,0.02503,0.7308,-0.01501
20938,beta2,-2.9577,0.3214,1000,-9.20,<.0001,0.05,-3.5884,-2.3270,0.014622
20938,sig2,0.5164,0.1795,1000,2.88,0.0041,0.05,0.1641,0.8688,0.010567
20938,fz,6.1037,5.7762,1000,1.06,0.2909,0.05,-5.2312,17.4387,-0.00337
20958,beta1,-2.4574,0.1362,1000,-18.04,<.0001,0.05,-2.7246,-2.1901,0.000696
20958,sig1,-0.9096,0.5212,1000,-1.75,0.0812,0.05,-1.9323,0.1131,0.000812
20958,beta2,-2.4963,0.2036,1000,-12.26,<.0001,0.05,-2.8958,-2.0968,-0.00102
20958,sig2,-0.3979,0.4572,1000,-0.87,0.3844,0.05,-1.2951,0.4993,0.000223
20958,fz,5.6829,87.6602,1000,0.06,0.9483,0.05,-166.34,177.70,-0.00014
21127,beta1,-3.0490,0.3926,1000,-7.77,<.0001,0.05,-3.8194,-2.2786,0.000110
21127,sig1,-0.1445,0.4963,1000,-0.29,0.7710,0.05,-1.1183,0.8294,-0.00044
21127,beta2,-2.8330,0.3068,1000,-9.23,<.0001,0.05,-3.4351,-2.2309,-0.00015
21127,sig2,-0.4967,0.5840,1000,-0.85,0.3952,0.05,-1.6428,0.6493,-0.00009
21127,fz,6.0487,8.9956,1000,0.67,0.5015,0.05,-11.6036,23.7011,-0.00001
21128,beta1,-4.0295,0.4422,1000,-9.11,<.0001,0.05,-4.8972,-3.1617,-0.00017
21128,sig1,-0.02614,0.3903,1000,-0.07,0.9466,0.05,-0.7921,0.7398,-0.00002
21128,beta2,-3.7767,0.2334,1000,-16.18,<.0001,0.05,-4.2348,-3.3187,0.000044
21128,sig2,-1.8125,1.8545,1000,-0.98,0.3286,0.05,-5.4516,1.8267,0.000101
21128,fz,4.3528,,1000,,,0.05,,,-0.00021
21247,beta1,-1.7619,0,1000,I,<.0001,0.05,M,I,0.018792
21247,sig1,0.1819,0,1000,I,<.0001,0.05,M,I,-0.00090
21247,beta2,-1.9871,0,1000,I,<.0001,0.05,M,I,-0.00238
21247,sig2,0.2819,0,1000,I,<.0001,0.05,M,I,-0.00391
21247,fz,6.0147,0,1000,I,<.0001,0.05,M,I,-0.00069
21258,beta1,-2.5117,0,1000,I,<.0001,0.05,M,I,0
21258,sig1,0.3290,0,1000,I,<.0001,0.05,M,I,0
21258,beta2,-3.6042,0,1000,I,<.0001,0.05,M,I,0
21258,sig2,0.4731,0,1000,I,<.0001,0.05,M,I,0
21258,fz,6.6152,,1000,,,0.05,,,-1.26E81
21273,beta1,-2.9134,,1000,,,0.05,,,-3.58693
21273,sig1,0.2297,,1000,,,0.05,,,-3.31939
21273,beta2,-3.4763,0,1000,I,<.0001,0.05,M,I,3.12464
21273,sig2,-0.09072,0,1000,I,<.0001,0.05,M,I,2.29564
21273,fz,6.5126,0,1000,I,<.0001,0.05,M,I,0.000067
21286,beta1,-2.0258,0.3687,1000,-5.50,<.0001,0.05,-2.7492,-1.3024,0.001164
21286,sig1,0.3063,0.2357,1000,1.30,0.1942,0.05,-0.1563,0.7688,-0.00200
21286,beta2,-2.5481,0.4911,1000,-5.19,<.0001,0.05,-3.5118,-1.5843,-0.00051
21286,sig2,0.5171,0.2598,1000,1.99,0.0468,0.05,0.007272,1.0269,0.000838
21286,fz,4.7394,24.3420,1000,0.19,0.8457,0.05,-43.0278,52.5065,-0.00020
21321,beta1,-0.9486,,1000,,,0.05,,,-12.8804
21321,sig1,0.8608,0.4334,1000,1.99,0.0473,0.05,0.01026,1.7113,-2.60724
21321,beta2,-0.8339,,1000,,,0.05,,,8.77977
21321,sig2,1.3748,0.3320,1000,4.14,<.0001,0.05,0.7234,2.0262,7.27556
21321,fz,6.4887,,1000,,,0.05,,,-0.00006
21332,beta1,-2.2284,0.6018,1000,-3.70,0.0002,0.05,-3.4093,-1.0475,2.089E-6
21332,sig1,0.5077,0.3281,1000,1.55,0.1221,0.05,-0.1362,1.1515,0.000041
21332,beta2,-2.5525,0.6888,1000,-3.71,0.0002,0.05,-3.9041,-1.2009,-0.00027
21332,sig2,0.5379,0.3781,1000,1.42,0.1551,0.05,-0.2040,1.2799,-0.00008
21332,fz,2.1232,0.8153,1000,2.60,0.0093,0.05,0.5233,3.7232,0.000047
21799,beta1,-4.6596,0.3769,1000,-12.36,<.0001,0.05,-5.3992,-3.9200,-0.00052
21799,sig1,-0.1383,0.3259,1000,-0.42,0.6714,0.05,-0.7779,0.5013,-0.00036
21799,beta2,-4.4681,0.5046,1000,-8.85,<.0001,0.05,-5.4583,-3.4779,0.000058
21799,sig2,0.2571,0.2691,1000,0.96,0.3396,0.05,-0.2710,0.7852,-0.00073
21799,fz,6.2103,,1000,,,0.05,,,-0.00020
21806,beta1,-4.8464,0.6181,1000,-7.84,<.0001,0.05,-6.0593,-3.6336,0.000046
21806,sig1,-0.1669,0.6096,1000,-0.27,0.7844,0.05,-1.3632,1.0294,-0.00062
21806,beta2,-4.1525,0.3972,1000,-10.45,<.0001,0.05,-4.9320,-3.3730,0.000764
21806,sig2,-0.5073,0.8292,1000,-0.61,0.5408,0.05,-2.1345,1.1199,0.000602
21806,fz,5.3170,10.0847,1000,0.53,0.5981,0.05,-14.4726,25.1066,-0.00035
21832,beta1,-4.5364,,1000,,,0.05,,,-0.24886
21832,sig1,-0.1417,,1000,,,0.05,,,8.375E81
21832,beta2,-4.2763,,1000,,,0.05,,,0.19394
21832,sig2,0.2434,,1000,,,0.05,,,0.10264
21832,fz,6.7829,,1000,,,0.05,,,-0.00007
21839,beta1,-4.8464,0.6181,1000,-7.84,<.0001,0.05,-6.0593,-3.6336,0.000046
21839,sig1,-0.1669,0.6096,1000,-0.27,0.7844,0.05,-1.3632,1.0294,-0.00062
21839,beta2,-4.1525,0.3972,1000,-10.45,<.0001,0.05,-4.9320,-3.3730,0.000764
21839,sig2,-0.5073,0.8292,1000,-0.61,0.5408,0.05,-2.1345,1.1199,0.000602
21839,fz,5.3170,10.0847,1000,0.53,0.5981,0.05,-14.4726,25.1066,-0.00035
21860,beta1,-4.7421,0.7939,1000,-5.97,<.0001,0.05,-6.3000,-3.1842,0.000020
21860,sig1,0.5684,0.3820,1000,1.49,0.1371,0.05,-0.1812,1.3180,-0.00015
21860,beta2,-4.0460,0.4455,1000,-9.08,<.0001,0.05,-4.9201,-3.1718,7.298E-6
21860,sig2,0.03496,0.3934,1000,0.09,0.9292,0.05,-0.7370,0.8069,0.000093
21860,fz,0.6935,0.7589,1000,0.91,0.3611,0.05,-0.7958,2.1827,-0.00026
21988,beta1,-3.7927,0.8178,1000,-4.64,<.0001,0.05,-5.3975,-2.1878,0.002381
21988,sig1,0.3517,0.5506,1000,0.64,0.5231,0.05,-0.7288,1.4322,0.000282
21988,beta2,-2.5416,0.1556,1000,-16.33,<.0001,0.05,-2.8470,-2.2362,0.004413
21988,sig2,-1.0900,,1000,,,0.05,,,0.000867
21988,fz,5.9346,,1000,,,0.05,,,-0.00020
22339,beta1,-3.3135,0.3246,1000,-10.21,<.0001,0.05,-3.9503,-2.6766,-0.00131
22339,sig1,0.3029,0.2103,1000,1.44,0.1500,0.05,-0.1097,0.7155,0.000515
22339,beta2,-3.1963,0.3732,1000,-8.56,<.0001,0.05,-3.9287,-2.4640,0.000766
22339,sig2,0.4754,0.1998,1000,2.38,0.0175,0.05,0.08339,0.8675,-0.00111
22339,fz,2.9292,2.0006,1000,1.46,0.1435,0.05,-0.9967,6.8550,0.000257
22340,beta1,-3.4574,0.5005,1000,-6.91,<.0001,0.05,-4.4396,-2.4752,0.10994
22340,sig1,0.4642,0.3100,1000,1.50,0.1346,0.05,-0.1441,1.0725,0.15505
22340,beta2,-3.1631,0.5250,1000,-6.02,<.0001,0.05,-4.1934,-2.1328,2.297E81
22340,sig2,0.5403,0.3047,1000,1.77,0.0765,0.05,-0.05761,1.1381,-0.24529
22340,fz,6.1663,6.2680,1000,0.98,0.3255,0.05,-6.1336,18.4663,-0.00024
22341,beta1,-3.1355,0.4036,1000,-7.77,<.0001,0.05,-3.9275,-2.3435,-0.00011
22341,sig1,0.01226,0.3853,1000,0.03,0.9746,0.05,-0.7439,0.7684,-0.00041
22341,beta2,-3.3606,0.5534,1000,-6.07,<.0001,0.05,-4.4466,-2.2746,-0.00024
22341,sig2,0.3677,0.3124,1000,1.18,0.2395,0.05,-0.2454,0.9807,0.000084
22341,fz,1.9729,1.1937,1000,1.65,0.0987,0.05,-0.3696,4.3153,-0.00016
22342,beta1,-2.8120,0.3475,1000,-8.09,<.0001,0.05,-3.4940,-2.1300,0.000641
22342,sig1,0.1753,0.2688,1000,0.65,0.5144,0.05,-0.3522,0.7029,0.000427
22342,beta2,-2.5893,0.4146,1000,-6.24,<.0001,0.05,-3.4029,-1.7756,-0.00010
22342,sig2,0.3695,0.2641,1000,1.40,0.1620,0.05,-0.1487,0.8877,-0.00066
22342,fz,2.6880,1.7836,1000,1.51,0.1321,0.05,-0.8120,6.1881,0.000165
22343,beta1,-3.6368,0.5659,1000,-6.43,<.0001,0.05,-4.7473,-2.5263,-0.00073
22343,sig1,0.2256,0.4346,1000,0.52,0.6037,0.05,-0.6271,1.0784,0.000066
22343,beta2,-3.8120,0.6380,1000,-5.97,<.0001,0.05,-5.0640,-2.5600,-0.00065
22343,sig2,0.3551,0.3808,1000,0.93,0.3513,0.05,-0.3921,1.1023,7.056E81
22343,fz,6.1939,40.0872,1000,0.15,0.8772,0.05,-72.4707,84.8585,-0.00004
22344,beta1,-3.1585,0.3899,1000,-8.10,<.0001,0.05,-3.9236,-2.3933,-0.00025
22344,sig1,0.3460,0.2406,1000,1.44,0.1507,0.05,-0.1261,0.8181,-0.00013
22344,beta2,-2.7589,0.3869,1000,-7.13,<.0001,0.05,-3.5181,-1.9997,0.000472
22344,sig2,0.3984,0.2251,1000,1.77,0.0770,0.05,-0.04325,0.8400,-0.00025
22344,fz,3.2836,4.3248,1000,0.76,0.4479,0.05,-5.2032,11.7703,-0.00009
22347,beta1,-3.6734,0.5035,1000,-7.30,<.0001,0.05,-4.6614,-2.6855,-0.00018
22347,sig1,0.4342,0.2593,1000,1.67,0.0944,0.05,-0.07471,0.9430,-0.00003
22347,beta2,-3.3509,0.4934,1000,-6.79,<.0001,0.05,-4.3190,-2.3828,0.000405
22347,sig2,0.4564,0.2485,1000,1.84,0.0665,0.05,-0.03114,0.9440,-0.00059
22347,fz,3.1939,3.6718,1000,0.87,0.3846,0.05,-4.0114,10.3993,0.000231
22349,beta1,-2.9962,0.3049,1000,-9.83,<.0001,0.05,-3.5945,-2.3980,0.000218
22349,sig1,0.1768,0.2274,1000,0.78,0.4371,0.05,-0.2694,0.6230,0.000699
22349,beta2,-2.8745,0.3703,1000,-7.76,<.0001,0.05,-3.6012,-2.1478,0.001069
22349,sig2,0.3964,0.2193,1000,1.81,0.0711,0.05,-0.03407,0.8268,0.000459
22349,fz,2.7909,1.9172,1000,1.46,0.1458,0.05,-0.9712,6.5531,-0.00050
22350,beta1,-3.0168,0.3902,1000,-7.73,<.0001,0.05,-3.7824,-2.2511,-0.00003
22350,sig1,0.2029,0.3177,1000,0.64,0.5232,0.05,-0.4206,0.8265,-0.00040
22350,beta2,-2.7922,0.4749,1000,-5.88,<.0001,0.05,-3.7242,-1.8603,-0.00026
22350,sig2,0.4540,0.2901,1000,1.57,0.1179,0.05,-0.1152,1.0233,-0.00027
22350,fz,5.4940,25.5488,1000,0.22,0.8298,0.05,-44.6413,55.6293,-0.00072
22351,beta1,-4.1297,0,1000,I,<.0001,0.05,M,I,1.864E81
22351,sig1,0.4224,0,1000,I,<.0001,0.05,M,I,-0.07143
22351,beta2,-4.1170,,1000,,,0.05,,,0.010310
22351,sig2,0.3757,0,1000,I,<.0001,0.05,M,I,0.060362
22351,fz,6.5661,0,1000,I,<.0001,0.05,M,I,-0.00011
22353,beta1,-3.3893,0.3338,1000,-10.15,<.0001,0.05,-4.0443,-2.7342,-0.00002
22353,sig1,0.2645,0.2260,1000,1.17,0.2421,0.05,-0.1789,0.7079,-0.00008
22353,beta2,-3.3931,0.3909,1000,-8.68,<.0001,0.05,-4.1601,-2.6261,0.000147
22353,sig2,0.4509,0.2147,1000,2.10,0.0360,0.05,0.02962,0.8722,-0.00006
22353,fz,2.9320,2.5399,1000,1.15,0.2486,0.05,-2.0521,7.9161,5.82E-6
22354,beta1,-3.1690,0,1000,I,<.0001,0.05,M,I,0.037107
22354,sig1,0.1398,0,1000,I,<.0001,0.05,M,I,0.042516
