metaanalysisid,Descr,Value
17152,-2 Log Likelihood,1905.2
17152,AIC (smaller is better),1915.2
17152,AICC (smaller is better),1918.0
17152,BIC (smaller is better),1921.9
17156,-2 Log Likelihood,2301.9
17156,AIC (smaller is better),2311.9
17156,AICC (smaller is better),2314.9
17156,BIC (smaller is better),2318.2
17160,-2 Log Likelihood,2065.9
17160,AIC (smaller is better),2075.9
17160,AICC (smaller is better),2078.7
17160,BIC (smaller is better),2082.3
17183,-2 Log Likelihood,8346.6
17183,AIC (smaller is better),8356.6
17183,AICC (smaller is better),8366.6
17183,BIC (smaller is better),8359.0
17495,-2 Log Likelihood,1433.2
17495,AIC (smaller is better),1443.2
17495,AICC (smaller is better),1451.8
17495,BIC (smaller is better),1446.0
17768,-2 Log Likelihood,1788.5
17768,AIC (smaller is better),1798.5
17768,AICC (smaller is better),1801.5
17768,BIC (smaller is better),1804.8
17842,-2 Log Likelihood,170.4
17842,AIC (smaller is better),180.4
17842,AICC (smaller is better),192.4
17842,BIC (smaller is better),182.4
17850,-2 Log Likelihood,371.3
17850,AIC (smaller is better),381.3
17850,AICC (smaller is better),386.3
17850,BIC (smaller is better),385.8
17851,-2 Log Likelihood,604.3
17851,AIC (smaller is better),614.3
17851,AICC (smaller is better),618.0
17851,BIC (smaller is better),619.7
17925,-2 Log Likelihood,232E75
17925,AIC (smaller is better),232E75
17925,AICC (smaller is better),232E75
17925,BIC (smaller is better),232E75
17926,-2 Log Likelihood,415.7
17926,AIC (smaller is better),425.7
17926,AICC (smaller is better),431.7
17926,BIC (smaller is better),429.5
17935,-2 Log Likelihood,222.3
17935,AIC (smaller is better),232.3
17935,AICC (smaller is better),244.3
17935,BIC (smaller is better),234.3
17936,-2 Log Likelihood,661.3
17936,AIC (smaller is better),671.3
17936,AICC (smaller is better),676.7
17936,BIC (smaller is better),675.4
17944,-2 Log Likelihood,372.0
17944,AIC (smaller is better),382.0
17944,AICC (smaller is better),388.0
17944,BIC (smaller is better),385.8
17982,-2 Log Likelihood,372.0
17982,AIC (smaller is better),382.0
17982,AICC (smaller is better),388.0
17982,BIC (smaller is better),385.8
18038,-2 Log Likelihood,425.6
18038,AIC (smaller is better),435.6
18038,AICC (smaller is better),441.0
18038,BIC (smaller is better),439.8
18043,-2 Log Likelihood,304.5
18043,AIC (smaller is better),314.5
18043,AICC (smaller is better),321.2
18043,BIC (smaller is better),318.1
18066,-2 Log Likelihood,400.8
18066,AIC (smaller is better),410.8
18066,AICC (smaller is better),416.8
18066,BIC (smaller is better),414.7
18070,-2 Log Likelihood,415.4
18070,AIC (smaller is better),425.4
18070,AICC (smaller is better),431.4
18070,BIC (smaller is better),429.3
18072,-2 Log Likelihood,370.6
18072,AIC (smaller is better),380.6
18072,AICC (smaller is better),387.3
18072,BIC (smaller is better),384.2
18155,-2 Log Likelihood,614.3
18155,AIC (smaller is better),624.3
18155,AICC (smaller is better),639.3
18155,BIC (smaller is better),625.8
18158,-2 Log Likelihood,621.4
18158,AIC (smaller is better),631.4
18158,AICC (smaller is better),638.9
18158,BIC (smaller is better),634.6
18167,-2 Log Likelihood,379.2
18167,AIC (smaller is better),389.2
18167,AICC (smaller is better),401.2
18167,BIC (smaller is better),391.2
18168,-2 Log Likelihood,991.1
18168,AIC (smaller is better),1001.1
18168,AICC (smaller is better),1009.7
18168,BIC (smaller is better),1003.9
18202,-2 Log Likelihood,1437.8
18202,AIC (smaller is better),1447.8
18202,AICC (smaller is better),1453.2
18202,BIC (smaller is better),1451.9
18216,-2 Log Likelihood,2620.8
18216,AIC (smaller is better),2630.8
18216,AICC (smaller is better),2637.4
18216,BIC (smaller is better),2634.3
18222,-2 Log Likelihood,1555.0
18222,AIC (smaller is better),1565.0
18222,AICC (smaller is better),1577.0
18222,BIC (smaller is better),1567.0
18223,-2 Log Likelihood,1713.7
18223,AIC (smaller is better),1723.7
18223,AICC (smaller is better),1738.7
18223,BIC (smaller is better),1725.2
18224,-2 Log Likelihood,2032.1
18224,AIC (smaller is better),2042.1
18224,AICC (smaller is better),2054.1
18224,BIC (smaller is better),2044.1
18225,-2 Log Likelihood,1224.4
18225,AIC (smaller is better),1234.4
18225,AICC (smaller is better),1249.4
18225,BIC (smaller is better),1236.0
18230,-2 Log Likelihood,3115.8
18230,AIC (smaller is better),3125.8
18230,AICC (smaller is better),3132.4
18230,BIC (smaller is better),3129.3
18293,-2 Log Likelihood,434.9
18293,AIC (smaller is better),444.9
18293,AICC (smaller is better),456.9
18293,BIC (smaller is better),446.8
18297,-2 Log Likelihood,512.1
18297,AIC (smaller is better),522.1
18297,AICC (smaller is better),534.1
18297,BIC (smaller is better),524.1
18452,-2 Log Likelihood,804.5
18452,AIC (smaller is better),814.5
18452,AICC (smaller is better),824.5
18452,BIC (smaller is better),816.9
18460,-2 Log Likelihood,744.6
18460,AIC (smaller is better),754.6
18460,AICC (smaller is better),769.6
18460,BIC (smaller is better),756.1
18462,-2 Log Likelihood,645.5
18462,AIC (smaller is better),655.5
18462,AICC (smaller is better),667.5
18462,BIC (smaller is better),657.5
18590,-2 Log Likelihood,785.7
18590,AIC (smaller is better),795.7
18590,AICC (smaller is better),810.7
18590,BIC (smaller is better),797.3
18796,-2 Log Likelihood,1243.2
18796,AIC (smaller is better),1253.2
18796,AICC (smaller is better),1268.2
18796,BIC (smaller is better),1254.7
19039,-2 Log Likelihood,201.3
19039,AIC (smaller is better),211.3
19039,AICC (smaller is better),223.3
19039,BIC (smaller is better),213.3
19043,-2 Log Likelihood,210.2
19043,AIC (smaller is better),220.2
19043,AICC (smaller is better),228.8
19043,BIC (smaller is better),223.0
19058,-2 Log Likelihood,223.2
19058,AIC (smaller is better),233.2
19058,AICC (smaller is better),243.2
19058,BIC (smaller is better),235.6
19267,-2 Log Likelihood,4332.2
19267,AIC (smaller is better),4342.2
19267,AICC (smaller is better),4345.8
19267,BIC (smaller is better),4347.9
19268,-2 Log Likelihood,2183.9
19268,AIC (smaller is better),2193.9
19268,AICC (smaller is better),2205.9
19268,BIC (smaller is better),2195.9
19600,-2 Log Likelihood,232E75
19600,AIC (smaller is better),232E75
19600,AICC (smaller is better),232E75
19600,BIC (smaller is better),232E75
19605,-2 Log Likelihood,860.2
19605,AIC (smaller is better),870.2
19605,AICC (smaller is better),880.2
19605,BIC (smaller is better),872.6
19868,-2 Log Likelihood,1928.3
19868,AIC (smaller is better),1938.3
19868,AICC (smaller is better),1940.5
19868,BIC (smaller is better),1945.8
19879,-2 Log Likelihood,762.5
19879,AIC (smaller is better),772.5
19879,AICC (smaller is better),778.5
19879,BIC (smaller is better),776.3
19881,-2 Log Likelihood,1679.8
19881,AIC (smaller is better),1689.8
19881,AICC (smaller is better),1692.2
19881,BIC (smaller is better),1696.9
19884,-2 Log Likelihood,670.0
19884,AIC (smaller is better),680.0
19884,AICC (smaller is better),688.5
19884,BIC (smaller is better),682.8
19890,-2 Log Likelihood,241.1
19890,AIC (smaller is better),251.1
19890,AICC (smaller is better),257.1
19890,BIC (smaller is better),255.0
19937,-2 Log Likelihood,762.0
19937,AIC (smaller is better),772.0
19937,AICC (smaller is better),775.2
19937,BIC (smaller is better),778.1
20024,-2 Log Likelihood,706.2
20024,AIC (smaller is better),716.2
20024,AICC (smaller is better),719.5
20024,BIC (smaller is better),722.1
20025,-2 Log Likelihood,682.7
20025,AIC (smaller is better),692.7
20025,AICC (smaller is better),696.1
20025,BIC (smaller is better),698.6
20028,-2 Log Likelihood,1100.2
20028,AIC (smaller is better),1110.2
20028,AICC (smaller is better),1113.5
20028,BIC (smaller is better),1116.0
20029,-2 Log Likelihood,1092.5
20029,AIC (smaller is better),1102.5
20029,AICC (smaller is better),1105.9
20029,BIC (smaller is better),1108.4
20049,-2 Log Likelihood,278.8
20049,AIC (smaller is better),288.8
20049,AICC (smaller is better),298.8
20049,BIC (smaller is better),291.2
20498,-2 Log Likelihood,246.1
20498,AIC (smaller is better),256.1
20498,AICC (smaller is better),266.1
20498,BIC (smaller is better),258.6
20508,-2 Log Likelihood,314.6
20508,AIC (smaller is better),324.6
20508,AICC (smaller is better),336.6
20508,BIC (smaller is better),326.6
20511,-2 Log Likelihood,594.4
20511,AIC (smaller is better),604.4
20511,AICC (smaller is better),619.4
20511,BIC (smaller is better),605.9
20650,-2 Log Likelihood,1241.1
20650,AIC (smaller is better),1251.1
20650,AICC (smaller is better),1256.6
20650,BIC (smaller is better),1255.3
20660,-2 Log Likelihood,727.8
20660,AIC (smaller is better),737.8
20660,AICC (smaller is better),749.8
20660,BIC (smaller is better),739.8
20826,-2 Log Likelihood,672.7
20826,AIC (smaller is better),682.7
20826,AICC (smaller is better),690.2
20826,BIC (smaller is better),685.9
20865,-2 Log Likelihood,2837.8
20865,AIC (smaller is better),2847.8
20865,AICC (smaller is better),2853.8
20865,BIC (smaller is better),2851.6
20914,-2 Log Likelihood,3087.5
20914,AIC (smaller is better),3097.5
20914,AICC (smaller is better),3102.5
20914,BIC (smaller is better),3101.9
20936,-2 Log Likelihood,5165.8
20936,AIC (smaller is better),5175.8
20936,AICC (smaller is better),5177.6
20936,BIC (smaller is better),5184.4
20937,-2 Log Likelihood,9594.0
20937,AIC (smaller is better),9604.0
20937,AICC (smaller is better),9605.7
20937,BIC (smaller is better),9612.6
20938,-2 Log Likelihood,6128.0
20938,AIC (smaller is better),6138.0
20938,AICC (smaller is better),6139.8
20938,BIC (smaller is better),6146.6
20958,-2 Log Likelihood,3087.5
20958,AIC (smaller is better),3097.5
20958,AICC (smaller is better),3102.5
20958,BIC (smaller is better),3101.9
21127,-2 Log Likelihood,541.7
21127,AIC (smaller is better),551.7
21127,AICC (smaller is better),563.7
21127,BIC (smaller is better),553.7
21128,-2 Log Likelihood,370.9
21128,AIC (smaller is better),380.9
21128,AICC (smaller is better),390.9
21128,BIC (smaller is better),383.3
21247,-2 Log Likelihood,1834.6
21247,AIC (smaller is better),1844.6
21247,AICC (smaller is better),1847.1
21247,BIC (smaller is better),1851.6
21258,-2 Log Likelihood,613.2
21258,AIC (smaller is better),623.2
21258,AICC (smaller is better),626.7
21258,BIC (smaller is better),628.9
21273,-2 Log Likelihood,602.4
21273,AIC (smaller is better),612.4
21273,AICC (smaller is better),617.0
21273,BIC (smaller is better),617.1
21286,-2 Log Likelihood,1076.9
21286,AIC (smaller is better),1086.9
21286,AICC (smaller is better),1090.9
21286,BIC (smaller is better),1092.2
21321,-2 Log Likelihood,978.5
21321,AIC (smaller is better),988.5
21321,AICC (smaller is better),1000.5
21321,BIC (smaller is better),990.5
21332,-2 Log Likelihood,517.7
21332,AIC (smaller is better),527.7
21332,AICC (smaller is better),536.3
21332,BIC (smaller is better),530.5
21799,-2 Log Likelihood,674.1
21799,AIC (smaller is better),684.1
21799,AICC (smaller is better),696.1
21799,BIC (smaller is better),686.1
21806,-2 Log Likelihood,992.8
21806,AIC (smaller is better),1002.8
21806,AICC (smaller is better),1010.3
21806,BIC (smaller is better),1006.0
21832,-2 Log Likelihood,716.8
21832,AIC (smaller is better),726.8
21832,AICC (smaller is better),736.8
21832,BIC (smaller is better),729.2
21839,-2 Log Likelihood,992.8
21839,AIC (smaller is better),1002.8
21839,AICC (smaller is better),1010.3
21839,BIC (smaller is better),1006.0
21860,-2 Log Likelihood,462.5
21860,AIC (smaller is better),472.5
21860,AICC (smaller is better),482.5
21860,BIC (smaller is better),474.9
21988,-2 Log Likelihood,1120.3
21988,AIC (smaller is better),1130.3
21988,AICC (smaller is better),1138.9
21988,BIC (smaller is better),1133.1
22339,-2 Log Likelihood,1623.5
22339,AIC (smaller is better),1633.5
22339,AICC (smaller is better),1635.7
22339,BIC (smaller is better),1641.1
22340,-2 Log Likelihood,1014.9
22340,AIC (smaller is better),1024.9
22340,AICC (smaller is better),1028.9
22340,BIC (smaller is better),1030.1
22341,-2 Log Likelihood,606.8
22341,AIC (smaller is better),616.8
22341,AICC (smaller is better),625.4
22341,BIC (smaller is better),619.6
22342,-2 Log Likelihood,1370.9
22342,AIC (smaller is better),1380.9
22342,AICC (smaller is better),1385.5
22342,BIC (smaller is better),1385.7
22343,-2 Log Likelihood,233.6
22343,AIC (smaller is better),243.6
22343,AICC (smaller is better),253.6
22343,BIC (smaller is better),246.0
22344,-2 Log Likelihood,1300.2
22344,AIC (smaller is better),1310.2
22344,AICC (smaller is better),1313.5
22344,BIC (smaller is better),1316.1
22347,-2 Log Likelihood,824.6
22347,AIC (smaller is better),834.6
22347,AICC (smaller is better),838.9
22347,BIC (smaller is better),839.6
22349,-2 Log Likelihood,1558.6
22349,AIC (smaller is better),1568.6
22349,AICC (smaller is better),1571.3
22349,BIC (smaller is better),1575.2
22350,-2 Log Likelihood,1233.0
22350,AIC (smaller is better),1243.0
22350,AICC (smaller is better),1247.6
22350,BIC (smaller is better),1247.8
22351,-2 Log Likelihood,243.0
22351,AIC (smaller is better),253.0
22351,AICC (smaller is better),263.0
22351,BIC (smaller is better),255.4
22353,-2 Log Likelihood,1206.1
22353,AIC (smaller is better),1216.1
22353,AICC (smaller is better),1218.4
22353,BIC (smaller is better),1223.4
22354,-2 Log Likelihood,1411.7
22354,AIC (smaller is better),1421.7
22354,AICC (smaller is better),1424.4
22354,BIC (smaller is better),1428.3
22355,-2 Log Likelihood,1308.5
22355,AIC (smaller is better),1318.5
22355,AICC (smaller is better),1322.8
22355,BIC (smaller is better),1323.5
22603,-2 Log Likelihood,929.7
22603,AIC (smaller is better),939.7
22603,AICC (smaller is better),948.3
22603,BIC (smaller is better),942.5
22604,-2 Log Likelihood,2502.4
22604,AIC (smaller is better),2512.4
22604,AICC (smaller is better),2514.8
22604,BIC (smaller is better),2519.6
22621,-2 Log Likelihood,303.2
22621,AIC (smaller is better),313.2
22621,AICC (smaller is better),325.2
22621,BIC (smaller is better),315.2
22626,-2 Log Likelihood,583.6
22626,AIC (smaller is better),593.6
22626,AICC (smaller is better),597.9
22626,BIC (smaller is better),598.6
22629,-2 Log Likelihood,1018.4
22629,AIC (smaller is better),1028.4
22629,AICC (smaller is better),1031.7
22629,BIC (smaller is better),1034.3
22630,-2 Log Likelihood,383.3
22630,AIC (smaller is better),393.3
22630,AICC (smaller is better),408.3
22630,BIC (smaller is better),394.8
22636,-2 Log Likelihood,764.8
22636,AIC (smaller is better),774.8
22636,AICC (smaller is better),783.4
22636,BIC (smaller is better),777.6
22641,-2 Log Likelihood,292.1
22641,AIC (smaller is better),302.1
22641,AICC (smaller is better),312.1
22641,BIC (smaller is better),304.5
22655,-2 Log Likelihood,1496.8
22655,AIC (smaller is better),1506.8
22655,AICC (smaller is better),1516.8
22655,BIC (smaller is better),1509.2
22656,-2 Log Likelihood,955.1
22656,AIC (smaller is better),965.1
22656,AICC (smaller is better),970.6
22656,BIC (smaller is better),969.3
22660,-2 Log Likelihood,1810.1
22660,AIC (smaller is better),1820.1
22660,AICC (smaller is better),1824.7
22660,BIC (smaller is better),1824.8
22661,-2 Log Likelihood,641.8
22661,AIC (smaller is better),651.8
22661,AICC (smaller is better),666.8
22661,BIC (smaller is better),653.3
22667,-2 Log Likelihood,556.7
22667,AIC (smaller is better),566.7
22667,AICC (smaller is better),576.7
22667,BIC (smaller is better),569.1
22698,-2 Log Likelihood,513.9
22698,AIC (smaller is better),523.9
22698,AICC (smaller is better),538.9
22698,BIC (smaller is better),525.4
22783,-2 Log Likelihood,393.5
22783,AIC (smaller is better),403.5
22783,AICC (smaller is better),415.5
22783,BIC (smaller is better),405.5
22784,-2 Log Likelihood,378.7
22784,AIC (smaller is better),388.7
22784,AICC (smaller is better),400.7
22784,BIC (smaller is better),390.7
22797,-2 Log Likelihood,807.5
22797,AIC (smaller is better),817.5
22797,AICC (smaller is better),827.5
22797,BIC (smaller is better),819.9
22799,-2 Log Likelihood,807.5
22799,AIC (smaller is better),817.5
22799,AICC (smaller is better),827.5
22799,BIC (smaller is better),819.9
22806,-2 Log Likelihood,561.3
22806,AIC (smaller is better),571.3
22806,AICC (smaller is better),578.0
22806,BIC (smaller is better),574.9
22811,-2 Log Likelihood,527.1
22811,AIC (smaller is better),537.1
22811,AICC (smaller is better),545.7
22811,BIC (smaller is better),539.9
23103,-2 Log Likelihood,1200.7
23103,AIC (smaller is better),1210.7
23103,AICC (smaller is better),1220.7
23103,BIC (smaller is better),1213.2
23429,-2 Log Likelihood,397.1
23429,AIC (smaller is better),407.1
23429,AICC (smaller is better),422.1
23429,BIC (smaller is better),408.7
23437,-2 Log Likelihood,2039.0
23437,AIC (smaller is better),2049.0
23437,AICC (smaller is better),2052.8
23437,BIC (smaller is better),2054.5
23559,-2 Log Likelihood,921.5
23559,AIC (smaller is better),931.5
23559,AICC (smaller is better),937.0
23559,BIC (smaller is better),935.7
23603,-2 Log Likelihood,1189.8
23603,AIC (smaller is better),1199.8
23603,AICC (smaller is better),1211.8
23603,BIC (smaller is better),1201.8
24133,-2 Log Likelihood,930.0
24133,AIC (smaller is better),940.0
24133,AICC (smaller is better),948.5
24133,BIC (smaller is better),942.8
24358,-2 Log Likelihood,189.3
24358,AIC (smaller is better),199.3
24358,AICC (smaller is better),211.3
24358,BIC (smaller is better),201.3
24363,-2 Log Likelihood,364.7
24363,AIC (smaller is better),374.7
24363,AICC (smaller is better),384.7
24363,BIC (smaller is better),377.1
24396,-2 Log Likelihood,527.0
24396,AIC (smaller is better),537.0
24396,AICC (smaller is better),540.0
24396,BIC (smaller is better),543.3
24400,-2 Log Likelihood,262.5
24400,AIC (smaller is better),272.5
24400,AICC (smaller is better),287.5
24400,BIC (smaller is better),274.0
24402,-2 Log Likelihood,351.8
24402,AIC (smaller is better),361.8
24402,AICC (smaller is better),366.4
24402,BIC (smaller is better),366.5
24404,-2 Log Likelihood,216.9
24404,AIC (smaller is better),226.9
24404,AICC (smaller is better),234.4
24404,BIC (smaller is better),230.1
24464,-2 Log Likelihood,233.7
24464,AIC (smaller is better),243.7
24464,AICC (smaller is better),253.7
24464,BIC (smaller is better),246.1
24484,-2 Log Likelihood,233.7
24484,AIC (smaller is better),243.7
24484,AICC (smaller is better),253.7
24484,BIC (smaller is better),246.1
24518,-2 Log Likelihood,182.0
24518,AIC (smaller is better),192.0
24518,AICC (smaller is better),202.0
24518,BIC (smaller is better),194.4
24521,-2 Log Likelihood,387.0
24521,AIC (smaller is better),397.0
24521,AICC (smaller is better),404.5
24521,BIC (smaller is better),400.2
25399,-2 Log Likelihood,178.2
25399,AIC (smaller is better),188.2
25399,AICC (smaller is better),203.2
25399,BIC (smaller is better),189.7
25439,-2 Log Likelihood,681.9
25439,AIC (smaller is better),691.9
25439,AICC (smaller is better),699.4
25439,BIC (smaller is better),695.1
25444,-2 Log Likelihood,580.6
25444,AIC (smaller is better),590.6
25444,AICC (smaller is better),605.6
25444,BIC (smaller is better),592.1
25681,-2 Log Likelihood,822.4
25681,AIC (smaller is better),832.4
25681,AICC (smaller is better),834.3
25681,BIC (smaller is better),840.6
25687,-2 Log Likelihood,393.5
25687,AIC (smaller is better),403.5
25687,AICC (smaller is better),415.5
25687,BIC (smaller is better),405.5
25688,-2 Log Likelihood,391.6
25688,AIC (smaller is better),401.6
25688,AICC (smaller is better),411.6
25688,BIC (smaller is better),404.1
25944,-2 Log Likelihood,645.7
25944,AIC (smaller is better),655.7
25944,AICC (smaller is better),664.2
25944,BIC (smaller is better),658.5
25964,-2 Log Likelihood,524.9
25964,AIC (smaller is better),534.9
25964,AICC (smaller is better),541.6
25964,BIC (smaller is better),538.4
25965,-2 Log Likelihood,1168.3
25965,AIC (smaller is better),1178.3
25965,AICC (smaller is better),1181.6
25965,BIC (smaller is better),1184.2
25989,-2 Log Likelihood,582.3
25989,AIC (smaller is better),592.3
25989,AICC (smaller is better),599.0
25989,BIC (smaller is better),595.8
25992,-2 Log Likelihood,716.4
25992,AIC (smaller is better),726.4
25992,AICC (smaller is better),731.1
25992,BIC (smaller is better),731.2
26863,-2 Log Likelihood,245.6
26863,AIC (smaller is better),255.6
26863,AICC (smaller is better),270.6
26863,BIC (smaller is better),257.2
26867,-2 Log Likelihood,1067.1
26867,AIC (smaller is better),1077.1
26867,AICC (smaller is better),1081.7
26867,BIC (smaller is better),1081.8
27025,-2 Log Likelihood,378.8
27025,AIC (smaller is better),388.8
27025,AICC (smaller is better),398.8
27025,BIC (smaller is better),391.2
27135,-2 Log Likelihood,930.3
27135,AIC (smaller is better),940.3
27135,AICC (smaller is better),952.3
27135,BIC (smaller is better),942.3
27223,-2 Log Likelihood,618.0
27223,AIC (smaller is better),628.0
27223,AICC (smaller is better),638.0
27223,BIC (smaller is better),630.5
27229,-2 Log Likelihood,571.1
27229,AIC (smaller is better),581.1
27229,AICC (smaller is better),589.7
27229,BIC (smaller is better),583.9
27232,-2 Log Likelihood,619.6
27232,AIC (smaller is better),629.6
27232,AICC (smaller is better),639.6
27232,BIC (smaller is better),632.0
27234,-2 Log Likelihood,363.7
27234,AIC (smaller is better),373.7
27234,AICC (smaller is better),382.3
27234,BIC (smaller is better),376.6
27236,-2 Log Likelihood,775.0
27236,AIC (smaller is better),785.0
27236,AICC (smaller is better),793.6
27236,BIC (smaller is better),787.8
27238,-2 Log Likelihood,223.3
27238,AIC (smaller is better),233.3
27238,AICC (smaller is better),241.9
27238,BIC (smaller is better),236.2
27242,-2 Log Likelihood,630.0
27242,AIC (smaller is better),640.0
27242,AICC (smaller is better),647.5
27242,BIC (smaller is better),643.2
27260,-2 Log Likelihood,586.6
27260,AIC (smaller is better),596.6
27260,AICC (smaller is better),611.6
27260,BIC (smaller is better),598.1
27262,-2 Log Likelihood,183.3
27262,AIC (smaller is better),193.3
27262,AICC (smaller is better),208.3
27262,BIC (smaller is better),194.8
27266,-2 Log Likelihood,463.3
27266,AIC (smaller is better),473.3
27266,AICC (smaller is better),485.3
27266,BIC (smaller is better),475.3
27523,-2 Log Likelihood,363.4
27523,AIC (smaller is better),373.4
27523,AICC (smaller is better),378.4
27523,BIC (smaller is better),377.9
27837,-2 Log Likelihood,223.8
27837,AIC (smaller is better),233.8
27837,AICC (smaller is better),243.8
27837,BIC (smaller is better),236.2
27849,-2 Log Likelihood,3179.5
27849,AIC (smaller is better),3189.5
27849,AICC (smaller is better),3191.9
27849,BIC (smaller is better),3196.6
27850,-2 Log Likelihood,2412.1
27850,AIC (smaller is better),2422.1
27850,AICC (smaller is better),2424.5
27850,BIC (smaller is better),2429.3
27852,-2 Log Likelihood,398.1
27852,AIC (smaller is better),408.1
27852,AICC (smaller is better),414.8
27852,BIC (smaller is better),411.6
27854,-2 Log Likelihood,396.2
27854,AIC (smaller is better),406.2
27854,AICC (smaller is better),412.9
27854,BIC (smaller is better),409.8
27856,-2 Log Likelihood,2870.7
27856,AIC (smaller is better),2880.7
27856,AICC (smaller is better),2884.7
27856,BIC (smaller is better),2885.9
27858,-2 Log Likelihood,2301.6
27858,AIC (smaller is better),2311.6
27858,AICC (smaller is better),2319.1
27858,BIC (smaller is better),2314.8
27860,-2 Log Likelihood,426.1
27860,AIC (smaller is better),436.1
27860,AICC (smaller is better),444.7
27860,BIC (smaller is better),439.0
27861,-2 Log Likelihood,1009.1
27861,AIC (smaller is better),1019.1
27861,AICC (smaller is better),1022.5
27861,BIC (smaller is better),1025.0
27876,-2 Log Likelihood,1037.6
27876,AIC (smaller is better),1047.6
27876,AICC (smaller is better),1054.3
27876,BIC (smaller is better),1051.2
27878,-2 Log Likelihood,233.1
27878,AIC (smaller is better),243.1
27878,AICC (smaller is better),258.1
27878,BIC (smaller is better),244.6
27880,-2 Log Likelihood,2703.5
27880,AIC (smaller is better),2713.5
27880,AICC (smaller is better),2716.3
27880,BIC (smaller is better),2719.9
27881,-2 Log Likelihood,1975.9
27881,AIC (smaller is better),1985.9
27881,AICC (smaller is better),1988.7
27881,BIC (smaller is better),1992.4
27882,-2 Log Likelihood,1945.3
27882,AIC (smaller is better),1955.3
27882,AICC (smaller is better),1959.9
27882,BIC (smaller is better),1960.0
27886,-2 Log Likelihood,1036.1
27886,AIC (smaller is better),1046.1
27886,AICC (smaller is better),1052.8
27886,BIC (smaller is better),1049.7
27900,-2 Log Likelihood,3126.9
27900,AIC (smaller is better),3136.9
27900,AICC (smaller is better),3139.3
27900,BIC (smaller is better),3144.1
27901,-2 Log Likelihood,3585.0
27901,AIC (smaller is better),3595.0
27901,AICC (smaller is better),3597.4
27901,BIC (smaller is better),3602.2
27923,-2 Log Likelihood,107.6
27923,AIC (smaller is better),117.6
27923,AICC (smaller is better),129.6
27923,BIC (smaller is better),119.6
27924,-2 Log Likelihood,313.5
27924,AIC (smaller is better),323.5
27924,AICC (smaller is better),328.5
27924,BIC (smaller is better),328.0
27927,-2 Log Likelihood,400.0
27927,AIC (smaller is better),410.0
27927,AICC (smaller is better),420.0
27927,BIC (smaller is better),412.4
27929,-2 Log Likelihood,282.2
27929,AIC (smaller is better),292.2
27929,AICC (smaller is better),299.7
27929,BIC (smaller is better),295.4
28099,-2 Log Likelihood,2161.3
28099,AIC (smaller is better),2171.3
28099,AICC (smaller is better),2177.3
28099,BIC (smaller is better),2175.1
28101,-2 Log Likelihood,6242.2
28101,AIC (smaller is better),6252.2
28101,AICC (smaller is better),6262.2
28101,BIC (smaller is better),6254.7
28108,-2 Log Likelihood,296.7
28108,AIC (smaller is better),306.7
28108,AICC (smaller is better),312.7
28108,BIC (smaller is better),310.6
28141,-2 Log Likelihood,284.0
28141,AIC (smaller is better),294.0
28141,AICC (smaller is better),301.5
28141,BIC (smaller is better),297.2
28143,-2 Log Likelihood,470.3
28143,AIC (smaller is better),480.3
28143,AICC (smaller is better),495.3
28143,BIC (smaller is better),481.8
28144,-2 Log Likelihood,1598.9
28144,AIC (smaller is better),1608.9
28144,AICC (smaller is better),1616.4
28144,BIC (smaller is better),1612.1
28146,-2 Log Likelihood,5068.3
28146,AIC (smaller is better),5078.3
28146,AICC (smaller is better),5093.3
28146,BIC (smaller is better),5079.8
28153,-2 Log Likelihood,2055.7
28153,AIC (smaller is better),2065.7
28153,AICC (smaller is better),2077.7
28153,BIC (smaller is better),2067.7
28159,-2 Log Likelihood,282.6
28159,AIC (smaller is better),292.6
28159,AICC (smaller is better),301.1
28159,BIC (smaller is better),295.4
28333,-2 Log Likelihood,1129.1
28333,AIC (smaller is better),1139.1
28333,AICC (smaller is better),1144.1
28333,BIC (smaller is better),1143.6
28339,-2 Log Likelihood,599.7
28339,AIC (smaller is better),609.7
28339,AICC (smaller is better),617.2
28339,BIC (smaller is better),612.9
28343,-2 Log Likelihood,451.9
28343,AIC (smaller is better),461.9
28343,AICC (smaller is better),476.9
28343,BIC (smaller is better),463.4
28374,-2 Log Likelihood,340.4
28374,AIC (smaller is better),350.4
28374,AICC (smaller is better),365.4
28374,BIC (smaller is better),351.9
28476,-2 Log Likelihood,290.0
28476,AIC (smaller is better),300.0
28476,AICC (smaller is better),308.5
28476,BIC (smaller is better),302.8
28568,-2 Log Likelihood,236.5
28568,AIC (smaller is better),246.5
28568,AICC (smaller is better),258.5
28568,BIC (smaller is better),248.5
28639,-2 Log Likelihood,876.7
28639,AIC (smaller is better),886.7
28639,AICC (smaller is better),895.3
28639,BIC (smaller is better),889.5
28643,-2 Log Likelihood,866.6
28643,AIC (smaller is better),876.6
28643,AICC (smaller is better),886.6
28643,BIC (smaller is better),879.1
28688,-2 Log Likelihood,876.7
28688,AIC (smaller is better),886.7
28688,AICC (smaller is better),895.3
28688,BIC (smaller is better),889.5
28692,-2 Log Likelihood,866.6
28692,AIC (smaller is better),876.6
28692,AICC (smaller is better),886.6
28692,BIC (smaller is better),879.1
29048,-2 Log Likelihood,776.4
29048,AIC (smaller is better),786.4
29048,AICC (smaller is better),792.4
29048,BIC (smaller is better),790.3
29050,-2 Log Likelihood,776.4
29050,AIC (smaller is better),786.4
