"V1","estimates","estimate_lower","estimate_upper","p_value","DIC_array","DIC_true_array","ID"
"2.5%",1.13940110554073,0.674936525611047,1.12339287474374,2.8712504596129e-08,4149.01665250085,492.15712518042,1057
"2.5%",0.381372487619203,1.82990048167994,3.73628516550263,0,2725.23627673894,816.305036680669,1058
"2.5%",1.6467019289729,0.346340272519823,1.06722307188737,0.00177017496697207,5601.97077332763,706.439723990287,1059
"2.5%",1.83135131876459,0.340294348382534,0.891370217141423,2.6748764581086e-07,5022.46061687325,233.383837753352,1060
"2.5%",1.37717479290858,0.512420291969986,1.01757988346549,1.57274512653238e-05,22662.9024960041,3896.36287903017,1061
"2.5%",1.26238585584435,0.514741459345977,1.20356403513537,0.00338204624039573,3403.34569025721,1654.4252309584,1062
"2.5%",0.7584254159619,0.821362215372892,2.12247805307869,9.27411091877772e-06,1263.14511140831,400.187369791278,1063
"2.5%",1.38343671744733,0.526990807185715,0.98749484795809,3.62164156442191e-08,5276.3084361686,1156.17156508846,1064
"2.5%",0.573450250246995,1.18701245575728,2.55281612349409,0,24800.6655151179,7200.94779929126,1065
"2.5%",0.823287399720067,0.791539347186389,1.83660864513377,0.00082266399927855,966.73711653154,564.008157798231,1066
"2.5%",1.24355535245486,0.462482338530121,1.3878089365287,0.0646913936401075,466.031332211955,179.479251763712,1067
"2.5%",1.94957538283292,0.244995474496067,0.98015735487172,0.00732692849309879,303.142427316089,113.011315833197,1068
"2.5%",0.951169785766451,0.734099719569181,1.49618352613683,0.327452716853933,1765.56236252077,529.233130246745,1069
"2.5%",0.747693534311002,0.84716760174959,2.11817561322565,1.10000897279861e-11,715.317372441754,200.649083849553,1070
"2.5%",0.749334321264558,0.742662785846241,2.45890319888513,5.25811039597812e-07,403.949619178279,99.291214670075,1071
"2.5%",0.997180765745085,0.568854470888537,1.82476540888621,0.974230402343806,384.03547366386,103.648335250079,1072
"2.5%",0.887082498267328,0.825333469382856,1.53220554274607,0.000899005212000592,1709.53619695106,477.296814793523,1073
"2.5%",0.647583782614438,1.01226966053734,2.32311207528552,0,922.36688828807,272.230287438096,1074
"2.5%",1.79315551319134,0.306792658640383,0.959668492700768,0.00038408587523886,525.301703239067,158.736228781835,1075
"2.5%",0.304091190864086,1.38351375362193,7.61324032067724,0,286.518854506138,85.446076596027,1076
"2.5%",0.624625511270682,0.635133600367531,5.16779628451073,4.82163911312838e-05,232.686560282746,57.8049680908155,1077
"2.5%",0.873377522472446,0.752771338047476,1.76051344852003,0.00724104435893125,1173.26661811443,203.580139185613,1078
"2.5%",1.58487189634278,0.342729701472182,1.21742974283768,0.00789326776920229,520.093543477153,77.8650445108354,1079
"2.5%",1.18124095006986,0.548463369325012,1.28165584768559,0.00550612061460498,1031.69523441603,142.342598130924,1080
"2.5%",1.26741782045018,0.574740737615188,1.10839553073882,1.28257404696797e-10,1057.58472137629,195.254448804375,1081
"2.5%",0.796213357271812,0.865862289189719,1.87634450440404,7.37543605966451e-07,1526.25230154667,124.641219330725,1082
"2.5%",0.676476541631234,1.02062673633478,2.18312148967824,0,2123.9846123153,178.378402106062,1083
"2.5%",0.624625511270682,0.635133600367531,5.16779628451073,4.82163911312838e-05,232.686560282746,57.8049680908155,1084
"2.5%",0.713327365400433,0.952517562224482,2.13080661736695,0,1196.72810573174,251.642480855524,1085
"2.5%",0.660975051553189,1.0404880592612,2.14470120952861,0,1745.56471845746,314.671290387024,1086
"2.5%",1.5214324777767,0.375395217538966,1.22054975637769,0.0018293408463439,525.283731301764,79.47171339699,1087
"2.5%",0.890383542412829,0.772097258812941,1.65064991983465,0.000220316589237601,1225.25867643582,182.737214610075,1088
"2.5%",0.858526001565155,0.883944660071576,1.53523580588604,3.57329721367705e-10,2332.95973389339,244.226897255426,1089
"2.5%",0.624625511270682,0.635133600367531,5.16779628451073,4.82163911312838e-05,232.686560282746,57.8049680908155,1090
"2.5%",1.12998997372482,0.498982693150442,1.60765047454517,0.264240080669216,449.367200796831,114.466283435486,1091
"2.5%",1.18235114363781,0.480028642295677,1.44728521274552,0.145156613733331,606.126619495861,127.228123395697,1092
"2.5%",1.20284641055957,0.498541280678857,1.3765586912182,0.0655963046414154,5062.62555552271,3915.13249367606,109
"2.5%",0.955625247497164,0.607049263939364,1.78664886579517,0.599827160394081,839.497029720917,237.820429564807,110
"2.5%",1.0571266267779,0.483196699448519,1.82019455803536,0.593192034961845,366.895326028726,99.791331040501,111
"2.5%",0.899609090820807,0.766383249429286,1.6673563594815,0.0402799364715114,987.126761299981,175.472317422465,112
"2.5%",1.31841394454641,0.325925330588714,1.70314576424167,0.170775517033598,223.257096563686,72.8324983665434,113
"2.5%",1.01132012456327,0.605004673874165,1.59479937257741,0.893374017929467,773.876228349114,150.164845256758,114
"2.5%",1.09754391885787,0.617288432108975,1.28954581952451,0.102402478618845,1599.0033313503,447.759792183526,1093
"2.5%",1.6265395968493,0.415291509614305,0.935128965416959,1.66552105440587e-09,818.884761783728,212.700374832873,1094
"2.5%",1.4262042918261,0.452318787880885,1.10825239247397,0.000321607166532401,667.063474792058,170.688589819635,1095
"2.5%",1.04413915500151,0.610072956871846,1.49665140996564,0.57178435700181,1157.53113161221,237.060872373616,1096
"2.5%",0.959845262956487,0.52851943892908,1.9822561286316,0.718350778274679,681.975284336288,102.355110494438,1097
"2.5%",0.798050028107851,0.712593923856825,2.28122541204209,0.0037588892166518,809.075114836613,117.857762859415,1098
"2.5%",0.996453817325723,0.554547970593971,1.73631549999978,0.971922523391403,925.364905954321,102.503619609221,1099
"2.5%",0.839096501452076,0.556769159769815,2.50713548752808,0.115577388743769,324.467617989849,101.578979197454,1100
"2.5%",1.71769550417047,0.340186642360845,0.995105064641115,0.000136882701577079,548.475805223507,168.528366992436,1101
"2.5%",1.77498007972979,0.470473417563297,0.676042446954978,0,2502.37671061365,1051.6698357286,1102
"2.5%",1.71160137481671,0.431841992503966,0.805436506906548,0,1314.52787968299,306.810791215859,1103
"2.5%",2.94484076661463,0.1951258253592,0.58339915926662,3.21065586974534e-05,744.89120953619,292.710886635079,1104
"2.5%",0.550617470797373,1.03220249047357,3.32465180331945,0,706.504397945653,270.811228840292,1105
"2.5%",1.07464941207886,0.608175410024279,1.42230193033421,0.236079185518545,2966.69392498298,355.387149112488,1106
"2.5%",1.45660539684008,0.424797524261088,1.14756426607937,0.000740730886135577,3904.19145108059,479.205306600634,1107
"2.5%",0.706513437781349,1.01408687776439,1.99016593318224,0,10432.1770107367,3299.59492175401,1108
"2.5%",1.2937566615723,0.388414369838462,1.57353670250619,0.0829476581432307,454.4733821826,198.171335261268,1109
"2.5%",0.368852429313028,1.85615455086998,4.13616344157081,0,1357.03689369825,365.004381296604,1110
"2.5%",0.809908660556786,0.908124500067758,1.67231002659213,9.30365251505805e-09,1931.61998567997,768.379102079325,1111
"2.5%",1.24581517713947,0.443887414171029,1.46912106692043,0.0639145476545795,436.326868057281,95.6943881482787,115
"2.5%",0.731605067983468,0.785199423713009,2.38014764076223,1.34310171429064e-07,509.60676288314,134.496865422024,116
"2.5%",0.607204506739967,0.909526557797622,2.98188414437126,0,427.432068744527,121.139167937642,117
"2.5%",1.0514177742428,0.683536149883657,1.27037425492282,0.321817613751536,3825.35745944299,1046.11456391709,118
"2.5%",0.955800869329856,0.703714842642167,1.56979833661723,0.45163563196847,2155.71527562979,477.541367771908,119
"2.5%",0.897346996944785,0.744451799667476,1.73166834478434,0.0791114921678597,1380.8772642023,193.903261103317,120
"2.5%",1.56679809612521,0.423632418123172,0.933759527389965,8.10620459645861e-10,1204.83580789799,187.946670454797,121
"2.5%",1.44396694150342,0.46175150689299,1.07829093307363,6.68332622133505e-07,1288.19613006434,173.959665396477,122
"2.5%",1.42982958279003,0.502256128493036,0.987158565128098,4.76818584616012e-12,1613.13762807451,259.117933961797,123
"2.5%",0.486748852787565,1.2352785187505,3.30591405017299,0,665.378482845987,270.035055501179,124
"2.5%",1.21567489982093,0.366712564268037,1.89237404037879,0.263779940281811,176.835136629609,58.7132434994114,125
"2.5%",1.26290750440036,0.356531605707857,1.8624393540851,0.174218486159536,163.426054236845,56.7762988773049,126
"2.5%",0.467259717675464,1.35774161583758,3.46249865325295,0,4471.16388274505,3317.34802968049,127
"2.5%",0.568223981870321,1.07846321674621,2.83393620769627,0,1042.51355251231,172.947853046827,128
"2.5%",0.744077813007867,0.860657877656548,2.16907436332573,5.29195354204148e-10,415.338274779768,167.514225333367,129
"2.5%",0.42838586913351,1.80588434534904,3.02780313233142,0,1515.30615806499,555.77603318329,130
"2.5%",0.575595117447057,0.97126276601607,2.91701758423275,0,350.577566541752,112.188238700386,131
"2.5%",1.29293426815325,0.454519561775236,1.31565533859281,0.0169783745603092,696.416561363637,194.64043934666,132
"2.5%",1.59654664686186,0.42509807802119,0.889379098554108,1.78385306526252e-10,906.453314418357,276.952787270919,13
"2.5%",1.25231730212227,0.648645504623261,1.0049544829001,0,1883.90910196084,498.308671321919,14
"2.5%",1.19307236270001,0.634825758065516,1.07990927939499,8.48470899539322e-07,1409.39454104558,382.224883834215,15
"2.5%",1.32965414434526,0.602277969544899,0.933722159842113,4.44089209850063e-16,2590.05410278443,563.241764159405,16
"2.5%",0.511240980218823,1.1040098431851,3.53534740394579,0,739.476158987905,131.384542227856,17
"2.5%",1.00248579466806,0.579972280792386,1.75800838104519,0.97638688271467,341.302826347043,184.956115735387,18
"2.5%",0.842829717490604,0.897847213764538,1.52932889240138,1.59721125214674e-11,9761.74672006294,729.239330924107,133
"2.5%",1.4127173769338,0.429663461568022,1.1687776019553,0.000778547458974099,799.445051084278,167.567798276986,134
"2.5%",0.657659430741965,0.983096537141987,2.40791640496426,0,1324.73903268311,655.703205984347,135
"2.5%",1.050066710633,0.47379949303753,1.97204112118971,0.692020092586558,425.342140909065,100.677925304844,136
"2.5%",0.885093028241777,0.831436600606346,1.4911479083164,1.81075106548967e-05,1350.45320724307,530.527028963651,137
"2.5%",2.39342757677905,0.251959726951082,0.718832980426624,4.34609324528878e-07,632.764434594561,175.235139845837,138
"2.5%",1.64062541585664,0.321449603144421,1.09202983618242,0.0057288753636251,555.326460370399,191.547674335445,139
"2.5%",1.66798944476465,0.358819978495872,0.994293350866187,0.00016943162659766,614.504015553683,140.719619402089,140
"2.5%",0.897791372778596,0.738614816228674,1.67649558868308,0.0299730414649391,996.893546413475,173.80969616291,141
"2.5%",1.16051744384167,0.638770117370002,1.17883420091047,0.00432894602711276,2630.5591646569,416.282633100268,142
"2.5%",0.77277010044309,0.959610401246476,1.76060117039995,2.36699548850083e-13,1252.79623512605,542.382807227761,143
"2.5%",0.708925843238056,0.968282799032021,1.99317559759162,0,1147.19276551941,450.246141404798,144
"2.5%",4.62958997849093,0.137824450531613,0.328952995372276,9.31228085754299e-08,7503.22473253667,863.575841618816,145
"2.5%",0.940491638213744,0.578184154179097,2.04291861082969,0.535649627236817,755.408013784701,113.330282045336,146
"2.5%",1.09486454992692,0.486567231614715,1.90088778758289,0.443224531149943,392.740602313631,97.8883087657224,147
"2.5%",3.64219797800276,0.118241925706399,0.56253234230258,0.0201645293429267,438.423508514776,151.724829171102,148
"2.5%",0.40743549693072,1.39370071472172,4.51478611654245,0,683.836751849497,182.107214539861,149
"2.5%",1.90835259161599,0.265469556754391,1.0816579991334,0.00643013127598224,415.466299059322,111.531549848035,150
"2.5%",1.8877833999552,0.243302949616634,1.04776861639288,0.0140302678252131,351.31302618458,90.5982449423937,151
"2.5%",1.84255945758772,0.346638806063006,0.828289368285038,2.77408318538619e-10,943.956011873408,272.673073694456,152
"2.5%",2.92548709553025,0.197803454290136,0.57484863167447,1.597081709237e-05,1071.97026513042,401.539314036781,153
"2.5%",2.0925835139504,0.246676856722569,0.855677094872722,0.00185002261341616,612.983016024622,171.394969793236,154
"2.5%",1.70867427579542,0.268617571947708,1.23081196157914,0.0145232472712062,276.686697555313,76.4670540045011,155
"2.5%",1.14558512091765,0.689265624084373,1.07797455384094,6.8450329626657e-08,3659.70651970196,406.870968787256,156
"2.5%",1.0722973905842,0.617478072340727,1.36458209059869,0.229291478543297,1799.68150409099,232.764754793827,157
"2.5%",1.01858005616662,0.650748881798983,1.46871280839327,0.77380628679246,1518.50517842623,196.000161683099,158
"2.5%",0.926368655428137,0.715325416757911,1.64741475796796,0.180940868514659,1899.66913659998,152.546409651178,159
"2.5%",0.90699546789569,0.781648834761559,1.49305271636194,0.00699302752902331,2353.59042607941,228.142935180129,160
"2.5%",1.03453183182133,0.608049805610927,1.56816246106824,0.561219273125139,550.094873489295,150.662751547675,161
"2.5%",1.34218369922958,0.400879557114977,1.36333242865655,0.048012259084222,347.473337787468,127.670646529648,162
"2.5%",0.638327730355121,1.03231571789764,2.38461302355619,0,690.317179641813,187.84105122533,163
"2.5%",1.11282607873528,0.599650590193993,1.4080541043884,0.0558502000177123,674.175902088976,157.885227993121,164
"2.5%",2.06592190666981,0.317332774115141,0.782884032330165,1.08468773496462e-06,3363.81329897578,749.940625446448,165
"2.5%",1.27940136296566,0.442598840376491,1.34845774179124,0.0153250194192363,435.471278805805,153.2447929188,166
"2.5%",1.21713014149651,0.490925175941765,1.37871331501547,0.0294853277774958,511.756732851657,171.758389494389,167
"2.5%",1.06594289638546,0.473422346250405,1.81940748316354,0.611229890233486,332.397854238268,114.247413286618,168
"2.5%",2.08054577463356,0.241173543672098,0.891620785051853,0.00431962722350088,346.8156156712,125.703498047266,169
"2.5%",1.44634153461332,0.423703273093529,1.08797650662559,2.78452940609686e-05,553.391172273534,163.832443131632,170
"2.5%",0.717815953477311,0.869843443005256,2.19357544822488,1.17683640610267e-14,528.647777422756,149.655994159345,171
"2.5%",0.477463860270488,0.812155263161856,6.09181110808945,0,132.172153445947,51.2181890421718,172
"2.5%",1.13065163226444,0.703252846220582,1.13375999971512,4.61168436771686e-10,2522.76851886502,473.594007386008,173
"2.5%",1.6143530709337,0.326915444352912,1.11239630958516,7.09941820091764e-05,408.291467277523,139.54311142446,174
"2.5%",1.14624598775918,0.512133565361548,1.52445128828154,0.110212684340871,537.956686955595,145.821486145466,175
"2.5%",0.800949701531237,0.867880920316061,1.81691615811907,9.05941988094128e-14,1335.71242124606,306.429000213922,176
"2.5%",1.28220262714555,0.501447720303372,1.16784858611786,0.000347913919202192,1492.5582095314,204.16977624691,177
"2.5%",0.850080626912457,0.746121854755867,1.78743760044077,0.000347525244026592,1420.38837410545,176.20759491248,178
"2.5%",1.00952500444867,0.619010745223536,1.60623277236923,0.896533889016803,1114.10916878522,153.474113725017,179
"2.5%",1.07423784453045,0.731130658127193,1.18808907642161,0.000268119193925109,2442.26377395951,437.568429181004,180
"2.5%",1.25645944318816,0.400529487712543,1.59690040490965,0.0363831662465379,314.665603656205,95.206718200412,181
"2.5%",1.1201226333624,0.47742311427439,1.55890565271045,0.148028830939489,343.624347279285,112.336975187565,182
"2.5%",0.744090770289558,0.661367039113197,2.9632678234796,6.68725854027219e-05,248.016281123875,86.9035688352523,183
"2.5%",1.05926705746168,0.547003047558548,1.56101327599544,0.409467917083111,488.332929062964,121.9352455917,184
"2.5%",0.923515798941589,0.491683922144622,2.39900175109825,0.552869258516472,221.582817453773,64.8090216174135,185
"2.5%",0.914278870881038,0.848794241370214,1.42435845528058,0.00314775334667483,4139.1715466882,417.511991379844,186
"2.5%",0.96120317898651,0.888581882645633,1.22799714376847,0.0141386433770045,6664.75896142544,638.941670838361,187
"2.5%",1.12436372400467,0.636674313864773,1.21510441679335,0.0205980222103301,838.225225541081,286.301447047242,188
"2.5%",1.14012922596517,0.605128811936834,1.38355664231993,0.0712652659908395,630.642156544803,240.739190622238,189
"2.5%",0.973052722211251,0.609866314727339,1.71550570018151,0.758792939861705,447.977229294229,111.329753127909,190
"2.5%",0.988395836287602,0.667159407692536,1.53525119321517,0.847281392460239,640.337072842186,238.463785312958,191
"2.5%",1.12921562404319,0.621523987549254,1.1955677928471,0.0173891324659623,818.897477124092,266.973698630254,192
"2.5%",0.691338299242499,1.07603329325651,2.03259562756236,0,3033.49406267034,683.566346192477,19
"2.5%",1.52705578699155,0.411865720056025,1.02450714668349,0.000352978573441742,1588.10674534759,367.904575874702,20
"2.5%",1.50759510595938,0.415643310799504,1.09740454311513,0.000726023761600469,1335.7979242084,378.985970565688,21
"2.5%",0.548984166207107,1.04222166133221,3.29603266197495,0,462.839902506825,123.6236246746,22
"2.5%",0.325322222613052,1.46930099107339,6.8426487594547,0,369.297980543213,118.714130325406,23
"2.5%",0.161092588159694,2.82279042893102,14.3869032796363,0,435.808127843616,171.332579923603,24
"2.5%",1.12710509901745,0.598913255514179,1.31376237818173,0.0671104724856291,697.01378147128,259.402058684434,193
"2.5%",1.11797166985183,0.622155468136839,1.23113955106923,0.0294304535364192,827.692859758349,275.769081264511,194
"2.5%",0.804210532660857,0.621468005716383,2.62148155020498,0.0226480770580211,213.102516669159,78.5036308719638,195
"2.5%",0.459629555051114,1.49857958906953,3.19313304367506,0,1198.46894388358,288.489536198485,196
"2.5%",1.38021717340963,0.55633323853046,0.956737655292869,0,2915.67607153319,339.754001699136,197
"2.5%",1.60154437636564,0.44828642005161,0.897080669120796,1.51477941301437e-10,1787.21051589348,258.430834413231,198
"2.5%",1.64851048476577,0.514511183072867,0.7219784230132,0,7865.16666413859,982.841293382186,199
"2.5%",1.29151387498365,0.460319111874833,1.3005154106129,0.0196034894014565,1389.33159646956,134.635644798179,200
"2.5%",1.31391202186439,0.552017756473261,1.05574482527754,2.0226487151831e-11,2046.89749925316,333.965321325795,201
"2.5%",1.43796482577535,0.508634191659486,0.919724874584086,2.22044604925031e-16,2513.57027631521,461.857950799532,202
"2.5%",0.770950914911319,0.937599514262223,1.73035544647226,0,2243.88039963865,374.418285557677,203
"2.5%",0.627063208499593,1.09508219338014,2.38059581955792,0,10044.32655522,1846.22162771162,204
"2.5%",0.514925987756255,1.34246714699162,2.8401068990642,0,1604.92729222541,319.221709952128,205
"2.5%",0.897279618944025,0.849406460268154,1.46956132120193,2.85403535480455e-05,2042.54514669268,459.196291767059,206
"2.5%",0.969719962058489,0.473471631747123,2.54844724946921,0.823982304251224,203.092806063832,82.9808102470133,207
"2.5%",0.93621462261297,0.549777026228251,2.04419658249928,0.391831827599532,370.664570426933,114.945449942003,208
"2.5%",1.19204402211159,0.514566882248285,1.31500456410324,0.00510391549454248,649.673508131791,195.987663426428,209
"2.5%",1.67254499757248,0.32506268334179,1.17096490897464,0.00316978433203507,481.081385394092,124.085168249918,210
"2.5%",1.18933467697912,0.485081495159577,1.48487224926788,0.0504058303951518,482.679400500612,167.125169842822,211
"2.5%",1.44010790936571,0.339609363884137,1.52269838471009,0.0435507672963529,257.742204525828,97.6057680102824,212
"2.5%",1.41129434976244,0.443108501534461,1.07957209084678,6.61359261828753e-05,730.012257442891,194.452087380893,213
"2.5%",1.25697072601215,0.442594013617736,1.41533839904774,0.0248262616261661,386.252762790224,106.432971046089,214
"2.5%",0.766509214483424,0.73363402598589,2.36281022714096,1.92064018236238e-05,389.27496734005,109.455175595914,215
"2.5%",1.10197812771034,0.504422664948174,1.52554914623094,0.227136971027889,452.894254795566,125.936124819064,216
"2.5%",0.935520037271462,0.55625283530431,2.0741566996664,0.454298424494401,323.756251697757,95.7379210017878,217
"2.5%",5.71719511223044,0.0850497242539338,0.324414439070271,0.00252753526534155,527.756326810294,221.536230608725,218
"2.5%",1.04986527989117,0.555145359517382,1.64581548123526,0.530695926057676,442.801240110518,121.932155009463,219
"2.5%",5.16195331099814,0.0887879021178238,0.375939933237317,0.0054574773895486,477.029573599228,192.612710002911,220
"2.5%",1.48963377411239,0.418060447091348,1.06558865678073,0.000779516762217991,689.314371787982,174.318627725228,221
"2.5%",0.848263312837477,0.70795469377798,2.01180324060188,0.00892392967937505,669.825596705019,158.341538402893,222
"2.5%",1.60228068972261,0.344923091555598,1.16508213678133,0.0047625873132886,527.139369695773,224.349008025932,223
"2.5%",0.895669099632329,0.718191787108401,1.66624963954646,0.0538491076139538,1086.9467798006,212.431743432308,224
"2.5%",0.833393295184719,0.823063381387336,1.69454583180347,3.4863438120869e-06,1526.09329891953,231.475094448332,225
"2.5%",0.696488629651728,1.04548842766257,1.96231633918393,0,3023.71433876179,555.464259475628,226
